$Lewiston inflow year 2017 YC 06/22/22,
64.083,0.0849
64.125,0.0849
64.167,0.0849
64.208,0.0849
64.25,0.0849
64.292,0.0849
64.333,0.0849
64.375,0.0849
64.417,0.0849
64.458,0.0849
64.5,0.0849
64.542,0.0849
64.583,0.0849
64.625,0.0849
64.667,0.0849
64.708,5.8451386
64.75,56.6497797
64.792,55.4724714
64.833,55.3328675
64.875,55.2536558
64.917,54.6493942
64.958,5.3335878
65,0.0849
65.042,0.0849
65.083,0.0849
65.125,0.0849
65.167,0.0849
65.208,0.0849
65.25,0.0849
65.292,0.0849
65.333,0.0849
65.375,0.0849
65.417,0.0849
65.458,0.0849
65.5,0.0849
65.542,0.0849
65.583,0.0849
65.625,0.0849
65.667,0.0849
65.708,5.8771459
65.75,57.353629
65.792,58.6934359
65.833,58.4923644
65.875,38.414137
65.917,22.208991
65.958,0.9978014
66,0.0849
66.042,0.0849
66.083,0.0849
66.125,0.0849
66.167,0.0849
66.208,0.0849
66.25,0.0849
66.292,0.0849
66.333,0.0849
66.375,0.0849
66.417,0.0849
66.458,0.0849
66.5,0.0849
66.542,0.0849
66.583,0.0849
66.625,0.0849
66.667,0.0849
66.708,0.3821349
66.75,21.3541612
66.792,22.9406592
66.833,23.0270874
66.875,29.0303098
66.917,22.4122982
66.958,1.0553919
67,0.9440031
67.042,34.400348
67.083,36.7181746
67.125,36.8434304
67.167,36.762832
67.208,36.8895028
67.25,36.6141721
67.292,36.9502912
67.333,36.8287144
67.375,36.9517628
67.417,36.8045745
67.458,37.3929315
67.5,36.8607217
67.542,36.7440974
67.583,36.6534242
67.625,36.6318313
67.667,36.8362139
67.708,30.4787321
67.75,26.5109589
67.792,26.3094346
67.833,26.3382723
67.875,26.4102109
67.917,31.4360645
67.958,71.572115
68,71.456934
68.042,64.9640367
68.083,64.6040607
68.125,64.5466117
68.167,64.6588212
68.208,64.39099
68.25,64.2567631
68.292,64.7641821
68.333,64.3000338
68.375,64.6937151
68.417,64.4398075
68.458,64.6677923
68.5,64.3790757
68.542,64.6562459
68.583,64.4827103
68.625,64.5752796
68.667,64.4861063
68.708,64.5766946
68.75,64.4946812
68.792,64.3968481
68.833,64.4456373
68.875,64.5566865
68.917,64.2299064
68.958,64.3348711
69,66.6225299
69.042,70.054669
69.083,65.5600347
69.125,67.52663
69.167,65.9284724
69.208,67.8433636
69.25,68.1372025
69.292,68.0967901
69.333,68.0736124
69.375,68.2003398
69.417,68.2019529
69.458,69.736011
69.5,68.141306
69.542,67.9153305
69.583,68.2493837
69.625,68.116968
69.667,67.8833232
69.708,68.264128
69.75,67.8833232
69.792,68.3533862
69.833,67.9509885
69.875,68.3489714
69.917,67.9380554
69.958,69.788932
70,69.0743004
70.042,69.7543777
70.083,67.8372508
70.125,68.9351493
70.167,70.3537717
70.208,70.0794598
70.25,85.8392487
70.292,94.8945129
70.333,94.9221054
70.375,94.9393118
70.417,94.9637064
70.458,94.9551598
70.5,94.9206904
70.542,94.7822468
70.583,94.8688165
70.625,95.033098
70.667,95.0199102
70.708,94.9318406
70.75,94.9780262
70.792,96.5268569
70.833,96.7447386
70.875,96.8137623
70.917,95.5423282
70.958,98.0720652
71,96.224811
71.042,96.230754
71.083,62.0701919
71.125,34.2057006
71.167,34.0649364
71.208,34.1182253
71.25,36.6505093
71.292,36.9053508
71.333,34.2132284
71.375,34.0692663
71.417,52.234725
71.458,72.896555
71.5,54.7441426
71.542,53.6342166
71.583,69.3939772
71.625,61.4269612
71.667,63.0376557
71.708,73.6296382
71.75,73.7617709
71.792,74.9195805
71.833,77.2990728
71.875,79.3314656
71.917,75.1644604
71.958,80.5897968
72,76.2366342
72.042,76.6209199
72.083,74.4011811
72.125,74.6387313
72.167,76.3476834
72.208,79.8255836
72.25,78.9906204
72.292,81.0465588
72.333,77.5323214
72.375,77.4934655
72.417,77.5783938
72.458,77.470401
72.5,77.3352119
72.542,77.6964331
72.583,77.3162509
72.625,77.584167
72.667,77.3595216
72.708,77.4287151
72.75,77.1953816
72.792,79.072747
72.833,79.8974939
72.875,80.9514425
72.917,79.667613
72.958,77.3021009
73,75.0634577
73.042,75.0778058
73.083,75.1786387
73.125,74.9122225
73.167,75.1497161
73.208,58.1817719
73.25,34.9617917
73.292,34.9833846
73.333,34.7760871
73.375,34.9157193
73.417,35.028042
73.458,34.9042012
73.5,33.5031814
73.542,33.3061285
73.583,33.604552
73.625,33.2713195
73.667,33.4284977
73.708,33.3406828
73.75,33.4803999
73.792,33.3075718
73.833,33.4414591
73.875,33.2629427
73.917,33.3032702
73.958,33.0786814
74,29.8019376
74.042,29.7155943
74.083,29.6810117
74.125,29.7673833
74.167,29.7198676
74.208,29.5845936
74.25,35.3452567
74.292,41.1059198
74.333,46.8665829
74.375,52.627246
74.417,57.7398957
74.458,62.7708716
74.5,40.9939084
74.542,41.013775
74.583,41.0443956
74.625,41.0606398
74.667,41.0755539
74.708,41.0582343
74.75,41.0679978
74.792,41.0421599
74.833,41.0495462
74.875,41.0456408
74.917,45.5907623
74.958,44.2638036
75,46.161545
75.042,50.150713
75.083,49.8618549
75.125,49.0639647
75.167,45.4675724
75.208,45.4037559
75.25,45.3345058
75.292,45.418387
75.333,45.4126987
75.375,45.3920397
75.417,45.7379506
75.458,45.3568628
75.5,45.3758804
75.542,45.3704751
75.583,45.3279968
75.625,45.3546554
75.667,45.3351001
75.708,45.332921
75.75,45.3850779
75.792,45.3258743
75.833,45.3174975
75.875,45.3142147
75.917,45.3014514
75.958,45.2694158
76,45.2970649
76.042,45.2314372
76.083,45.2708874
76.125,45.2745664
76.167,45.1248311
76.208,45.2591995
76.25,45.3894927
76.292,45.1211238
76.333,45.2406064
76.375,45.244059
76.417,45.2108631
76.458,45.3881909
76.5,49.5564696
76.542,49.7254772
76.583,49.7090915
76.625,49.7149213
76.667,49.7230434
76.708,49.8531668
76.75,49.7117517
76.792,49.7423157
76.833,49.7444665
76.875,49.7182607
76.917,49.729892
76.958,49.0973021
77,45.3755125
77.042,45.2222963
77.083,45.2310127
77.125,45.2151364
77.167,45.176705
77.208,45.07058
77.25,45.0075276
77.292,45.1768748
77.333,45.1900909
77.375,45.1922983
77.417,45.144443
77.458,45.3577967
77.5,49.5116141
77.542,49.5696857
77.583,48.1394886
77.625,46.1795155
77.667,44.5285784
77.708,36.0447478
77.75,32.3915008
77.792,35.6754328
77.833,42.9745122
77.875,46.3615977
77.917,45.2771134
77.958,49.1442235
78,41.1491339
78.042,40.4256727
78.083,40.4863479
78.125,40.8517009
78.167,40.7656689
78.208,40.835202
78.25,34.3069863
78.292,29.0944659
78.333,29.0936452
78.375,38.7536521
78.417,35.9709697
78.458,33.0340806
78.5,36.6335293
78.542,40.65295
78.583,40.6035665
78.625,40.4495296
78.667,40.5217795
78.708,39.8770489
78.75,40.6333098
78.792,40.7311146
78.833,40.6370454
78.875,40.6241972
78.917,41.8299187
78.958,40.831806
79,44.8638485
79.042,44.8906486
79.083,44.8335675
79.125,44.8215966
79.167,44.8256152
79.208,44.8231531
79.25,44.7882309
79.292,44.8067108
79.333,44.7595913
79.375,44.8029752
79.417,44.6790212
79.458,44.8640466
79.5,44.7339798
79.542,44.5431246
79.583,44.9006668
79.625,44.62061
79.667,44.8842811
79.708,44.6144123
79.75,44.7461488
79.792,44.6824172
79.833,44.6968219
79.875,44.6405332
79.917,44.6987746
79.958,44.8625467
80,50.7753506
80.042,52.0613026
80.083,49.18257
80.125,48.9823758
80.167,48.9845832
80.208,48.8577709
80.25,48.9758668
80.292,48.9107768
80.333,48.9482177
80.375,48.9067582
80.417,48.8238109
80.458,48.8302067
80.5,48.8577992
80.542,48.8882783
80.583,48.8512902
80.625,48.8128871
80.667,48.7365054
80.708,48.7603623
80.75,48.7726445
80.792,48.749863
80.833,48.73826
80.875,48.7359111
80.917,48.6964892
80.958,48.3889814
81,46.2219938
81.042,46.7943047
81.083,45.2456155
81.125,44.2524553
81.167,46.3004131
81.208,46.2360306
81.25,50.0934904
81.292,52.7472946
81.333,48.1555347
81.375,48.797124
81.417,45.8986663
81.458,44.8502928
81.5,51.9653939
81.542,52.3715838
81.583,52.6126998
81.625,52.3273792
81.667,52.2395643
81.708,52.5494776
81.75,52.3920164
81.792,52.2738073
81.833,52.3167384
81.875,52.4209107
81.917,52.4969528
81.958,52.0089759
82,40.5296752
82.042,40.0856199
82.083,39.9970126
82.125,40.0912799
82.167,40.2456847
82.208,44.0677695
82.25,44.2229384
82.292,44.2122127
82.333,44.2163445
82.375,44.1390855
82.417,44.1393119
82.458,44.1489622
82.5,44.1771207
82.542,44.1548769
82.583,44.1370196
82.625,44.3813335
82.667,48.1970225
82.708,48.3710675
82.75,48.3277685
82.792,50.5705718
82.833,50.2343678
82.875,50.8794663
82.917,49.1992953
82.958,49.6361624
83,40.2282519
83.042,40.0112475
83.083,39.8176189
83.125,40.0115305
83.167,40.0938269
83.208,43.8917435
83.25,45.3205256
83.292,48.3859816
83.333,48.5588946
83.375,48.2850355
83.417,48.2685083
83.458,48.201975
83.5,48.2336993
83.542,48.2078048
83.583,48.2076067
83.625,48.210182
83.667,48.2207096
83.708,48.2138044
83.75,48.2278978
83.792,48.2082576
83.833,48.2300486
83.875,48.2068709
83.917,48.1911927
83.958,47.908221
84,44.0984184
84.042,44.0265081
84.083,43.9918689
84.125,43.9765869
84.167,43.8726693
84.208,44.1309917
84.25,43.984143
84.292,43.8555195
84.333,44.0462615
84.375,43.8730655
84.417,44.104701
84.458,43.8620568
84.5,43.9888408
84.542,43.9554185
84.583,43.2161942
84.625,43.9171852
84.667,43.9696251
84.708,43.9263544
84.75,43.9520791
84.792,43.9245149
84.833,43.9503811
84.875,43.927826
84.917,43.9205529
84.958,43.9202699
85,43.9036861
85.042,43.9197605
85.083,43.9442117
85.125,43.8688488
85.167,43.8459824
85.208,43.7405649
85.25,43.7453759
85.292,43.8441995
85.333,43.8734051
85.375,43.8470578
85.417,43.868962
85.458,43.8779331
85.5,43.8587174
85.542,43.8521235
85.583,43.8635284
85.625,43.8000232
85.667,43.842077
85.708,43.723217
85.75,43.9583334
85.792,43.6979168
85.833,43.9345897
85.875,43.6893419
85.917,43.9260714
85.958,43.6347512
86,43.883678
86.042,43.6840215
86.083,43.9270619
86.125,43.6271668
86.167,43.8427562
86.208,43.5932634
86.25,43.847737
86.292,43.6141771
86.333,44.069892
86.375,50.6491609
86.417,44.0779575
86.458,43.7646765
86.5,43.7604881
86.542,43.7339144
86.583,43.7190569
86.625,43.7231038
86.667,43.7294713
86.708,43.7415554
86.75,43.6887759
86.792,43.7712704
86.833,43.7527056
86.875,43.7429138
86.917,43.7099443
86.958,43.7304618
87,43.7191418
87.042,43.7153779
87.083,43.6502596
87.125,43.6642681
87.167,43.7120102
87.208,43.6886344
87.25,43.6887193
87.292,43.6807104
87.333,43.725764
87.375,43.6834272
87.417,43.6424771
87.458,43.6676924
87.5,43.6427035
87.542,43.6594005
87.583,43.6885212
87.625,43.6627399
87.667,43.6412319
87.708,43.6597967
87.75,43.5498229
87.792,43.769346
87.833,43.5146177
87.875,43.6333645
87.917,43.6494672
87.958,41.9248369
88,2.9291632
88.042,0.0849
88.083,0.0849
88.125,0.0849
88.167,0.0849
88.208,0.0849
88.25,2.8117182
88.292,31.7803906
88.333,31.7158949
88.375,2.6936789
88.417,0.0849
88.458,0.0849
88.5,0.0849
88.542,0.0849
88.583,0.0849
88.625,0.0849
88.667,0.0849
88.708,3.2787814
88.75,45.8615933
88.792,47.0267609
88.833,33.1463467
88.875,31.6404188
88.917,3.2636126
88.958,0.0849
89,0.0849
89.042,0.0849
89.083,0.0849
89.125,0.0849
89.167,0.0849
89.208,0.0849
89.25,0.0849
89.292,0.0849
89.333,0.0849
89.375,0.0849
89.417,0.0849
89.458,0.0849
89.5,0.0849
89.542,0.0849
89.583,0.3734468
89.625,0.0849
89.667,0.0849
89.708,0.0849
89.75,3.0732668
89.792,38.1176945
89.833,39.3936283
89.875,38.0095885
89.917,3.8400553
89.958,0.0849
90,0.0849
90.042,0.0849
90.083,0.0849
90.125,0.0849
90.167,0.0849
90.208,0.0849
90.25,0.0849
90.292,0.0849
90.333,0.0849
90.375,0.0849
90.417,0.0849
90.458,0.0849
90.5,0.0849
90.542,0.0849
90.583,0.0849
90.625,0.0849
90.667,0.0849
90.708,4.8901268
90.75,38.0382281
90.792,39.3535838
90.833,39.3099452
90.875,37.9426873
90.917,2.7696078
90.958,0.0849
91,0.0849
91.042,0.0849
91.083,0.0849
91.125,0.0849
91.167,0.0849
91.208,0.0849
91.25,0.0849
91.292,0.0849
91.333,0.0849
91.375,0.0849
91.417,0.0849
91.458,0.0849
91.5,0.0849
91.542,0.0849
91.583,0.0849
91.625,0.0849
91.667,0.0849
91.708,4.2762998
91.75,38.0512461
91.792,39.0073899
91.833,39.0598015
91.875,37.8058285
91.917,2.763778
91.958,0.0849
92,0.0849
92.042,0.0849
92.083,0.0849
92.125,0.0849
92.167,0.0849
92.208,0.0849
92.25,0.0849
92.292,0.0849
92.333,0.0849
92.375,0.0849
92.417,0.0849
92.458,0.0849
92.5,0.0849
92.542,0.0849
92.583,0.0849
92.625,0.0849
92.667,0.0849
92.708,0.0849
92.75,7.2394513
92.792,37.785028
92.833,39.181067
92.875,37.6560932
92.917,2.9966021
92.958,0.0849
93,0.0849
93.042,0.0849
93.083,0.0849
93.125,0.0849
93.167,0.0849
93.208,0.0849
93.25,0.0849
93.292,0.0849
93.333,0.0849
93.375,9.74369
93.417,0.0849
93.458,0.0849
93.5,0.0849
93.542,0.0849
93.583,0.0849
93.625,0.0849
93.667,0.0849
93.708,2.9170791
93.75,31.4802691
93.792,32.2965826
93.833,32.3398533
93.875,32.3418909
93.917,31.3964162
93.958,2.7735132
94,0.0849
94.042,0.0849
94.083,0.0849
94.125,0.0849
94.167,0.0849
94.208,0.0849
94.25,0.0849
94.292,0.0849
94.333,0.0849
94.375,0.0849
94.417,0.0849
94.458,0.0849
94.5,0.0849
94.542,0.0849
94.583,0.0849
94.625,0.0849
94.667,0.0849
94.708,7.1076582
94.75,37.4480882
94.792,38.5202054
94.833,38.6265285
94.875,37.3877243
94.917,2.8545927
94.958,0.0849
95,0.0849
95.042,0.0849
95.083,0.0849
95.125,0.0849
95.167,0.0849
95.208,0.0849
95.25,0.0849
95.292,0.0849
95.333,0.0849
95.375,0.0849
95.417,0.0849
95.458,0.0849
95.5,0.0849
95.542,3.0764081
95.583,37.2900893
95.625,38.4992351
95.667,38.5416285
95.708,38.5195545
95.75,38.5206016
95.792,38.495924
95.833,38.5175452
95.875,38.4686145
95.917,38.5338177
95.958,38.5277898
96,38.5204318
96.042,38.4601245
96.083,38.5207997
96.125,38.5119135
96.167,38.5194979
96.208,38.5099042
96.25,38.4293624
96.292,38.609973
96.333,38.3995059
96.375,38.6093504
96.417,38.4513798
96.458,38.5871066
96.5,38.4797647
96.542,38.5796354
96.583,38.407345
96.625,38.5119135
96.667,38.5254692
96.708,38.5256956
96.75,38.5132719
96.792,38.4821702
96.833,38.4689541
96.875,38.4872642
96.917,38.4162029
96.958,38.4669165
97,38.4308057
97.042,38.4398617
97.083,38.4923582
97.125,38.4733972
97.167,38.5022349
97.208,38.45121
97.25,38.472152
97.292,38.4881698
97.333,38.4277776
97.375,38.4670297
97.417,38.4038075
97.458,38.4232496
97.5,38.3823561
97.542,38.401685
97.583,38.4372298
97.625,38.407062
97.667,38.4242684
97.708,38.4421257
97.75,38.4946505
97.792,38.4870661
97.833,38.4654732
97.875,38.4682749
97.917,38.4962919
97.958,38.3049556
98,35.5119154
98.042,35.6487176
98.083,35.2647149
98.125,35.5464697
98.167,35.4150728
98.208,35.5084345
98.25,35.6093523
98.292,35.2862512
98.333,35.5514505
98.375,35.3453416
98.417,35.4903508
98.458,35.3566616
98.5,35.4340904
98.542,35.3897726
98.583,35.394244
98.625,35.4128654
98.667,35.402734
98.708,35.3944704
98.75,35.4323075
98.792,35.4630413
98.833,35.4708521
98.875,35.5070761
98.917,35.4775026
98.958,35.6001831
99,38.2635527
99.042,38.3975815
99.083,38.3459057
99.125,38.3263221
99.167,38.4020812
99.208,38.353009
99.25,38.3165586
99.292,38.3426512
99.333,38.3510846
99.375,38.327539
99.417,38.2716465
99.458,38.2704579
99.5,38.2841551
99.542,38.3000314
99.583,38.2291965
99.625,38.4533608
99.667,38.2942299
99.708,38.5272521
99.75,38.3259825
99.792,38.5454207
99.833,38.2972297
99.875,38.4996313
99.917,38.2726087
99.958,38.4718407
100,38.2678543
100.042,38.391214
100.083,38.3498394
100.125,38.4141653
100.167,38.3353498
100.208,38.3763565
100.25,38.3477735
100.292,38.365178
100.333,38.3155681
100.375,38.3013898
100.417,38.3268881
100.458,38.3114363
100.5,38.3368497
100.542,38.3067951
100.583,38.323294
100.625,38.3697626
100.667,38.3777432
100.708,38.410175
100.75,38.4560776
100.792,38.4437388
100.833,38.4488045
100.875,38.407345
100.917,38.3991946
100.958,38.3872237
101,38.3922611
101.042,38.3865728
101.083,38.2362715
101.125,38.4896131
101.167,38.2728068
101.208,38.4432577
101.25,38.2462614
101.292,37.1679182
101.333,2.7078855
101.375,0.3353267
101.417,36.4205152
101.458,38.3188509
101.5,38.2130655
101.542,38.2459784
101.583,38.2413938
101.625,38.2461765
101.667,38.2319416
101.708,38.2111411
101.75,38.2599303
101.792,38.2396675
101.833,38.2285739
101.875,38.2284041
101.917,38.2253194
101.958,38.2336962
102,38.2421013
102.042,38.2412523
102.083,38.1917556
102.125,38.2438842
102.167,38.2475066
102.208,38.2198575
102.25,38.2614868
102.292,36.9275663
102.333,3.2543585
102.375,0.0849
102.417,51.116026
102.458,70.7554619
102.5,45.8122664
102.542,38.1931423
102.583,38.2376299
102.625,38.2063301
102.667,38.2315737
102.708,38.2081979
102.75,38.2169992
102.792,38.2821175
102.833,38.2104902
102.875,38.0489538
102.917,38.3123702
102.958,38.0795178
103,38.3230676
103.042,38.0651131
103.083,38.2591379
103.125,38.0650848
103.167,38.2688448
103.208,38.0619152
103.25,38.2248666
103.292,36.8057914
103.333,3.8956648
103.375,3.2828849
103.417,36.8665515
103.458,38.0486991
103.5,38.083876
103.542,38.122647
103.583,38.2999465
103.625,38.0743389
103.667,38.1010824
103.708,38.1361744
103.75,38.1903123
103.792,38.1810016
103.833,38.1211471
103.875,38.1888124
103.917,38.0711127
103.958,38.0618303
104,38.0585475
104.042,38.0851495
104.083,38.0268232
104.125,37.9923538
104.167,38.0002778
104.208,38.0224933
104.25,38.0187577
104.292,36.6872427
104.333,2.7431756
104.375,0.0849
104.417,65.3424077
104.458,70.8489085
104.5,70.8495594
104.542,70.8503801
104.583,11.462349
104.625,0.0849
104.667,9.2779569
104.708,36.8025369
104.75,37.9057275
104.792,38.0956205
104.833,37.8988506
104.875,38.0166635
104.917,37.9886748
104.958,37.7885655
105,35.3963382
105.042,35.0871041
105.083,35.1886728
105.125,35.2036152
105.167,35.2042378
105.208,35.1458832
105.25,35.1842297
105.292,35.1855032
105.333,35.1936536
105.375,35.1191114
105.417,35.1718343
105.458,35.1641933
105.5,35.157656
105.542,35.1113006
105.583,35.1510055
105.625,35.1472982
105.667,35.1897765
105.708,35.1982099
105.75,35.1668818
105.792,35.1746643
105.833,35.1738719
105.875,35.1550524
105.917,35.1608539
105.958,35.1477793
106,35.1516847
106.042,35.1305729
106.083,35.144355
106.125,35.1264411
106.167,35.1576843
106.208,35.1407326
106.25,35.1239507
106.292,35.1124892
106.333,35.2932696
106.375,35.1016786
106.417,35.1821355
106.458,35.0343812
106.5,35.2043793
106.542,34.990403
106.583,35.170391
106.625,34.9807244
106.667,35.1386667
106.708,34.9909124
106.75,35.2572154
106.792,35.0666432
106.833,35.1079895
106.875,35.057191
106.917,35.095962
106.958,35.2111147
107,37.7782643
107.042,37.8669282
107.083,37.8669565
107.125,37.8789274
107.167,37.8748805
107.208,37.8558912
107.25,37.8873608
107.292,37.8480521
107.333,37.8599381
107.375,37.8823234
107.417,37.8639567
107.458,37.8865401
107.5,37.9323295
107.542,37.8584948
107.583,37.9035767
107.625,37.9518848
107.667,37.9722891
107.708,37.9406214
107.75,37.9625256
107.792,37.9409893
107.833,37.9453192
107.875,37.9687516
107.917,37.9496208
107.958,37.7837545
108,35.1369404
108.042,35.0872173
108.083,34.9971667
108.125,35.0970657
108.167,35.1724003
108.208,34.94767
108.25,35.1488547
108.292,34.9280864
108.333,35.1170172
108.375,34.8113206
108.417,35.0665017
108.458,34.9456324
108.5,35.0294853
108.542,35.5548748
108.583,37.8626549
108.625,34.9820262
108.667,34.9837808
108.708,35.0442296
108.75,35.0584079
108.792,34.9117007
108.833,35.0528328
108.875,34.9604333
108.917,34.9962894
108.958,34.6158242
109,26.8851415
109.042,26.6827682
109.083,26.6568171
109.125,26.6829946
109.167,26.6811551
109.208,27.0271226
109.25,37.2866084
109.292,37.7336918
109.333,39.1404282
109.375,41.1877351
109.417,39.507932
109.458,37.703807
109.5,37.7355313
109.542,37.7427195
109.583,37.7238717
109.625,37.7180419
109.667,37.7073728
109.708,37.7062974
109.75,37.7006374
109.792,37.6813085
109.833,37.6015308
109.875,36.9301133
109.917,22.5210268
109.958,21.2379897
110,2.520964
110.042,0.0849
110.083,0.0849
110.125,0.0849
110.167,0.0849
110.208,5.1784472
110.25,36.4560317
110.292,37.7258244
110.333,36.9032283
110.375,24.8419098
110.417,24.4062879
110.458,24.4418044
110.5,24.5122431
110.542,24.3948264
110.583,24.5328738
110.625,24.4100518
110.667,24.9117259
110.708,37.0841785
110.75,37.6956849
110.792,37.7160326
110.833,37.717108
110.875,27.8951685
110.917,2.4880794
110.958,0.0849
111,0.0849
111.042,0.0849
111.083,0.0849
111.125,0.0849
111.167,0.0849
111.208,0.0849
111.25,0.0849
111.292,0.0849
111.333,0.0849
111.375,9.2452704
111.417,11.1979421
111.458,12.8736134
111.5,9.473708
111.542,2.2420109
111.583,0.0849
111.625,2.5449624
111.667,26.0924019
111.708,26.5240618
111.75,26.7023801
111.792,26.5535221
111.833,25.9424685
111.875,2.7329876
111.917,0.0849
111.958,0.0849
112,0.0849
112.042,0.0849
112.083,0.0849
112.125,0.0849
112.167,0.0849
112.208,0.0849
112.25,0.0849
112.292,0.0849
112.333,0.0849
112.375,0.6359576
112.417,19.1512326
112.458,19.178627
112.5,19.3488798
112.542,19.4997188
112.583,19.4277236
112.625,20.0843968
112.667,40.3818077
112.708,40.5028751
112.75,39.7018436
112.792,40.7147006
112.833,41.3540259
112.875,39.7811402
112.917,19.5965331
112.958,19.4437414
113,19.8072832
113.042,19.5367635
113.083,19.1488271
113.125,19.484267
113.167,19.5992216
113.208,22.4546067
113.25,68.9780238
113.292,70.9314313
113.333,70.5079501
113.375,70.6961451
113.417,70.4060701
113.458,70.4986394
113.5,70.9350537
113.542,65.0983768
113.583,64.5446873
113.625,65.1532505
113.667,65.8736553
113.708,70.3344994
113.75,71.3325838
113.792,71.1683023
113.833,70.6038871
113.875,70.4552838
113.917,70.7841015
113.958,70.8371357
114,67.7719061
114.042,65.5006613
114.083,64.0161282
114.125,65.070473
114.167,71.529665
114.208,71.1904612
114.25,72.4560372
114.292,70.646705
114.333,70.1204382
114.375,70.4103434
114.417,70.7807338
114.458,70.5002525
114.5,70.5613239
114.542,70.6377056
114.583,70.5448533
114.625,70.7260016
114.667,71.3375929
114.708,70.8310512
114.75,71.2006492
114.792,70.8985467
114.833,71.2863416
114.875,70.7728947
114.917,71.1325877
114.958,70.7437174
115,115.1571431
115.042,142.5352423
115.083,142.8962371
115.125,142.6554041
115.167,143.3592817
115.208,142.6620546
115.25,142.8108277
115.292,142.4444276
115.333,142.1968026
115.375,142.2521291
115.417,142.0381245
115.458,142.5304596
115.5,185.5887681
115.542,203.9055752
115.583,203.4449644
115.625,203.5468444
115.667,203.646234
115.708,203.6376308
115.75,203.62982
115.792,203.692363
115.833,203.6163775
115.875,199.3235222
115.917,132.2394759
115.958,132.0861748
116,132.0224998
116.042,131.9802479
116.083,131.5605589
116.125,163.1627161
116.167,202.9227162
116.208,204.138088
116.25,203.0354351
116.292,207.6326003
116.333,205.691192
116.375,258.1505624
116.417,328.7154238
116.458,316.2806585
116.5,313.7177256
116.542,320.3391615
116.583,319.8897292
116.625,319.4852656
116.667,319.4755587
116.708,319.5413562
116.75,319.5606285
116.792,319.4588051
116.833,319.5140467
116.875,321.7701227
116.917,319.5731371
116.958,319.4582391
117,319.5793631
117.042,319.5693449
117.083,319.5311682
117.125,319.5073396
117.167,319.5349321
117.208,295.0634976
117.25,248.3437351
117.292,248.2565711
117.333,247.9976544
117.375,248.1092413
117.417,248.06365
117.458,306.4970089
117.5,319.2992497
117.542,319.2974385
117.583,319.4179116
117.625,318.4819174
117.667,320.2996547
117.708,318.5370175
117.75,320.2720056
117.792,318.5135851
117.833,320.3729234
117.875,318.5647515
117.917,320.5082823
117.958,318.2979957
118,320.2644778
118.042,318.5140096
118.083,319.3954414
118.125,319.4732947
118.167,319.4289769
118.208,319.4100159
118.25,319.20985
118.292,319.1584855
118.333,319.1216106
118.375,319.1530802
118.417,248.4707738
118.458,247.8987459
118.5,311.507439
118.542,318.2685637
118.583,318.2146239
118.625,323.0844313
118.667,322.7916395
118.708,322.8300992
118.75,323.2039705
118.792,323.2098286
118.833,323.5679368
118.875,323.224205
118.917,323.0939118
118.958,323.1314093
119,323.1764063
119.042,323.1510495
119.083,323.0679324
119.125,323.5463722
119.167,323.3170856
119.208,323.350423
119.25,322.1467957
119.292,323.89067
119.333,321.864956
119.375,323.7022769
119.417,275.4918402
119.458,231.9643743
119.5,195.4560725
119.542,194.3164315
119.583,195.260661
119.625,194.3940867
119.667,194.297612
119.708,204.4707545
119.75,265.1760091
119.792,266.7146518
119.833,265.6163005
119.875,266.782402
119.917,265.8751606
119.958,261.649914
120,255.7652686
120.042,254.7637316
120.083,192.1960257
120.125,184.3557654
120.167,184.6435764
120.208,194.751544
120.25,194.7520817
120.292,196.2648016
120.333,192.6828423
120.375,186.6847139
120.417,146.8032785
120.458,194.690699
120.5,217.8032241
120.542,202.1144682
120.583,201.3315204
120.625,201.3548396
120.667,201.3169459
120.708,202.0231158
120.75,217.8185627
120.792,218.522695
120.833,218.3504895
120.875,218.2366669
120.917,202.2621093
120.958,201.3543302
121,201.231961
121.042,201.5345446
121.083,133.0077643
121.125,130.565446
121.167,130.1961593
121.208,130.2137619
121.25,130.0471315
121.292,130.3067557
121.333,130.0485182
121.375,129.9813057
121.417,129.9605901
121.458,114.2467887
121.5,114.4848766
121.542,118.1581034
121.583,185.76403
121.625,185.1923983
121.667,185.9491686
121.708,185.2527056
121.75,185.912039
121.792,185.2459985
121.833,185.6312464
121.875,185.6040501
121.917,185.6108421
121.958,183.520972
122,114.1368998
122.042,110.3948191
122.083,117.9230153
122.125,117.9077333
122.167,117.9686915
122.208,117.9987461
122.25,117.9338825
122.292,117.9678425
122.333,117.9497022
122.375,117.8852065
122.417,117.9034317
122.458,117.8786975
122.5,92.1548465
122.542,58.8273232
122.583,58.8341152
122.625,58.7592051
122.667,51.1301194
122.708,37.6510841
122.75,54.6510639
122.792,149.4960801
122.833,165.5662634
122.875,166.4878246
122.917,128.6463098
122.958,141.2127833
123,142.8048564
123.042,136.7106778
123.083,72.0160571
123.125,71.9401565
123.167,71.9311005
123.208,71.8687273
123.25,71.8827924
123.292,71.8034392
123.333,71.76031
123.375,71.7829217
123.417,71.7305101
123.458,71.7192184
123.5,71.6889657
123.542,71.7027761
123.583,71.9980583
123.625,71.6053675
123.667,71.7143508
123.708,71.6559962
123.75,71.7160205
123.792,71.5456262
123.833,71.4768006
123.875,71.3980417
123.917,94.891598
123.958,143.9971637
124,142.976128
124.042,142.913019
124.083,92.1840521
124.125,71.6358183
124.167,71.5920382
