$Lewiston inflow year 2017 YC 06/22/22,
242.958,62.544132
243,43.4738657
243.042,42.6899274
243.083,42.6558259
243.125,42.5609643
243.167,42.8640007
243.208,43.5014299
243.25,61.851914
243.292,63.1994751
243.333,63.442091
243.375,63.276536
243.417,63.1118017
243.458,63.2934028
243.5,63.5057377
243.542,63.1571949
243.583,63.2964875
243.625,63.2846864
243.667,63.2750361
243.708,63.243991
243.75,63.21654
243.792,63.1878721
243.833,63.184844
243.875,62.6271359
243.917,43.3973991
243.958,42.7285003
244,42.6700042
244.042,42.6845221
244.083,42.7111807
244.125,42.7298587
244.167,42.6923895
244.208,43.3337807
244.25,61.9198623
244.292,63.2656971
244.333,63.296346
244.375,63.2799037
244.417,63.3052039
244.458,63.3562288
244.5,63.3398997
244.542,63.3695298
244.583,63.381529
244.625,63.3825761
244.667,63.3269949
244.708,63.2948744
244.75,63.2899219
244.792,63.0675122
244.833,63.2122667
244.875,62.8599883
244.917,43.4160771
244.958,42.4919406
245,42.7035963
245.042,42.7708088
245.083,42.6649385
245.125,42.6340066
245.167,42.7698749
245.208,43.3600148
245.25,62.0047623
245.292,63.2873183
245.333,63.352097
245.375,63.3381734
245.417,63.3344095
245.458,63.3284948
245.5,63.346154
245.542,63.3455597
245.583,63.3475407
245.625,63.3627944
245.667,63.328325
245.708,63.3421637
245.75,63.3315512
245.792,63.2909973
245.833,63.2857618
245.875,62.8386501
245.917,43.4498673
245.958,42.6363838
246,42.6634386
246.042,42.6320822
246.083,42.7466972
246.125,42.7204065
246.167,42.7233497
246.208,43.5805001
246.25,61.9507376
246.292,63.3763218
246.333,63.3920566
246.375,63.3737465
246.417,63.1988808
246.458,63.534915
246.5,58.2027422
246.542,60.1457919
246.583,63.2084745
246.625,63.580761
246.667,63.3845288
246.708,63.1850704
246.75,63.3776802
246.792,63.3443711
246.833,63.5175954
246.875,63.0742759
246.917,43.5319656
246.958,42.689418
247,42.7528383
247.042,42.7261797
247.083,42.7790158
247.125,42.8156077
247.167,42.7906471
247.208,43.5322486
247.25,62.0107053
247.292,63.4288749
247.333,63.3970657
247.375,63.4081876
247.417,63.4284787
247.458,63.4452889
247.5,58.6133186
247.542,46.0317046
247.583,62.9607363
247.625,57.0065578
247.667,58.1633486
247.708,55.99721
247.75,56.5075439
247.792,60.4158871
247.833,60.5334736
247.875,59.5039479
247.917,43.280605
247.958,42.6667214
248,42.7468104
248.042,42.5364282
248.083,42.8617084
248.125,42.7834306
248.167,42.81507
248.208,43.2561538
248.25,59.98751
248.292,60.55634
248.333,60.489552
248.375,60.3249875
248.417,60.4998249
248.458,60.6588426
248.5,60.5752727
248.542,60.4532148
248.583,60.6346461
248.625,60.6816241
248.667,60.6894632
248.708,60.6031765
248.75,60.533983
248.792,60.5536515
248.833,60.5473972
248.875,59.6752195
248.917,43.3912297
248.958,43.3104332
249,41.0288589
249.042,49.3964614
249.083,55.1890752
249.125,50.32589
249.167,43.3817775
249.208,50.0456917
249.25,58.4299063
249.292,60.5058528
249.333,60.5523497
249.375,60.5526893
249.417,60.544171
249.458,60.5413976
249.5,60.3810215
249.542,60.7467707
249.583,60.6097987
249.625,60.6635687
249.667,60.4904859
249.708,60.644353
249.75,60.833397
249.792,60.5940073
249.833,62.2406994
249.875,59.9690301
249.917,43.3818058
249.958,42.7587813
250,43.0956079
250.042,47.2478405
250.083,47.8297168
250.125,44.24139
250.167,48.0337598
250.208,52.9545638
250.25,59.4720821
250.292,55.8951885
250.333,49.8840138
250.375,60.5209933
250.417,60.5490952
250.458,60.5104091
250.5,60.5154182
250.542,60.5124184
250.583,60.4732795
250.625,60.4813733
250.667,60.4789112
250.708,60.4323011
250.75,60.4013409
250.792,60.4328388
250.833,60.487854
250.875,59.9511445
250.917,47.9332665
250.958,47.1859201
251,42.9983408
251.042,42.8193433
251.083,42.819881
251.125,42.8755188
251.167,42.7800346
251.208,43.6492974
251.25,59.8962425
251.292,60.6553334
251.333,60.395313
251.375,60.6804638
251.417,60.5001645
251.458,60.4871465
251.5,60.3357981
251.542,60.5074659
251.583,60.7184424
251.625,60.5527742
251.667,60.449932
251.708,60.6277126
251.75,60.6391741
251.792,60.6667949
251.833,60.6519657
251.875,60.6800393
251.917,58.3658351
251.958,57.5281834
252,43.4513389
252.042,42.8406815
252.083,42.8755754
252.125,42.9069318
252.167,43.0065478
252.208,43.4790729
252.25,59.8419348
252.292,60.6566918
252.333,60.5848381
252.375,60.5209367
252.417,60.4505829
252.458,60.4945894
252.5,60.5216442
252.542,60.5182199
252.583,60.5326529
252.625,60.5617453
252.667,60.6092893
252.708,60.6244298
252.75,60.6455416
252.792,60.6391175
252.833,60.6568899
252.875,60.6727945
252.917,58.3351862
252.958,57.9201101
253,47.7133755
253.042,43.0853916
253.083,42.9453915
253.125,42.6898708
253.167,38.806658
253.208,39.3784595
253.25,57.4996853
253.292,58.6530235
253.333,58.3762778
253.375,58.4833933
253.417,58.6805311
253.458,58.5259565
253.5,58.440915
253.542,58.506571
253.583,58.551002
253.625,58.5383519
253.667,58.5613032
253.708,58.4236237
253.75,58.4557442
253.792,58.4159544
253.833,58.2754732
253.875,57.6715229
253.917,43.4848461
253.958,43.0985511
254,47.3718511
254.042,47.6035998
254.083,47.681821
254.125,47.6122879
254.167,47.6470969
254.208,48.1524783
254.25,57.9078845
254.292,58.4614042
254.333,58.5397952
254.375,58.562322
254.417,58.3686934
254.458,58.6792293
254.5,58.6483823
254.542,58.581849
254.583,58.4159544
254.625,58.8182389
254.667,58.3264415
254.708,58.4990715
254.75,58.5966216
254.792,58.6212143
254.833,58.2791239
254.875,57.9359015
254.917,47.9743015
254.958,47.5998925
255,47.6539172
255.042,47.5925628
255.083,47.6626053
255.125,47.6739253
255.167,47.7071495
255.208,48.0963594
255.25,58.0488185
255.292,58.5633974
255.333,58.6289119
255.375,108.1488745
255.417,126.3347375
255.458,126.3362374
255.5,126.24347
255.542,126.2722511
255.583,126.2550164
255.625,126.2278201
255.667,66.9179819
255.708,58.6580326
255.75,58.560058
255.792,58.5944708
255.833,58.4353965
255.875,58.0392531
255.917,48.0751627
255.958,47.6479459
256,47.5882612
256.042,47.7046874
256.083,47.6981784
256.125,47.684651
256.167,47.7207335
256.208,48.1455165
256.25,57.9862755
256.292,58.7979761
256.333,58.9827468
256.375,58.5004582
256.417,58.769195
256.458,58.6377415
256.5,58.9507395
256.542,58.4788936
256.583,58.7089443
256.625,58.8364924
256.667,58.5599448
256.708,58.6698337
256.75,58.7481398
256.792,58.4810161
256.833,58.5907918
256.875,58.2024875
256.917,48.0893976
256.958,48.0176005
257,57.968305
257.042,58.5633125
257.083,58.6655321
257.125,58.5869713
257.167,58.7569977
257.208,58.6579194
257.25,58.6956433
257.292,58.6725505
257.333,58.9167795
257.375,58.7731853
257.417,58.7066237
257.458,58.5440402
257.5,53.2714389
257.542,53.08797
257.583,53.3148794
257.625,58.4177373
257.667,58.9167229
257.708,58.7084066
257.75,58.5312769
257.792,58.6849742
257.833,58.8469917
257.875,58.7071331
257.917,58.5383236
257.958,58.440066
258,53.0909415
258.042,52.9934763
258.083,52.9821846
258.125,52.8197143
258.167,53.0399732
258.208,53.1418815
258.25,58.3621278
258.292,58.6152996
258.333,58.6580892
258.375,58.768346
258.417,58.6970583
258.458,58.7468097
258.5,58.7701006
258.542,58.7008505
258.583,58.6955867
258.625,58.7463569
258.667,58.6600136
258.708,58.8884512
258.75,58.6923039
258.792,58.8220311
258.833,58.7346973
258.875,58.5216266
258.917,53.2428842
258.958,52.928358
259,53.0172766
259.042,52.9985137
259.083,53.0759142
259.125,52.9963912
259.167,53.0047963
259.208,53.3638101
259.25,58.5465023
259.292,58.831172
259.333,58.8941678
259.375,58.7609597
259.417,58.6533065
259.458,58.931071
259.5,58.7001713
259.542,58.8241819
259.583,58.6131488
259.625,58.8391526
259.667,58.9129024
259.708,58.6584005
259.75,58.8675092
259.792,58.9193548
259.833,59.0172445
259.875,58.4441695
259.917,53.2300077
259.958,53.3514713
260,56.4249079
260.042,56.5579462
260.083,56.5681625
260.125,56.4983747
260.167,56.6037356
260.208,56.5479846
260.25,56.4978653
260.292,56.5758884
260.333,56.5127228
260.375,56.5409662
260.417,56.7416698
260.458,56.6537983
260.5,56.4433312
260.542,56.6174328
260.583,56.598019
260.625,56.5127511
260.667,56.5863311
260.708,56.5113361
260.75,56.8102973
260.792,56.5553143
260.833,56.6932202
260.875,56.6210269
260.917,56.73301
260.958,56.5750394
261,55.2796918
261.042,55.4618872
261.083,55.4657926
261.125,55.4700659
261.167,55.5576544
261.208,55.5085256
261.25,55.7024655
261.292,55.3379898
261.333,55.4672642
261.375,55.45102
261.417,55.5056107
261.458,55.7603107
261.5,55.5683518
261.542,55.3787984
261.583,55.4420772
261.625,55.4750467
261.667,55.3639409
261.708,55.5517397
261.75,55.4308138
261.792,55.5405895
261.833,55.5100255
261.875,55.3866658
261.917,55.4743675
261.958,52.3362937
262,19.945274
262.042,51.4679365
262.083,53.2110184
262.125,53.1954817
262.167,53.295692
262.208,53.5947947
262.25,58.8078811
262.292,58.9915198
262.333,59.2258155
262.375,59.0933715
262.417,58.987388
262.458,58.9666441
262.5,59.2811703
262.542,59.2036
262.583,59.0755142
262.625,59.0359791
262.667,59.2990559
262.708,59.0227347
262.75,59.1450473
262.792,58.8633491
262.833,59.0049623
262.875,58.9003655
262.917,53.1739737
262.958,50.8480533
263,3.0811908
263.042,0.1334628
263.083,0.0849
263.125,0.0849
263.167,0.0849
263.208,1.8612061
263.25,20.8801928
263.292,51.7632187
263.333,59.0384695
263.375,59.1136626
263.417,59.0465916
263.458,59.2187971
263.5,59.323309
263.542,59.028989
263.583,59.1273881
263.625,59.1730926
263.667,59.221712
263.708,59.0883907
263.75,59.1537071
263.792,59.0487141
263.833,59.0763915
263.875,56.2658619
263.917,6.8519677
263.958,1.4441207
264,0.0849
264.042,0.0849
264.083,0.0849
264.125,0.0849
264.167,0.0849
264.208,2.406632
264.25,19.4400624
264.292,21.4189399
264.333,51.8322707
264.375,51.6699136
264.417,50.6339921
264.458,57.3807687
264.5,52.2050383
264.542,53.8613241
264.583,52.5787681
264.625,55.6699205
264.667,59.0410448
264.708,59.2879057
264.75,59.1741114
264.792,59.1975438
264.833,58.9448531
264.875,56.2975579
264.917,4.1322245
264.958,0.0849
265,0.0849
265.042,0.0849
265.083,0.0849
265.125,0.0849
265.167,0.0849
265.208,0.0849
265.25,1.5270114
265.292,16.7129329
265.333,56.3650251
265.375,59.3045461
265.417,59.103418
265.458,59.3147624
265.5,59.0831552
265.542,59.0615057
265.583,59.2797553
265.625,59.3202526
265.667,59.2914432
265.708,59.3572124
265.75,59.4118031
265.792,59.3233373
265.833,59.160867
265.875,59.0947016
265.917,57.2826526
265.958,20.9409529
266,4.0696532
266.042,0.8278033
266.083,0.0849
266.125,0.0849
266.167,0.0849
266.208,0.0849
266.25,0.0849
266.292,4.6191826
266.333,56.2958599
266.375,59.2219667
266.417,58.9216754
266.458,59.0725427
266.5,59.1729228
266.542,59.1653667
266.583,59.160584
266.625,59.2908206
266.667,59.1450473
266.708,59.1816675
266.75,59.2585586
266.792,59.199638
266.833,59.1093044
266.875,59.1198037
266.917,56.3491205
266.958,3.2862243
267,0.0849
267.042,0.0849
267.083,0.0849
267.125,0.0849
267.167,0.0849
267.208,2.9304933
267.25,56.4100787
267.292,59.0521384
267.333,59.0920414
267.375,59.1655365
267.417,59.1522072
267.458,59.1683665
267.5,59.0997673
267.542,59.1228318
267.583,59.4041055
267.625,59.2484838
267.667,59.2818495
267.708,59.371136
267.75,59.3502223
267.792,59.1715078
267.833,59.0145843
267.875,56.5254861
267.917,3.4554017
267.958,0.0849
268,0.0849
268.042,0.0849
268.083,0.0849
268.125,0.0849
268.167,0.0849
268.208,2.8369901
268.25,46.0798712
268.292,48.0534
268.333,48.0495795
268.375,48.0458439
268.417,48.0637861
268.458,48.5510555
268.5,58.801457
268.542,59.3004709
268.583,59.2594642
268.625,59.2658034
268.667,59.2953203
268.708,59.3832201
268.75,59.2697088
268.792,59.3254032
268.833,59.2641903
268.875,56.3840993
268.917,3.3585308
268.958,0.0849
269,0.0849
269.042,0.0849
269.083,0.0849
269.125,2.9276633
269.167,50.9281423
269.208,53.594257
269.25,59.0195085
269.292,59.1084554
269.333,59.4125955
269.375,59.3698908
269.417,59.4650071
269.458,59.3293652
269.5,59.136529
269.542,59.3389023
269.583,59.6582961
269.625,59.194544
269.667,59.4458763
269.708,59.2574832
269.75,59.4202082
269.792,59.0056698
269.833,59.3366383
269.875,56.4946957
269.917,3.2835358
269.958,0.0849
270,0.0849
270.042,0.0849
270.083,0.0849
270.125,0.0849
270.167,0.0849
270.208,2.8117465
270.25,46.1648844
270.292,48.1034627
270.333,48.0905862
270.375,48.0961047
270.417,48.1372529
270.458,48.1283384
270.5,48.1510067
270.542,48.5704127
270.583,58.9267694
270.625,59.397738
270.667,59.1674892
270.708,59.4391409
270.75,59.2687466
270.792,59.1257467
270.833,59.4699879
270.875,56.5623044
270.917,3.3201843
270.958,0.0849
271,0.0849
271.042,0.0849
271.083,0.0849
271.125,0.0849
271.167,4.1024529
271.208,51.3527555
271.25,58.8692072
271.292,59.4521306
271.333,58.5689725
271.375,48.5338774
271.417,48.5667337
271.458,58.3205268
271.5,48.6054481
271.542,48.1887589
271.583,48.2173985
271.625,48.6902915
271.667,58.9458719
271.708,59.3630422
271.75,59.4222458
271.792,59.3459207
271.833,59.4281322
271.875,56.6410916
271.917,3.299214
271.958,0.0849
272,0.0849
272.042,0.0849
272.083,0.0849
272.125,0.0849
272.167,2.1122271
272.208,27.3431204
272.25,47.1651479
272.292,48.1503275
272.333,48.11849
272.375,48.2036164
272.417,48.1924096
272.458,48.209616
272.5,48.0554376
272.542,48.7865398
272.583,58.8346529
272.625,59.3214695
272.667,59.6003094
272.708,59.656966
272.75,59.6069599
272.792,59.4250192
272.833,59.334346
272.875,57.0913729
272.917,3.3024968
272.958,0.0849
273,0.0849
273.042,0.0849
273.083,0.0849
273.125,0.0849
273.167,0.0849
273.208,2.9503316
273.25,46.1805343
273.292,48.1432242
273.333,48.1757975
273.375,48.1664868
273.417,48.4210453
273.458,59.0225649
273.5,59.541502
273.542,59.0777499
273.583,59.5020801
273.625,59.4876754
273.667,59.529899
273.708,59.2922922
273.75,59.5617365
273.792,59.3876632
273.833,59.3766828
273.875,56.5510693
273.917,4.2858652
273.958,0.0849
274,0.0849
274.042,0.0849
274.083,0.0849
274.125,0.0849
274.167,2.753873
274.208,46.2121171
274.25,48.1575723
274.292,48.175656
274.333,48.2030221
274.375,48.2527735
274.417,48.6567277
274.458,58.9207132
274.5,59.5553124
274.542,59.5535861
274.583,59.5370589
274.625,59.6022338
274.667,59.5588782
274.708,59.574613
274.75,59.5595008
274.792,59.5051648
274.833,59.4787326
274.875,56.5855953
274.917,3.9929602
274.958,0.0849
275,0.0849
275.042,0.0849
275.083,0.0849
275.125,0.0849
275.167,0.0849
275.208,3.0471176
275.25,46.2047308
275.292,48.705149
275.333,58.8299268
275.375,59.5447282
275.417,59.4997029
275.458,59.3690984
275.5,59.5548596
275.542,59.7491957
275.583,59.4348393
275.625,59.5952437
275.667,59.5730282
275.708,59.6267699
275.75,59.5144189
275.792,59.5199657
275.833,59.438773
275.875,56.7585649
275.917,3.5720543
275.958,0.0849
276,0.0849
276.042,0.0849
276.083,0.0849
276.125,0.0849
276.167,0.0849
276.208,2.2016551
276.25,22.9922501
276.292,23.6083128
276.333,23.6649411
276.375,23.6301321
276.417,23.6139162
276.458,24.8682571
276.5,57.7701767
276.542,59.5713019
276.583,59.4649222
276.625,59.6662201
276.667,59.6737762
276.708,59.4683465
276.75,59.6690218
276.792,59.9428243
276.833,59.7138207
276.875,56.735274
276.917,3.332608
276.958,0.0849
277,0.0849
277.042,0.0849
277.083,0.0849
277.125,0.0849
277.167,0.0849
277.208,0.0849
277.25,0.0849
277.292,0.0849
277.333,3.2051165
277.375,56.7638287
277.417,59.4199252
277.458,59.4180291
277.5,59.5498222
277.542,59.6580414
277.583,59.6987934
277.625,59.5922439
277.667,59.805824
277.708,59.749224
277.75,59.7576291
277.792,59.6974916
277.833,56.8539925
277.875,3.7554949
277.917,0.0849
277.958,0.0849
278,0.0849
278.042,0.0849
278.083,0.0849
278.125,0.0849
278.167,0.0849
278.208,0.0849
278.25,0.0849
278.292,10.6209617
278.333,56.8594261
278.375,59.7030101
278.417,59.4422822
278.458,59.6931617
278.5,59.9322401
278.542,59.7651852
278.583,59.7863819
278.625,60.0035561
278.667,59.9318722
278.708,60.1249914
278.75,59.8934125
278.792,59.9672755
278.833,57.0092746
278.875,3.3264386
278.917,0.0849
278.958,0.0849
279,0.0849
279.042,0.0849
279.083,0.0849
279.125,0.0849
279.167,0.0849
279.208,2.3633613
279.25,23.0035418
279.292,24.6380649
279.333,47.1804582
279.375,48.2628483
279.417,48.295365
279.458,48.2066162
279.5,48.5023512
279.542,48.317722
279.583,48.2092198
279.625,48.9029943
279.667,59.2439558
279.708,58.1220306
279.75,24.6895709
279.792,44.3458453
279.833,57.1604532
279.875,3.1789673
279.917,0.0849
279.958,0.0849
280,0.0849
280.042,0.0849
280.083,0.0849
280.125,0.0849
280.167,0.0849
280.208,2.0589665
280.25,23.0338511
280.292,23.6333583
280.333,23.7106739
280.375,24.63515
280.417,24.18518
280.458,23.8271001
280.5,24.9712974
280.542,57.9071487
280.583,59.8819227
280.625,59.8978839
280.667,59.8430102
280.708,59.7751185
280.75,59.7624684
280.792,59.7682416
280.833,59.7890704
280.875,56.914696
280.917,3.4552319
280.958,0.0849
281,0.0849
281.042,0.0849
281.083,0.0849
281.125,0.0849
281.167,0.0849
281.208,0.0849
281.25,0.0849
281.292,2.7422983
281.333,46.3307507
281.375,48.3808027
281.417,48.3401639
281.458,48.3835195
281.5,48.3988864
281.542,48.4259129
281.583,48.4210736
281.625,48.408565
281.667,48.8818825
281.708,59.3732019
281.75,59.8706876
281.792,59.8464628
281.833,59.8462364
281.875,56.8439743
281.917,3.4282337
281.958,0.0849
282,0.0849
282.042,0.0849
282.083,0.0849
282.125,0.0849
282.167,0.0849
282.208,2.2068906
282.25,22.9989289
282.292,23.5253655
282.333,23.7648684
282.375,24.6251601
282.417,47.2493404
282.458,48.3937358
282.5,48.4063859
282.542,48.3124582
282.583,48.5756199
282.625,48.3204671
282.667,48.9835644
282.708,59.5821974
282.75,60.1717147
282.792,60.1084642
282.833,60.1226425
282.875,57.1414639
282.917,3.4243849
282.958,0.0849
283,0.0849
283.042,0.0849
283.083,0.0849
283.125,0.0849
283.167,0.0849
283.208,0.0849
283.25,0.0849
283.292,3.0195534
283.333,46.3623335
283.375,48.3855288
283.417,48.3931981
283.458,48.4078292
283.5,48.401207
283.542,48.4707118
283.583,48.4137439
283.625,48.9634148
283.667,59.3021406
283.708,59.5499071
283.75,59.6888318
283.792,59.6940107
283.833,59.8780739
283.875,56.7965152
283.917,3.2814133
283.958,0.0849
284,0.0849
284.042,0.0849
284.083,0.0849
284.125,0.0849
284.167,0.0849
284.208,0.0849
284.25,0.0849
284.292,0.0849
284.333,0.0849
284.375,2.4447238
284.417,19.7230624
284.458,20.0681243
284.5,20.0911605
284.542,20.0813121
284.583,20.1342614
284.625,20.0159108
284.667,21.3600193
284.708,57.8319839
284.75,59.947607
284.792,59.8959029
284.833,59.8822623
284.875,56.9699659
284.917,3.3358625
284.958,0.0849
285,0.0849
285.042,0.0849
285.083,0.0849
285.125,0.0849
285.167,0.0849
285.208,0.0849
285.25,0.0849
285.292,0.0849
285.333,0.0849
285.375,0.0849
285.417,0.0849
285.458,0.0849
285.5,0.0849
285.542,0.0849
285.583,0.0849
285.625,2.9801032
285.667,51.7140616
285.708,53.867918
285.75,53.9553933
285.792,54.0621126
285.833,53.9934002
285.875,51.6681873
285.917,3.2136914
285.958,0.0849
286,0.0849
286.042,0.0849
286.083,0.0849
286.125,0.0849
286.167,0.0849
286.208,0.0849
286.25,0.0849
286.292,0.0849
286.333,0.0849
286.375,0.0849
286.417,0.0849
286.458,0.0849
286.5,0.0849
286.542,0.0849
286.583,1.1720162
286.625,3.2401236
286.667,57.1348983
286.708,59.6985953
286.75,59.7128585
286.792,59.6753893
286.833,59.6581546
286.875,57.0031901
286.917,3.2552358
286.958,0.0849
287,0.0849
287.042,0.0849
287.083,0.0849
287.125,0.0849
287.167,0.0849
287.208,0.0849
287.25,0.0849
287.292,0.0849
287.333,0.0849
287.375,0.0849
287.417,0.0849
287.458,0.0849
287.5,0.0849
287.542,0.0849
287.583,3.2463779
287.625,57.1129092
287.667,59.6320903
287.708,59.7620722
287.75,59.73847
287.792,59.7290178
287.833,59.911383
287.875,56.8725856
287.917,3.3604835
287.958,0.0849
288,0.0849
288.042,0.0849
288.083,0.0849
288.125,0.0849
288.167,0.0849
288.208,0.0849
288.25,0.0849
288.292,0.0849
288.333,0.0849
288.375,0.0849
288.417,0.0849
288.458,0.0849
288.5,0.0849
288.542,0.0849
288.583,3.5029174
288.625,56.9883892
288.667,59.6593998
288.708,59.6119124
288.75,59.9047042
288.792,59.722622
288.833,59.9193636
288.875,57.378533
288.917,3.8091234
288.958,0.0849
289,0.0849
289.042,0.0849
289.083,0.0849
289.125,0.0849
289.167,0.0849
289.208,0.0849
289.25,0.0849
289.292,0.0849
289.333,0.0849
289.375,0.0849
289.417,0.0849
289.458,0.0849
289.5,0.0849
289.542,3.0568245
289.583,56.9673623
289.625,59.7293574
289.667,59.7326968
289.708,59.685549
289.75,59.6601356
289.792,58.579868
289.833,53.9668265
289.875,54.7953939
289.917,3.0949163
289.958,3.3677566
290,0.9036473
290.042,0.0849
290.083,0.0849
290.125,0.0849
290.167,0.0849
290.208,0.0849
290.25,0.0849
290.292,0.0849
290.333,0.0849
290.375,0.0849
290.417,0.0849
290.458,0.0849
290.5,0.0849
290.542,2.5187566
290.583,10.0662251
290.625,51.8122626
290.667,54.0900447
290.708,54.1159109
290.75,54.1530971
290.792,54.186293
290.833,54.1238066
290.875,39.5021305
290.917,2.9111644
290.958,0.0849
291,0.0849
291.042,0.0849
291.083,0.0849
291.125,0.0849
291.167,0.0849
291.208,0.0849
291.25,0.0849
291.292,0.0849
291.333,0.0849
291.375,0.0849
291.417,0.0849
291.458,0.0849
291.5,0.0849
291.542,0.0849
291.583,0.0849
291.625,0.0849
291.667,2.7730321
291.708,46.4701848
291.75,48.5355754
291.792,48.5657149
291.833,48.4817771
291.875,46.535105
291.917,3.5612437
291.958,0.0849
292,0.0849
292.042,0.0849
292.083,0.0849
292.125,0.0849
292.167,0.0849
292.208,0.0849
292.25,0.0849
292.292,0.0849
292.333,0.0849
292.375,0.0849
292.417,0.0849
292.458,0.0849
292.5,0.0849
292.542,0.0849
292.583,2.9819993
292.625,57.4801017
292.667,60.155895
292.708,60.101842
292.75,59.7270934
292.792,60.0685046
292.833,59.7561292
292.875,57.190904
292.917,3.3801237
292.958,0.0849
293,0.0849
293.042,0.0849
293.083,0.0849
293.125,0.0849
293.167,0.0849
293.208,0.0849
293.25,0.0849
293.292,0.0849
293.333,0.0849
293.375,0.0849
293.417,0.0849
293.458,0.0849
293.5,0.0849
293.542,3.0528625
293.583,57.4573768
293.625,60.1892041
293.667,60.1722524
293.708,60.1643284
293.75,60.1599702
293.792,60.1272271
293.833,60.1307363
293.875,57.2046861
293.917,3.4055088
293.958,0.0849
294,0.0849
294.042,0.0849
294.083,0.0849
294.125,0.0849
294.167,0.0849
294.208,0.0849
294.25,0.0849
294.292,0.0849
294.333,0.0849
294.375,0.0849
294.417,0.0849
294.458,0.0849
294.5,0.0849
294.542,2.9139378
294.583,56.824702
294.625,59.7354136
294.667,59.7740431
294.708,59.9717752
294.75,58.1101729
294.792,60.0935218
294.833,60.1899399
294.875,57.5209952
294.917,3.3090624
294.958,0.0849
295,0.0849
295.042,0.0849
295.083,0.0849
295.125,0.0849
295.167,0.0849
295.208,0.0849
295.25,0.0849
295.292,0.0849
295.333,0.0849
295.375,0.0849
295.417,0.0849
295.458,0.0849
295.5,0.0849
295.542,0.0849
295.583,0.0950597
295.625,3.982942
295.667,56.9664567
295.708,59.8404632
295.75,59.8086823
295.792,59.964587
295.833,59.6295999
295.875,57.2491171
295.917,3.3410697
295.958,0.0849
296,0.0849
296.042,0.0849
296.083,0.0849
296.125,0.0849
296.167,0.0849
296.208,0.0849
296.25,0.0849
296.292,0.0849
296.333,0.0849
296.375,0.0849
296.417,0.0849
296.458,0.0849
296.5,0.0849
296.542,0.0849
296.583,36.8529392
296.625,66.9590452
296.667,59.3384778
296.708,0.0849
296.75,0.0849
296.792,0.0849
296.833,0.0849
296.875,0.0849
296.917,0.0849
296.958,0.0849
297,0.0849
297.042,0.0849
297.083,0.0849
297.125,0.0849
297.167,0.0849
297.208,0.0849
297.25,0.0849
297.292,0.0849
297.333,0.0849
297.375,0.0849
297.417,0.0849
297.458,0.0849
297.5,0.0849
297.542,0.0849
297.583,0.0849
297.625,50.9783182
297.667,66.9600923
297.708,29.7909855
297.75,0.0849
297.792,0.0849
297.833,0.0849
297.875,0.0849
297.917,0.0849
297.958,0.0849
298,0.0849
298.042,0.0849
298.083,0.0849
298.125,0.0849
298.167,0.0849
298.208,0.0849
298.25,0.0849
298.292,0.0849
298.333,0.0849
298.375,0.0849
298.417,0.0849
298.458,0.0849
298.5,0.0849
298.542,18.6407289
298.583,66.9588471
298.625,66.9576585
298.667,66.9566963
298.708,0.0849
298.75,0.0849
298.792,0.0849
298.833,0.0849
298.875,0.0849
298.917,0.0849
298.958,0.0849
299,0.0849
299.042,0.0849
299.083,0.0849
299.125,0.0849
299.167,0.0849
299.208,0.0849
299.25,0.0849
299.292,0.0849
299.333,0.0849
299.375,0.0849
299.417,0.4282639
299.458,0.0849
299.5,0.0849
299.542,0.0849
299.583,0.0849
299.625,2.7762017
299.667,21.4579656
299.708,52.3877431
299.75,54.0165496
299.792,54.3185672
299.833,60.0351955
299.875,59.1085686
299.917,44.1381799
299.958,38.0179653
300,3.2884317
300.042,0.0849
300.083,0.0849
300.125,0.0849
300.167,0.0849
300.208,0.0849
300.25,0.0849
300.292,0.0849
300.333,0.0849
300.375,0.0849
300.417,0.0849
300.458,0.0849
300.5,0.0849
300.542,3.0611544
300.583,56.9626928
300.625,49.0410417
300.667,48.5747709
300.708,48.6192019
300.75,48.5841665
300.792,48.6387572
300.833,48.887118
300.875,56.8000244
300.917,3.405622
300.958,0.0849
301,0.0849
301.042,0.0849
301.083,0.0849
301.125,0.0849
301.167,0.0849
301.208,0.0849
301.25,0.0849
301.292,0.0849
301.333,0.0849
301.375,0.0849
301.417,0.0849
301.458,0.0849
301.5,0.0849
301.542,2.5865351
301.583,41.9819463
301.625,43.6788992
301.667,43.657844
301.708,44.3229506
301.75,59.3915969
301.792,60.1489332
301.833,60.1880721
301.875,57.5191274
301.917,3.367983
301.958,0.0849
302,0.0849
302.042,0.0849
302.083,0.0849
302.125,0.0849
302.167,0.0849
302.208,0.0849
302.25,0.0849
302.292,0.0849
302.333,0.0849
302.375,0.0849
302.417,0.0849
302.458,0.0849
302.5,0.0849
302.542,0.0849
302.583,0.0849
302.625,0.0849
302.667,3.1133396
302.708,57.2427779
302.75,59.7295272
302.792,60.0096123
302.833,59.6523814
302.875,57.0882316
302.917,4.3818305
302.958,0.0849
303,0.0849
303.042,0.0849
303.083,0.0849
303.125,0.0849
303.167,0.0849
303.208,0.0849
303.25,2.8729594
303.292,49.350106
303.333,3.2429819
303.375,0.0849
303.417,0.0849
303.458,0.0849
303.5,0.0849
303.542,3.0339864
303.583,57.1097113
303.625,59.9315892
303.667,59.9206088
303.708,59.8966104
303.75,59.8653955
303.792,59.8571036
303.833,59.8252378
303.875,57.0814962
303.917,3.9969222
