$Trinity Br4 inflow year 2019 YC the same Tw as Stuart Fork 06/1/23,
",,,",
Jday,Stuart
74.375,5.02
74.417,5.02
74.458,5.02
74.5,5.02
74.542,5.02
74.583,5.02
74.625,5.02
74.667,5.02
74.708,5.02
74.75,5.02
74.792,5.02
74.833,5.02
74.875,5.02
74.917,5.02
74.958,5.02
75,5.3
75.042,5.3
75.083,5.3
75.125,5.3
75.167,5.3
75.208,5.3
75.25,5.3
75.292,5.3
75.333,5.3
75.375,5.3
75.417,5.3
75.458,5.3
75.5,5.3
75.542,5.3
75.583,5.3
75.625,5.3
75.667,5.3
75.708,5.3
75.75,5.3
75.792,5.3
75.833,5.3
75.875,5.3
75.917,5.3
75.958,5.3
76,5.74
76.042,5.74
76.083,5.74
76.125,5.74
76.167,5.74
76.208,5.74
76.25,5.74
76.292,5.74
76.333,5.74
76.375,5.74
76.417,5.74
76.458,5.74
76.5,5.74
76.542,5.74
76.583,5.74
76.625,5.74
76.667,5.74
76.708,5.74
76.75,5.74
76.792,5.74
76.833,5.74
76.875,5.74
76.917,5.74
76.958,5.74
77,5.77
77.042,5.77
77.083,5.77
77.125,5.77
77.167,5.77
77.208,5.77
77.25,5.77
77.292,5.77
77.333,5.77
77.375,5.77
77.417,5.77
77.458,5.77
77.5,5.77
77.542,5.77
77.583,5.77
77.625,5.77
77.667,5.77
77.708,5.77
77.75,5.77
77.792,5.77
77.833,5.77
77.875,5.77
77.917,5.77
77.958,5.77
78,5.88
78.042,5.88
78.083,5.88
78.125,5.88
78.167,5.88
78.208,5.88
78.25,5.88
78.292,5.88
78.333,5.88
78.375,5.88
78.417,5.88
78.458,5.88
78.5,5.88
78.542,5.88
78.583,5.88
78.625,5.88
78.667,5.88
78.708,5.88
78.75,5.88
78.792,5.88
78.833,5.88
78.875,5.88
78.917,5.88
78.958,5.88
79,5.76
79.042,5.76
79.083,5.76
79.125,5.76
79.167,5.76
79.208,5.76
79.25,5.76
79.292,5.76
79.333,5.76
79.375,5.76
79.417,5.76
79.458,5.76
79.5,5.76
79.542,5.76
79.583,5.76
79.625,5.76
79.667,5.76
79.708,5.76
79.75,5.76
79.792,5.76
79.833,5.76
79.875,5.76
79.917,5.76
79.958,5.76
80,5.23
80.042,5.23
80.083,5.23
80.125,5.23
80.167,5.23
80.208,5.23
80.25,5.23
80.292,5.23
80.333,5.23
80.375,5.23
80.417,5.23
80.458,5.23
80.5,5.23
80.542,5.23
80.583,5.23
80.625,5.23
80.667,5.23
80.708,5.23
80.75,5.23
80.792,5.23
80.833,5.23
80.875,5.23
80.917,5.23
80.958,5.23
81,4.8
81.042,4.8
81.083,4.8
81.125,4.8
81.167,4.8
81.208,4.8
81.25,4.8
81.292,4.8
81.333,4.8
81.375,4.8
81.417,4.8
81.458,4.8
81.5,4.8
81.542,4.8
81.583,4.8
81.625,4.8
81.667,4.8
81.708,4.8
81.75,4.8
81.792,4.8
81.833,4.8
81.875,4.8
81.917,4.8
81.958,4.8
82,5.09
82.042,5.09
82.083,5.09
82.125,5.09
82.167,5.09
82.208,5.09
82.25,5.09
82.292,5.09
82.333,5.09
82.375,5.09
82.417,5.09
82.458,5.09
82.5,5.09
82.542,5.09
82.583,5.09
82.625,5.09
82.667,5.09
82.708,5.09
82.75,5.09
82.792,5.09
82.833,5.09
82.875,5.09
82.917,5.09
82.958,5.09
83,4.76
83.042,4.76
83.083,4.76
83.125,4.76
83.167,4.76
83.208,4.76
83.25,4.76
83.292,4.76
83.333,4.76
83.375,4.76
83.417,4.76
83.458,4.76
83.5,4.76
83.542,4.76
83.583,4.76
83.625,4.76
83.667,4.76
83.708,4.76
83.75,4.76
83.792,4.76
83.833,4.76
83.875,4.76
83.917,4.76
83.958,4.76
84,4.92
84.042,4.92
84.083,4.92
84.125,4.92
84.167,4.92
84.208,4.92
84.25,4.92
84.292,4.92
84.333,4.92
84.375,4.92
84.417,4.92
84.458,4.92
84.5,4.92
84.542,4.92
84.583,4.92
84.625,4.92
84.667,4.92
84.708,4.92
84.75,4.92
84.792,4.92
84.833,4.92
84.875,4.92
84.917,4.92
84.958,4.92
85,5.08
85.042,5.08
85.083,5.08
85.125,5.08
85.167,5.08
85.208,5.08
85.25,5.08
85.292,5.08
85.333,5.08
85.375,5.08
85.417,5.08
85.458,5.08
85.5,5.08
85.542,5.08
85.583,5.08
85.625,5.08
85.667,5.08
85.708,5.08
85.75,5.08
85.792,5.08
85.833,5.08
85.875,5.08
85.917,5.08
85.958,5.08
86,5.64
86.042,5.64
86.083,5.64
86.125,5.64
86.167,5.64
86.208,5.64
86.25,5.64
86.292,5.64
86.333,5.64
86.375,5.64
86.417,5.64
86.458,5.64
86.5,5.64
86.542,5.64
86.583,5.64
86.625,5.64
86.667,5.64
86.708,5.64
86.75,5.64
86.792,5.64
86.833,5.64
86.875,5.64
86.917,5.64
86.958,5.64
87,5.2
87.042,5.2
87.083,5.2
87.125,5.2
87.167,5.2
87.208,5.2
87.25,5.2
87.292,5.2
87.333,5.2
87.375,5.2
87.417,5.2
87.458,5.2
87.5,5.2
87.542,5.2
87.583,5.2
87.625,5.2
87.667,5.2
87.708,5.2
87.75,5.2
87.792,5.2
87.833,5.2
87.875,5.2
87.917,5.2
87.958,5.2
88,5.74
88.042,5.74
88.083,5.74
88.125,5.74
88.167,5.74
88.208,5.74
88.25,5.74
88.292,5.74
88.333,5.74
88.375,5.74
88.417,5.74
88.458,5.74
88.5,5.74
88.542,5.74
88.583,5.74
88.625,5.74
88.667,5.74
88.708,5.74
88.75,5.74
88.792,5.74
88.833,5.74
88.875,5.74
88.917,5.74
88.958,5.74
89,5.9
89.042,5.9
89.083,5.9
89.125,5.9
89.167,5.9
89.208,5.9
89.25,5.9
89.292,5.9
89.333,5.9
89.375,5.9
89.417,5.9
89.458,5.9
89.5,5.9
89.542,5.9
89.583,5.9
89.625,5.9
89.667,5.9
89.708,5.9
89.75,5.9
89.792,5.9
89.833,5.9
89.875,5.9
89.917,5.9
89.958,5.9
90,6.16
90.042,6.16
90.083,6.16
90.125,6.16
90.167,6.16
90.208,6.16
90.25,6.16
90.292,6.16
90.333,6.16
90.375,6.16
90.417,6.16
90.458,6.16
90.5,6.16
90.542,6.16
90.583,6.16
90.625,6.16
90.667,6.16
90.708,6.16
90.75,6.16
90.792,6.16
90.833,6.16
90.875,6.16
90.917,6.16
90.958,6.16
91,6.7
91.042,6.7
91.083,6.7
91.125,6.7
91.167,6.7
91.208,6.7
91.25,6.7
91.292,6.7
91.333,6.7
91.375,6.7
91.417,6.7
91.458,6.7
91.5,6.7
91.542,6.7
91.583,6.7
91.625,6.7
91.667,6.7
91.708,6.7
91.75,6.7
91.792,6.7
91.833,6.7
91.875,6.7
91.917,6.7
91.958,6.7
92,5.52
92.042,5.52
92.083,5.52
92.125,5.52
92.167,5.52
92.208,5.52
92.25,5.52
92.292,5.52
92.333,5.52
92.375,5.52
92.417,5.52
92.458,5.52
92.5,5.52
92.542,5.52
92.583,5.52
92.625,5.52
92.667,5.52
92.708,5.52
92.75,5.52
92.792,5.52
92.833,5.52
92.875,5.52
92.917,5.52
92.958,5.52
93,5.55
93.042,5.55
93.083,5.55
93.125,5.55
93.167,5.55
93.208,5.55
93.25,5.55
93.292,5.55
93.333,5.55
93.375,5.55
93.417,5.55
93.458,5.55
93.5,5.55
93.542,5.55
93.583,5.55
93.625,5.55
93.667,5.55
93.708,5.55
93.75,5.55
93.792,5.55
93.833,5.55
93.875,5.55
93.917,5.55
93.958,5.55
94,5.77
94.042,5.77
94.083,5.77
94.125,5.77
94.167,5.77
94.208,5.77
94.25,5.77
94.292,5.77
94.333,5.77
94.375,5.77
94.417,5.77
94.458,5.77
94.5,5.77
94.542,5.77
94.583,5.77
94.625,5.77
94.667,5.77
94.708,5.77
94.75,5.77
94.792,5.77
94.833,5.77
94.875,5.77
94.917,5.77
94.958,5.77
95,5.53
95.042,5.53
95.083,5.53
95.125,5.53
95.167,5.53
95.208,5.53
95.25,5.53
95.292,5.53
95.333,5.53
95.375,5.53
95.417,5.53
95.458,5.53
95.5,5.53
95.542,5.53
95.583,5.53
95.625,5.53
95.667,5.53
95.708,5.53
95.75,5.53
95.792,5.53
95.833,5.53
95.875,5.53
95.917,5.53
95.958,5.53
96,5.15
96.042,5.15
96.083,5.15
96.125,5.15
96.167,5.15
96.208,5.15
96.25,5.15
96.292,5.15
96.333,5.15
96.375,5.15
96.417,5.15
96.458,5.15
96.5,5.15
96.542,5.15
96.583,5.15
96.625,5.15
96.667,5.15
96.708,5.15
96.75,5.15
96.792,5.15
96.833,5.15
96.875,5.15
96.917,5.15
96.958,5.15
97,4.98
97.042,4.98
97.083,4.98
97.125,4.98
97.167,4.98
97.208,4.98
97.25,4.98
97.292,4.98
97.333,4.98
97.375,4.98
97.417,4.98
97.458,4.98
97.5,4.98
97.542,4.98
97.583,4.98
97.625,4.98
97.667,4.98
97.708,4.98
97.75,4.98
97.792,4.98
97.833,4.98
97.875,4.98
97.917,4.98
97.958,4.98
98,3.75
98.042,3.75
98.083,3.75
98.125,3.75
98.167,3.75
98.208,3.75
98.25,3.75
98.292,3.75
98.333,3.75
98.375,3.75
98.417,3.75
98.458,3.75
98.5,3.75
98.542,3.75
98.583,3.75
98.625,3.75
98.667,3.75
98.708,3.75
98.75,3.75
98.792,3.75
98.833,3.75
98.875,3.75
98.917,3.75
98.958,3.75
99,4.03
99.042,4.03
99.083,4.03
99.125,4.03
99.167,4.03
99.208,4.03
99.25,4.03
99.292,4.03
99.333,4.03
99.375,4.03
99.417,4.03
99.458,4.03
99.5,4.03
99.542,4.03
99.583,4.03
99.625,4.03
99.667,4.03
99.708,4.03
99.75,4.03
99.792,4.03
99.833,4.03
99.875,4.03
99.917,4.03
99.958,4.03
100,4.73
100.042,4.73
100.083,4.73
100.125,4.73
100.167,4.73
100.208,4.73
100.25,4.73
100.292,4.73
100.333,4.73
100.375,4.73
100.417,4.73
100.458,4.73
100.5,4.73
100.542,4.73
100.583,4.73
100.625,4.73
100.667,4.73
100.708,4.73
100.75,4.73
100.792,4.73
100.833,4.73
100.875,4.73
100.917,4.73
100.958,4.73
101,5.25
101.042,5.25
101.083,5.25
101.125,5.25
101.167,5.25
101.208,5.25
101.25,5.25
101.292,5.25
101.333,5.25
101.375,5.25
101.417,5.25
101.458,5.25
101.5,5.25
101.542,5.25
101.583,5.25
101.625,5.25
101.667,5.25
101.708,5.25
101.75,5.25
101.792,5.25
101.833,5.25
101.875,5.25
101.917,5.25
101.958,5.25
102,5.84
102.042,5.84
102.083,5.84
102.125,5.84
102.167,5.84
102.208,5.84
102.25,5.84
102.292,5.84
102.333,5.84
102.375,5.84
102.417,5.84
102.458,5.84
102.5,5.84
102.542,5.84
102.583,5.84
102.625,5.84
102.667,5.84
102.708,5.84
102.75,5.84
102.792,5.84
102.833,5.84
102.875,5.84
102.917,5.84
102.958,5.84
103,6.52
103.042,6.52
103.083,6.52
103.125,6.52
103.167,6.52
103.208,6.52
103.25,6.52
103.292,6.52
103.333,6.52
103.375,6.52
103.417,6.52
103.458,6.52
103.5,6.52
103.542,6.52
103.583,6.52
103.625,6.52
103.667,6.52
103.708,6.52
103.75,6.52
103.792,6.52
103.833,6.52
103.875,6.52
103.917,6.52
103.958,6.52
104,6.17
104.042,6.17
104.083,6.17
104.125,6.17
104.167,6.17
104.208,6.17
104.25,6.17
104.292,6.17
104.333,6.17
104.375,6.17
104.417,6.17
104.458,6.17
104.5,6.17
104.542,6.17
104.583,6.17
104.625,6.17
104.667,6.17
104.708,6.17
104.75,6.17
104.792,6.17
104.833,6.17
104.875,6.17
104.917,6.17
104.958,6.17
105,4.66
105.042,4.66
105.083,4.66
105.125,4.66
105.167,4.66
105.208,4.66
105.25,4.66
105.292,4.66
105.333,4.66
105.375,4.66
105.417,4.66
105.458,4.66
105.5,4.66
105.542,4.66
105.583,4.66
105.625,4.66
105.667,4.66
105.708,4.66
105.75,4.66
105.792,4.66
105.833,4.66
105.875,4.66
105.917,4.66
105.958,4.66
106,5.71
106.042,5.71
106.083,5.71
106.125,5.71
106.167,5.71
106.208,5.71
106.25,5.71
106.292,5.71
106.333,5.71
106.375,5.71
106.417,5.71
106.458,5.71
106.5,5.71
106.542,5.71
106.583,5.71
106.625,5.71
106.667,5.71
106.708,5.71
106.75,5.71
106.792,5.71
106.833,5.71
106.875,5.71
106.917,5.71
106.958,5.71
107,6.56
107.042,6.56
107.083,6.56
107.125,6.56
107.167,6.56
107.208,6.56
107.25,6.56
107.292,6.56
107.333,6.56
107.375,6.56
107.417,6.56
107.458,6.56
107.5,6.56
107.542,6.56
107.583,6.56
107.625,6.56
107.667,6.56
107.708,6.56
107.75,6.56
107.792,6.56
107.833,6.56
107.875,6.56
107.917,6.56
107.958,6.56
108,7.16
108.042,7.16
108.083,7.16
108.125,7.16
108.167,7.16
108.208,7.16
108.25,7.16
108.292,7.16
108.333,7.16
108.375,7.16
108.417,7.16
108.458,7.16
108.5,7.16
108.542,7.16
108.583,7.16
108.625,7.16
108.667,7.16
108.708,7.16
108.75,7.16
108.792,7.16
108.833,7.16
108.875,7.16
108.917,7.16
108.958,7.16
109,6.56
109.042,6.56
109.083,6.56
109.125,6.56
109.167,6.56
109.208,6.56
109.25,6.56
109.292,6.56
109.333,6.56
109.375,6.56
109.417,6.56
109.458,6.56
109.5,6.56
109.542,6.56
109.583,6.56
109.625,6.56
109.667,6.56
109.708,6.56
109.75,6.56
109.792,6.56
109.833,6.56
109.875,6.56
109.917,6.56
109.958,6.56
110,6.06
110.042,6.06
110.083,6.06
110.125,6.06
110.167,6.06
110.208,6.06
110.25,6.06
110.292,6.06
110.333,6.06
110.375,6.06
110.417,6.06
110.458,6.06
110.5,6.06
110.542,6.06
110.583,6.06
110.625,6.06
110.667,6.06
110.708,6.06
110.75,6.06
110.792,6.06
110.833,6.06
110.875,6.06
110.917,6.06
110.958,6.06
111,6.06
111.042,6.06
111.083,6.06
111.125,6.06
111.167,6.06
111.208,6.06
111.25,6.06
111.292,6.06
111.333,6.06
111.375,6.06
111.417,6.06
111.458,6.06
111.5,6.06
111.542,6.06
111.583,6.06
111.625,6.06
111.667,6.06
111.708,6.06
111.75,6.06
111.792,6.06
111.833,6.06
111.875,6.06
111.917,6.06
111.958,6.06
112,6.44
112.042,6.44
112.083,6.44
112.125,6.44
112.167,6.44
112.208,6.44
112.25,6.44
112.292,6.44
112.333,6.44
112.375,6.44
112.417,6.44
112.458,6.44
112.5,6.44
112.542,6.44
112.583,6.44
112.625,6.44
112.667,6.44
112.708,6.44
112.75,6.44
112.792,6.44
112.833,6.44
112.875,6.44
112.917,6.44
112.958,6.44
113,7
113.042,7
113.083,7
113.125,7
113.167,7
113.208,7
113.25,7
113.292,7
113.333,7
113.375,7
113.417,7
113.458,7
113.5,7
113.542,7
113.583,7
113.625,7
113.667,7
113.708,7
113.75,7
113.792,7
113.833,7
113.875,7
113.917,7
113.958,7
114,6.58
114.042,6.58
114.083,6.58
114.125,6.58
114.167,6.58
114.208,6.58
114.25,6.58
114.292,6.58
114.333,6.58
114.375,6.58
114.417,6.58
114.458,6.58
114.5,6.58
114.542,6.58
114.583,6.58
114.625,6.58
114.667,6.58
114.708,6.58
114.75,6.58
114.792,6.58
114.833,6.58
114.875,6.58
114.917,6.58
114.958,6.58
115,6.53
115.042,6.53
115.083,6.53
115.125,6.53
115.167,6.53
115.208,6.53
115.25,6.53
115.292,6.53
115.333,6.53
115.375,6.53
115.417,6.53
115.458,6.53
115.5,6.53
115.542,6.53
115.583,6.53
115.625,6.53
115.667,6.53
115.708,6.53
115.75,6.53
115.792,6.53
115.833,6.53
115.875,6.53
115.917,6.53
115.958,6.53
116,6.34
116.042,6.34
116.083,6.34
116.125,6.34
116.167,6.34
116.208,6.34
116.25,6.34
116.292,6.34
116.333,6.34
116.375,6.34
116.417,6.34
116.458,6.34
116.5,6.34
116.542,6.34
116.583,6.34
116.625,6.34
116.667,6.34
116.708,6.34
116.75,6.34
116.792,6.34
116.833,6.34
116.875,6.34
116.917,6.34
116.958,6.34
117,6.59
117.042,6.59
117.083,6.59
117.125,6.59
117.167,6.59
117.208,6.59
117.25,6.59
117.292,6.59
117.333,6.59
117.375,6.59
117.417,6.59
117.458,6.59
117.5,6.59
117.542,6.59
117.583,6.59
117.625,6.59
117.667,6.59
117.708,6.59
117.75,6.59
117.792,6.59
117.833,6.59
117.875,6.59
117.917,6.59
117.958,6.59
118,6.79
118.042,6.79
118.083,6.79
118.125,6.79
118.167,6.79
118.208,6.79
118.25,6.79
118.292,6.79
118.333,6.79
118.375,6.79
118.417,6.79
118.458,6.79
118.5,6.79
118.542,6.79
118.583,6.79
118.625,6.79
118.667,6.79
118.708,6.79
118.75,6.79
118.792,6.79
118.833,6.79
118.875,6.79
118.917,6.79
118.958,6.79
119,6.66
119.042,6.66
119.083,6.66
119.125,6.66
119.167,6.66
119.208,6.66
119.25,6.66
119.292,6.66
119.333,6.66
119.375,6.66
119.417,6.66
119.458,6.66
119.5,6.66
119.542,6.66
119.583,6.66
119.625,6.66
119.667,6.66
119.708,6.66
119.75,6.66
119.792,6.66
119.833,6.66
119.875,6.66
119.917,6.66
119.958,6.66
120,5.95
120.042,5.95
120.083,5.95
120.125,5.95
120.167,5.95
120.208,5.95
120.25,5.95
120.292,5.95
120.333,5.95
120.375,5.95
120.417,5.95
120.458,5.95
120.5,5.95
120.542,5.95
120.583,5.95
120.625,5.95
120.667,5.95
120.708,5.95
120.75,5.95
120.792,5.95
120.833,5.95
120.875,5.95
120.917,5.95
120.958,5.95
121,5.84
121.042,5.84
121.083,5.84
121.125,5.84
121.167,5.84
121.208,5.84
121.25,5.84
121.292,5.84
121.333,5.84
121.375,5.84
121.417,5.84
121.458,5.84
121.5,5.84
121.542,5.84
121.583,5.84
121.625,5.84
121.667,5.84
121.708,5.84
121.75,5.84
121.792,5.84
121.833,5.84
121.875,5.84
121.917,5.84
121.958,5.84
122,6.15
122.042,6.15
122.083,6.15
122.125,6.15
122.167,6.15
122.208,6.15
122.25,6.15
122.292,6.15
122.333,6.15
122.375,6.15
122.417,6.15
122.458,6.15
122.5,6.15
122.542,6.15
122.583,6.15
122.625,6.15
122.667,6.15
122.708,6.15
122.75,6.15
122.792,6.15
122.833,6.15
122.875,6.15
122.917,6.15
122.958,6.15
123,6.74
123.042,6.74
123.083,6.74
123.125,6.74
123.167,6.74
123.208,6.74
123.25,6.74
123.292,6.74
123.333,6.74
123.375,6.74
123.417,6.74
123.458,6.74
123.5,6.74
123.542,6.74
123.583,6.74
123.625,6.74
123.667,6.74
123.708,6.74
123.75,6.74
123.792,6.74
123.833,6.74
123.875,6.74
123.917,6.74
123.958,6.74
124,7.39
124.042,7.39
124.083,7.39
124.125,7.39
124.167,7.39
124.208,7.39
124.25,7.39
124.292,7.39
124.333,7.39
124.375,7.39
124.417,7.39
124.458,7.39
124.5,7.39
124.542,7.39
124.583,7.39
124.625,7.39
124.667,7.39
124.708,7.39
124.75,7.39
124.792,7.39
124.833,7.39
124.875,7.39
124.917,7.39
124.958,7.39
125,7.32
125.042,7.32
125.083,7.32
125.125,7.32
125.167,7.32
125.208,7.32
125.25,7.32
125.292,7.32
125.333,7.32
125.375,7.32
125.417,7.32
125.458,7.32
125.5,7.32
125.542,7.32
125.583,7.32
125.625,7.32
125.667,7.32
125.708,7.32
125.75,7.32
125.792,7.32
125.833,7.32
125.875,7.32
125.917,7.32
125.958,7.32
126,7.51
126.042,7.51
126.083,7.51
126.125,7.51
126.167,7.51
126.208,7.51
126.25,7.51
126.292,7.51
126.333,7.51
126.375,7.51
126.417,7.51
126.458,7.51
126.5,7.51
126.542,7.51
126.583,7.51
126.625,7.51
126.667,7.51
126.708,7.51
126.75,7.51
126.792,7.51
126.833,7.51
126.875,7.51
126.917,7.51
126.958,7.51
127,7.51
127.042,7.51
127.083,7.51
127.125,7.51
127.167,7.51
127.208,7.51
127.25,7.51
127.292,7.51
127.333,7.51
127.375,7.51
127.417,7.51
127.458,7.51
127.5,7.51
127.542,7.51
127.583,7.51
127.625,7.51
127.667,7.51
127.708,7.51
127.75,7.51
127.792,7.51
127.833,7.51
127.875,7.51
127.917,7.51
127.958,7.51
128,7.44
128.042,7.44
128.083,7.44
128.125,7.44
128.167,7.44
128.208,7.44
128.25,7.44
128.292,7.44
128.333,7.44
128.375,7.44
128.417,7.44
128.458,7.44
128.5,7.44
128.542,7.44
128.583,7.44
128.625,7.44
128.667,7.44
128.708,7.44
128.75,7.44
128.792,7.44
128.833,7.44
128.875,7.44
128.917,7.44
128.958,7.44
129,7.51
129.042,7.51
129.083,7.51
129.125,7.51
129.167,7.51
129.208,7.51
129.25,7.51
129.292,7.51
129.333,7.51
129.375,7.51
129.417,7.51
129.458,7.51
129.5,7.51
129.542,7.51
129.583,7.51
129.625,7.51
129.667,7.51
129.708,7.51
129.75,7.51
129.792,7.51
129.833,7.51
129.875,7.51
129.917,7.51
129.958,7.51
130,7.29
130.042,7.29
130.083,7.29
130.125,7.29
130.167,7.29
130.208,7.29
130.25,7.29
130.292,7.29
130.333,7.29
130.375,7.29
130.417,7.29
130.458,7.29
130.5,7.29
130.542,7.29
130.583,7.29
130.625,7.29
130.667,7.29
130.708,7.29
130.75,7.29
130.792,7.29
130.833,7.29
130.875,7.29
130.917,7.29
130.958,7.29
131,7.71
131.042,7.71
131.083,7.71
131.125,7.71
131.167,7.71
131.208,7.71
131.25,7.71
131.292,7.71
131.333,7.71
131.375,7.71
131.417,7.71
131.458,7.71
131.5,7.71
131.542,7.71
131.583,7.71
131.625,7.71
131.667,7.71
131.708,7.71
131.75,7.71
131.792,7.71
131.833,7.71
131.875,7.71
131.917,7.71
131.958,7.71
132,7.65
132.042,7.65
132.083,7.65
132.125,7.65
132.167,7.65
132.208,7.65
132.25,7.65
132.292,7.65
132.333,7.65
132.375,7.65
132.417,7.65
132.458,7.65
132.5,7.65
132.542,7.65
132.583,7.65
132.625,7.65
132.667,7.65
132.708,7.65
132.75,7.65
132.792,7.65
132.833,7.65
132.875,7.65
132.917,7.65
132.958,7.65
133,7.43
133.042,7.43
133.083,7.43
133.125,7.43
133.167,7.43
133.208,7.43
133.25,7.43
133.292,7.43
133.333,7.43
133.375,7.43
133.417,7.43
133.458,7.43
133.5,7.43
133.542,7.43
133.583,7.43
133.625,7.43
133.667,7.43
133.708,7.43
133.75,7.43
133.792,7.43
133.833,7.43
133.875,7.43
133.917,7.43
133.958,7.43
134,7.23
134.042,7.23
134.083,7.23
134.125,7.23
134.167,7.23
134.208,7.23
134.25,7.23
134.292,7.23
134.333,7.23
134.375,7.23
134.417,7.23
134.458,7.23
134.5,7.23
134.542,7.23
134.583,7.23
134.625,7.23
134.667,7.23
134.708,7.23
134.75,7.23
134.792,7.23
134.833,7.23
134.875,7.23
134.917,7.23
134.958,7.23
135,6.72
135.042,6.72
135.083,6.72
135.125,6.72
135.167,6.72
135.208,6.72
135.25,6.72
135.292,6.72
135.333,6.72
135.375,6.72
135.417,6.72
135.458,6.72
135.5,6.72
135.542,6.72
135.583,6.72
135.625,6.72
135.667,6.72
135.708,6.72
135.75,6.72
135.792,6.72
135.833,6.72
135.875,6.72
135.917,6.72
135.958,6.72
136,4.9
136.042,4.9
136.083,4.9
136.125,4.9
136.167,4.9
136.208,4.9
136.25,4.9
136.292,4.9
136.333,4.9
136.375,4.9
136.417,4.9
136.458,4.9
136.5,4.9
136.542,4.9
136.583,4.9
136.625,4.9
136.667,4.9
136.708,4.9
136.75,4.9
136.792,4.9
136.833,4.9
136.875,4.9
136.917,4.9
136.958,4.9
137,5.8
137.042,5.8
137.083,5.8
137.125,5.8
137.167,5.8
137.208,5.8
137.25,5.8
137.292,5.8
137.333,5.8
137.375,5.8
137.417,5.8
137.458,5.8
137.5,5.8
137.542,5.8
137.583,5.8
137.625,5.8
137.667,5.8
137.708,5.8
137.75,5.8
137.792,5.8
137.833,5.8
137.875,5.8
137.917,5.8
137.958,5.8
138,5.87
138.042,5.87
138.083,5.87
138.125,5.87
138.167,5.87
138.208,5.87
138.25,5.87
138.292,5.87
138.333,5.87
138.375,5.87
138.417,5.87
138.458,5.87
138.5,5.87
138.542,5.87
138.583,5.87
138.625,5.87
138.667,5.87
138.708,5.87
138.75,5.87
138.792,5.87
138.833,5.87
138.875,5.87
138.917,5.87
138.958,5.87
139,5.73
139.042,5.73
139.083,5.73
139.125,5.73
139.167,5.73
139.208,5.73
139.25,5.73
139.292,5.73
139.333,5.73
139.375,5.73
139.417,5.73
139.458,5.73
139.5,5.73
139.542,5.73
139.583,5.73
139.625,5.73
139.667,5.73
139.708,5.73
139.75,5.73
139.792,5.73
139.833,5.73
139.875,5.73
139.917,5.73
139.958,5.73
140,6.67
140.042,6.67
140.083,6.67
140.125,6.67
140.167,6.67
140.208,6.67
140.25,6.67
140.292,6.67
140.333,6.67
140.375,6.67
140.417,6.67
140.458,6.67
140.5,6.67
140.542,6.67
140.583,6.67
140.625,6.67
140.667,6.67
140.708,6.67
140.75,6.67
140.792,6.67
140.833,6.67
140.875,6.67
140.917,6.67
140.958,6.67
141,6.26
141.042,6.26
141.083,6.26
141.125,6.26
141.167,6.26
141.208,6.26
141.25,6.26
141.292,6.26
141.333,6.26
141.375,6.26
141.417,6.26
141.458,6.26
141.5,6.26
141.542,6.26
141.583,6.26
141.625,6.26
141.667,6.26
141.708,6.26
141.75,6.26
141.792,6.26
141.833,6.26
141.875,6.26
141.917,6.26
141.958,6.26
142,6.73
142.042,6.73
142.083,6.73
142.125,6.73
142.167,6.73
142.208,6.73
142.25,6.73
142.292,6.73
142.333,6.73
142.375,6.73
142.417,6.73
142.458,6.73
142.5,6.73
142.542,6.73
142.583,6.73
142.625,6.73
142.667,6.73
142.708,6.73
142.75,6.73
142.792,6.73
142.833,6.73
142.875,6.73
142.917,6.73
142.958,6.73
143,7.61
143.042,7.61
143.083,7.61
143.125,7.61
143.167,7.61
143.208,7.61
143.25,7.61
143.292,7.61
143.333,7.61
143.375,7.61
143.417,7.61
143.458,7.61
143.5,7.61
143.542,7.61
143.583,7.61
143.625,7.61
143.667,7.61
143.708,7.61
143.75,7.61
143.792,7.61
143.833,7.61
143.875,7.61
143.917,7.61
143.958,7.61
144,8.02
144.042,8.02
144.083,8.02
144.125,8.02
144.167,8.02
144.208,8.02
144.25,8.02
144.292,8.02
144.333,8.02
144.375,8.02
144.417,8.02
144.458,8.02
144.5,8.02
144.542,8.02
144.583,8.02
144.625,8.02
144.667,8.02
144.708,8.02
144.75,8.02
144.792,8.02
144.833,8.02
144.875,8.02
144.917,8.02
144.958,8.02
145,7.39
145.042,7.39
145.083,7.39
145.125,7.39
145.167,7.39
145.208,7.39
145.25,7.39
145.292,7.39
145.333,7.39
145.375,7.39
145.417,7.39
145.458,7.39
145.5,7.39
145.542,7.39
145.583,7.39
145.625,7.39
145.667,7.39
145.708,7.39
145.75,7.39
145.792,7.39
145.833,7.39
145.875,7.39
145.917,7.39
145.958,7.39
146,7.01
146.042,7.01
146.083,7.01
146.125,7.01
146.167,7.01
146.208,7.01
146.25,7.01
146.292,7.01
146.333,7.01
146.375,7.01
146.417,7.01
146.458,7.01
146.5,7.01
146.542,7.01
146.583,7.01
146.625,7.01
146.667,7.01
146.708,7.01
146.75,7.01
146.792,7.01
146.833,7.01
146.875,7.01
146.917,7.01
146.958,7.01
147,7.72
147.042,7.72
147.083,7.72
147.125,7.72
147.167,7.72
147.208,7.72
147.25,7.72
147.292,7.72
147.333,7.72
147.375,7.72
147.417,7.72
147.458,7.72
147.5,7.72
147.542,7.72
147.583,7.72
147.625,7.72
147.667,7.72
147.708,7.72
147.75,7.72
147.792,7.72
147.833,7.72
147.875,7.72
147.917,7.72
147.958,7.72
