$Trinity Lake Br2 inflow Tw year 2018 YC updated 06/01/23,
",,,",
Jday,EF Trinity R
148.333,14.26
148.375,14.26
148.417,14.26
148.458,14.26
148.5,14.26
148.542,14.26
148.583,14.26
148.625,14.26
148.667,14.26
148.708,14.26
148.75,14.26
148.792,14.26
148.833,14.26
148.875,14.26
148.917,14.26
148.958,14.26
149,14.51
149.042,14.51
149.083,14.51
149.125,14.51
149.167,14.51
149.208,14.51
149.25,14.51
149.292,14.51
149.333,14.51
149.375,14.51
149.417,14.51
149.458,14.51
149.5,14.51
149.542,14.51
149.583,14.51
149.625,14.51
149.667,14.51
149.708,14.51
149.75,14.51
149.792,14.51
149.833,14.51
149.875,14.51
149.917,14.51
149.958,14.51
150,14.39
150.042,14.39
150.083,14.39
150.125,14.39
150.167,14.39
150.208,14.39
150.25,14.39
150.292,14.39
150.333,14.39
150.375,14.39
150.417,14.39
150.458,14.39
150.5,14.39
150.542,14.39
150.583,14.39
150.625,14.39
150.667,14.39
150.708,14.39
150.75,14.39
150.792,14.39
150.833,14.39
150.875,14.39
150.917,14.39
150.958,14.39
151,12.83
151.042,12.83
151.083,12.83
151.125,12.83
151.167,12.83
151.208,12.83
151.25,12.83
151.292,12.83
151.333,12.83
151.375,12.83
151.417,12.83
151.458,12.83
151.5,12.83
151.542,12.83
151.583,12.83
151.625,12.83
151.667,12.83
151.708,12.83
151.75,12.83
151.792,12.83
151.833,12.83
151.875,12.83
151.917,12.83
151.958,12.83
152,12.9
152.042,12.9
152.083,12.9
152.125,12.9
152.167,12.9
152.208,12.9
152.25,12.9
152.292,12.9
152.333,12.9
152.375,12.9
152.417,12.9
152.458,12.9
152.5,12.9
152.542,12.9
152.583,12.9
152.625,12.9
152.667,12.9
152.708,12.9
152.75,12.9
152.792,12.9
152.833,12.9
152.875,12.9
152.917,12.9
152.958,12.9
153,14.45
153.042,14.45
153.083,14.45
153.125,14.45
153.167,14.45
153.208,14.45
153.25,14.45
153.292,14.45
153.333,14.45
153.375,14.45
153.417,14.45
153.458,14.45
153.5,14.45
153.542,14.45
153.583,14.45
153.625,14.45
153.667,14.45
153.708,14.45
153.75,14.45
153.792,14.45
153.833,14.45
153.875,14.45
153.917,14.45
153.958,14.45
154,15.34
154.042,15.34
154.083,15.34
154.125,15.34
154.167,15.34
154.208,15.34
154.25,15.34
154.292,15.34
154.333,15.34
154.375,15.34
154.417,15.34
154.458,15.34
154.5,15.34
154.542,15.34
154.583,15.34
154.625,15.34
154.667,15.34
154.708,15.34
154.75,15.34
154.792,15.34
154.833,15.34
154.875,15.34
154.917,15.34
154.958,15.34
155,14.91
155.042,14.91
155.083,14.91
155.125,14.91
155.167,14.91
155.208,14.91
155.25,14.91
155.292,14.91
155.333,14.91
155.375,14.91
155.417,14.91
155.458,14.91
155.5,14.91
155.542,14.91
155.583,14.91
155.625,14.91
155.667,14.91
155.708,14.91
155.75,14.91
155.792,14.91
155.833,14.91
155.875,14.91
155.917,14.91
155.958,14.91
156,14.09
156.042,14.09
156.083,14.09
156.125,14.09
156.167,14.09
156.208,14.09
156.25,14.09
156.292,14.09
156.333,14.09
156.375,14.09
156.417,14.09
156.458,14.09
156.5,14.09
156.542,14.09
156.583,14.09
156.625,14.09
156.667,14.09
156.708,14.09
156.75,14.09
156.792,14.09
156.833,14.09
156.875,14.09
156.917,14.09
156.958,14.09
157,14.72
157.042,14.72
157.083,14.72
157.125,14.72
157.167,14.72
157.208,14.72
157.25,14.72
157.292,14.72
157.333,14.72
157.375,14.72
157.417,14.72
157.458,14.72
157.5,14.72
157.542,14.72
157.583,14.72
157.625,14.72
157.667,14.72
157.708,14.72
157.75,14.72
157.792,14.72
157.833,14.72
157.875,14.72
157.917,14.72
157.958,14.72
158,15.23
158.042,15.23
158.083,15.23
158.125,15.23
158.167,15.23
158.208,15.23
158.25,15.23
158.292,15.23
158.333,15.23
158.375,15.23
158.417,15.23
158.458,15.23
158.5,15.23
158.542,15.23
158.583,15.23
158.625,15.23
158.667,15.23
158.708,15.23
158.75,15.23
158.792,15.23
158.833,15.23
158.875,15.23
158.917,15.23
158.958,15.23
159,14.93
159.042,14.93
159.083,14.93
159.125,14.93
159.167,14.93
159.208,14.93
159.25,14.93
159.292,14.93
159.333,14.93
159.375,14.93
159.417,14.93
159.458,14.93
159.5,14.93
159.542,14.93
159.583,14.93
159.625,14.93
159.667,14.93
159.708,14.93
159.75,14.93
159.792,14.93
159.833,14.93
159.875,14.93
159.917,14.93
159.958,14.93
160,14.72
160.042,14.72
160.083,14.72
160.125,14.72
160.167,14.72
160.208,14.72
160.25,14.72
160.292,14.72
160.333,14.72
160.375,14.72
160.417,14.72
160.458,14.72
160.5,14.72
160.542,14.72
160.583,14.72
160.625,14.72
160.667,14.72
160.708,14.72
160.75,14.72
160.792,14.72
160.833,14.72
160.875,14.72
160.917,14.72
160.958,14.72
161,13.12
161.042,13.12
161.083,13.12
161.125,13.12
161.167,13.12
161.208,13.12
161.25,13.12
161.292,13.12
161.333,13.12
161.375,13.12
161.417,13.12
161.458,13.12
161.5,13.12
161.542,13.12
161.583,13.12
161.625,13.12
161.667,13.12
161.708,13.12
161.75,13.12
161.792,13.12
161.833,13.12
161.875,13.12
161.917,13.12
161.958,13.12
162,14.85
162.042,14.85
162.083,14.85
162.125,14.85
162.167,14.85
162.208,14.85
162.25,14.85
162.292,14.85
162.333,14.85
162.375,14.85
162.417,14.85
162.458,14.85
162.5,14.85
162.542,14.85
162.583,14.85
162.625,14.85
162.667,14.85
162.708,14.85
162.75,14.85
162.792,14.85
162.833,14.85
162.875,14.85
162.917,14.85
162.958,14.85
163,16.01
163.042,16.01
163.083,16.01
163.125,16.01
163.167,16.01
163.208,16.01
163.25,16.01
163.292,16.01
163.333,16.01
163.375,16.01
163.417,16.01
163.458,16.01
163.5,16.01
163.542,16.01
163.583,16.01
163.625,16.01
163.667,16.01
163.708,16.01
163.75,16.01
163.792,16.01
163.833,16.01
163.875,16.01
163.917,16.01
163.958,16.01
164,16.16
164.042,16.16
164.083,16.16
164.125,16.16
164.167,16.16
164.208,16.16
164.25,16.16
164.292,16.16
164.333,16.16
164.375,16.16
164.417,16.16
164.458,16.16
164.5,16.16
164.542,16.16
164.583,16.16
164.625,16.16
164.667,16.16
164.708,16.16
164.75,16.16
164.792,16.16
164.833,16.16
164.875,16.16
164.917,16.16
164.958,16.16
165,16.08
165.042,16.08
165.083,16.08
165.125,16.08
165.167,16.08
165.208,16.08
165.25,16.08
165.292,16.08
165.333,16.08
165.375,16.08
165.417,16.08
165.458,16.08
165.5,16.08
165.542,16.08
165.583,16.08
165.625,16.08
165.667,16.08
165.708,16.08
165.75,16.08
165.792,16.08
165.833,16.08
165.875,16.08
165.917,16.08
165.958,16.08
166,16.43
166.042,16.43
166.083,16.43
166.125,16.43
166.167,16.43
166.208,16.43
166.25,16.43
166.292,16.43
166.333,16.43
166.375,16.43
166.417,16.43
166.458,16.43
166.5,16.43
166.542,16.43
166.583,16.43
166.625,16.43
166.667,16.43
166.708,16.43
166.75,16.43
166.792,16.43
166.833,16.43
166.875,16.43
166.917,16.43
166.958,16.43
167,16.41
167.042,16.41
167.083,16.41
167.125,16.41
167.167,16.41
167.208,16.41
167.25,16.41
167.292,16.41
167.333,16.41
167.375,16.41
167.417,16.41
167.458,16.41
167.5,16.41
167.542,16.41
167.583,16.41
167.625,16.41
167.667,16.41
167.708,16.41
167.75,16.41
167.792,16.41
167.833,16.41
167.875,16.41
167.917,16.41
167.958,16.41
168,16.05
168.042,16.05
168.083,16.05
168.125,16.05
168.167,16.05
168.208,16.05
168.25,16.05
168.292,16.05
168.333,16.05
168.375,16.05
168.417,16.05
168.458,16.05
168.5,16.05
168.542,16.05
168.583,16.05
168.625,16.05
168.667,16.05
168.708,16.05
168.75,16.05
168.792,16.05
168.833,16.05
168.875,16.05
168.917,16.05
168.958,16.05
169,16.73
169.042,16.73
169.083,16.73
169.125,16.73
169.167,16.73
169.208,16.73
169.25,16.73
169.292,16.73
169.333,16.73
169.375,16.73
169.417,16.73
169.458,16.73
169.5,16.73
169.542,16.73
169.583,16.73
169.625,16.73
169.667,16.73
169.708,16.73
169.75,16.73
169.792,16.73
169.833,16.73
169.875,16.73
169.917,16.73
169.958,16.73
170,17.44
170.042,17.44
170.083,17.44
170.125,17.44
170.167,17.44
170.208,17.44
170.25,17.44
170.292,17.44
170.333,17.44
170.375,17.44
170.417,17.44
170.458,17.44
170.5,17.44
170.542,17.44
170.583,17.44
170.625,17.44
170.667,17.44
170.708,17.44
170.75,17.44
170.792,17.44
170.833,17.44
170.875,17.44
170.917,17.44
170.958,17.44
171,17.67
171.042,17.67
171.083,17.67
171.125,17.67
171.167,17.67
171.208,17.67
171.25,17.67
171.292,17.67
171.333,17.67
171.375,17.67
171.417,17.67
171.458,17.67
171.5,17.67
171.542,17.67
171.583,17.67
171.625,17.67
171.667,17.67
171.708,17.67
171.75,17.67
171.792,17.67
171.833,17.67
171.875,17.67
171.917,17.67
171.958,17.67
172,17.32
172.042,17.32
172.083,17.32
172.125,17.32
172.167,17.32
172.208,17.32
172.25,17.32
172.292,17.32
172.333,17.32
172.375,17.32
172.417,17.32
172.458,17.32
172.5,17.32
172.542,17.32
172.583,17.32
172.625,17.32
172.667,17.32
172.708,17.32
172.75,17.32
172.792,17.32
172.833,17.32
172.875,17.32
172.917,17.32
172.958,17.32
173,17.58
173.042,17.58
173.083,17.58
173.125,17.58
173.167,17.58
173.208,17.58
173.25,17.58
173.292,17.58
173.333,17.58
173.375,17.58
173.417,17.58
173.458,17.58
173.5,17.58
173.542,17.58
173.583,17.58
173.625,17.58
173.667,17.58
173.708,17.58
173.75,17.58
173.792,17.58
173.833,17.58
173.875,17.58
173.917,17.58
173.958,17.58
174,18.25
174.042,18.25
174.083,18.25
174.125,18.25
174.167,18.25
174.208,18.25
174.25,18.25
174.292,18.25
174.333,18.25
174.375,18.25
174.417,18.25
174.458,18.25
174.5,18.25
174.542,18.25
174.583,18.25
174.625,18.25
174.667,18.25
174.708,18.25
174.75,18.25
174.792,18.25
174.833,18.25
174.875,18.25
174.917,18.25
174.958,18.25
175,18.68
175.042,18.68
175.083,18.68
175.125,18.68
175.167,18.68
175.208,18.68
175.25,18.68
175.292,18.68
175.333,18.68
175.375,18.68
175.417,18.68
175.458,18.68
175.5,18.68
175.542,18.68
175.583,18.68
175.625,18.68
175.667,18.68
175.708,18.68
175.75,18.68
175.792,18.68
175.833,18.68
175.875,18.68
175.917,18.68
175.958,18.68
176,18.57
176.042,18.57
176.083,18.57
176.125,18.57
176.167,18.57
176.208,18.57
176.25,18.57
176.292,18.57
176.333,18.57
176.375,18.57
176.417,18.57
176.458,18.57
176.5,18.57
176.542,18.57
176.583,18.57
176.625,18.57
176.667,18.57
176.708,18.57
176.75,18.57
176.792,18.57
176.833,18.57
176.875,18.57
176.917,18.57
176.958,18.57
177,18.22
177.042,18.22
177.083,18.22
177.125,18.22
177.167,18.22
177.208,18.22
177.25,18.22
177.292,18.22
177.333,18.22
177.375,18.22
177.417,18.22
177.458,18.22
177.5,18.22
177.542,18.22
177.583,18.22
177.625,18.22
177.667,18.22
177.708,18.22
177.75,18.22
177.792,18.22
177.833,18.22
177.875,18.22
177.917,18.22
177.958,18.22
178,18.99
178.042,18.99
178.083,18.99
178.125,18.99
178.167,18.99
178.208,18.99
178.25,18.99
178.292,18.99
178.333,18.99
178.375,18.99
178.417,18.99
178.458,18.99
178.5,18.99
178.542,18.99
178.583,18.99
178.625,18.99
178.667,18.99
178.708,18.99
178.75,18.99
178.792,18.99
178.833,18.99
178.875,18.99
178.917,18.99
178.958,18.99
179,18.55
179.042,18.55
179.083,18.55
179.125,18.55
179.167,18.55
179.208,18.55
179.25,18.55
179.292,18.55
179.333,18.55
179.375,18.55
179.417,18.55
179.458,18.55
179.5,18.55
179.542,18.55
179.583,18.55
179.625,18.55
179.667,18.55
179.708,18.55
179.75,18.55
179.792,18.55
179.833,18.55
179.875,18.55
179.917,18.55
179.958,18.55
180,18.87
180.042,18.87
180.083,18.87
180.125,18.87
180.167,18.87
180.208,18.87
180.25,18.87
180.292,18.87
180.333,18.87
180.375,18.87
180.417,18.87
180.458,18.87
180.5,18.87
180.542,18.87
180.583,18.87
180.625,18.87
180.667,18.87
180.708,18.87
180.75,18.87
180.792,18.87
180.833,18.87
180.875,18.87
180.917,18.87
180.958,18.87
181,19.54
181.042,19.54
181.083,19.54
181.125,19.54
181.167,19.54
181.208,19.54
181.25,19.54
181.292,19.54
181.333,19.54
181.375,19.54
181.417,19.54
181.458,19.54
181.5,19.54
181.542,19.54
181.583,19.54
181.625,19.54
181.667,19.54
181.708,19.54
181.75,19.54
181.792,19.54
181.833,19.54
181.875,19.54
181.917,19.54
181.958,19.54
182,20.24
182.042,20.24
182.083,20.24
182.125,20.24
182.167,20.24
182.208,20.24
182.25,20.24
182.292,20.24
182.333,20.24
182.375,20.24
182.417,20.24
182.458,20.24
182.5,20.24
182.542,20.24
182.583,20.24
182.625,20.24
182.667,20.24
182.708,20.24
182.75,20.24
182.792,20.24
182.833,20.24
182.875,20.24
182.917,20.24
182.958,20.24
183,20.8
183.042,20.8
183.083,20.8
183.125,20.8
183.167,20.8
183.208,20.8
183.25,20.8
183.292,20.8
183.333,20.8
183.375,20.8
183.417,20.8
183.458,20.8
183.5,20.8
183.542,20.8
183.583,20.8
183.625,20.8
183.667,20.8
183.708,20.8
183.75,20.8
183.792,20.8
183.833,20.8
183.875,20.8
183.917,20.8
183.958,20.8
184,20.06
184.042,20.06
184.083,20.06
184.125,20.06
184.167,20.06
184.208,20.06
184.25,20.06
184.292,20.06
184.333,20.06
184.375,20.06
184.417,20.06
184.458,20.06
184.5,20.06
184.542,20.06
184.583,20.06
184.625,20.06
184.667,20.06
184.708,20.06
184.75,20.06
184.792,20.06
184.833,20.06
184.875,20.06
184.917,20.06
184.958,20.06
185,19.51
185.042,19.51
185.083,19.51
185.125,19.51
185.167,19.51
185.208,19.51
185.25,19.51
185.292,19.51
185.333,19.51
185.375,19.51
185.417,19.51
185.458,19.51
185.5,19.51
185.542,19.51
185.583,19.51
185.625,19.51
185.667,19.51
185.708,19.51
185.75,19.51
185.792,19.51
185.833,19.51
185.875,19.51
185.917,19.51
185.958,19.51
186,19.86
186.042,19.86
186.083,19.86
186.125,19.86
186.167,19.86
186.208,19.86
186.25,19.86
186.292,19.86
186.333,19.86
186.375,19.86
186.417,19.86
186.458,19.86
186.5,19.86
186.542,19.86
186.583,19.86
186.625,19.86
186.667,19.86
186.708,19.86
186.75,19.86
186.792,19.86
186.833,19.86
186.875,19.86
186.917,19.86
186.958,19.86
187,19.45
187.042,19.45
187.083,19.45
187.125,19.45
187.167,19.45
187.208,19.45
187.25,19.45
187.292,19.45
187.333,19.45
187.375,19.45
187.417,19.45
187.458,19.45
187.5,19.45
187.542,19.45
187.583,19.45
187.625,19.45
187.667,19.45
187.708,19.45
187.75,19.45
187.792,19.45
187.833,19.45
187.875,19.45
187.917,19.45
187.958,19.45
188,19.92
188.042,19.92
188.083,19.92
188.125,19.92
188.167,19.92
188.208,19.92
188.25,19.92
188.292,19.92
188.333,19.92
188.375,19.92
188.417,19.92
188.458,19.92
188.5,19.92
188.542,19.92
188.583,19.92
188.625,19.92
188.667,19.92
188.708,19.92
188.75,19.92
188.792,19.92
188.833,19.92
188.875,19.92
188.917,19.92
188.958,19.92
189,20.31
189.042,20.31
189.083,20.31
189.125,20.31
189.167,20.31
189.208,20.31
189.25,20.31
189.292,20.31
189.333,20.31
189.375,20.31
189.417,20.31
189.458,20.31
189.5,20.31
189.542,20.31
189.583,20.31
189.625,20.31
189.667,20.31
189.708,20.31
189.75,20.31
189.792,20.31
189.833,20.31
189.875,20.31
189.917,20.31
189.958,20.31
190,20.28
190.042,20.28
190.083,20.28
190.125,20.28
190.167,20.28
190.208,20.28
190.25,20.28
190.292,20.28
190.333,20.28
190.375,20.28
190.417,20.28
190.458,20.28
190.5,20.28
190.542,20.28
190.583,20.28
190.625,20.28
190.667,20.28
190.708,20.28
190.75,20.28
190.792,20.28
190.833,20.28
190.875,20.28
190.917,20.28
190.958,20.28
191,20.48
191.042,20.48
191.083,20.48
191.125,20.48
191.167,20.48
191.208,20.48
191.25,20.48
191.292,20.48
191.333,20.48
191.375,20.48
191.417,20.48
191.458,20.48
191.5,20.48
191.542,20.48
191.583,20.48
191.625,20.48
191.667,20.48
191.708,20.48
191.75,20.48
191.792,20.48
191.833,20.48
191.875,20.48
191.917,20.48
191.958,20.48
192,21.38
192.042,21.38
192.083,21.38
192.125,21.38
192.167,21.38
192.208,21.38
192.25,21.38
192.292,21.38
192.333,21.38
192.375,21.38
192.417,21.38
192.458,21.38
192.5,21.38
192.542,21.38
192.583,21.38
192.625,21.38
192.667,21.38
192.708,21.38
192.75,21.38
192.792,21.38
192.833,21.38
192.875,21.38
192.917,21.38
192.958,21.38
193,22.02
193.042,22.02
193.083,22.02
193.125,22.02
193.167,22.02
193.208,22.02
193.25,22.02
193.292,22.02
193.333,22.02
193.375,22.02
193.417,22.02
193.458,22.02
193.5,22.02
193.542,22.02
193.583,22.02
193.625,22.02
193.667,22.02
193.708,22.02
193.75,22.02
193.792,22.02
193.833,22.02
193.875,22.02
193.917,22.02
193.958,22.02
194,21.67
194.042,21.67
194.083,21.67
194.125,21.67
194.167,21.67
194.208,21.67
194.25,21.67
194.292,21.67
194.333,21.67
194.375,21.67
194.417,21.67
194.458,21.67
194.5,21.67
194.542,21.67
194.583,21.67
194.625,21.67
194.667,21.67
194.708,21.67
194.75,21.67
194.792,21.67
194.833,21.67
194.875,21.67
194.917,21.67
194.958,21.67
195,22.75
195.042,22.75
195.083,22.75
195.125,22.75
195.167,22.75
195.208,22.75
195.25,22.75
195.292,22.75
195.333,22.75
195.375,22.75
195.417,22.75
195.458,22.75
195.5,22.75
195.542,22.75
195.583,22.75
195.625,22.75
195.667,22.75
195.708,22.75
195.75,22.75
195.792,22.75
195.833,22.75
195.875,22.75
195.917,22.75
195.958,22.75
196,22.67
196.042,22.67
196.083,22.67
196.125,22.67
196.167,22.67
196.208,22.67
196.25,22.67
196.292,22.67
196.333,22.67
196.375,22.67
196.417,22.67
196.458,22.67
196.5,22.67
196.542,22.67
196.583,22.67
196.625,22.67
196.667,22.67
196.708,22.67
196.75,22.67
196.792,22.67
196.833,22.67
196.875,22.67
196.917,22.67
196.958,22.67
197,23.4
197.042,23.4
197.083,23.4
197.125,23.4
197.167,23.4
197.208,23.4
197.25,23.4
197.292,23.4
197.333,23.4
197.375,23.4
197.417,23.4
197.458,23.4
197.5,23.4
197.542,23.4
197.583,23.4
197.625,23.4
197.667,23.4
197.708,23.4
197.75,23.4
197.792,23.4
197.833,23.4
197.875,23.4
197.917,23.4
197.958,23.4
198,23.9
198.042,23.9
198.083,23.9
198.125,23.9
198.167,23.9
198.208,23.9
198.25,23.9
198.292,23.9
198.333,23.9
198.375,23.9
198.417,23.9
198.458,23.9
198.5,23.9
198.542,23.9
198.583,23.9
198.625,23.9
198.667,23.9
198.708,23.9
198.75,23.9
198.792,23.9
198.833,23.9
198.875,23.9
198.917,23.9
198.958,23.9
199,23.37
199.042,23.37
199.083,23.37
199.125,23.37
199.167,23.37
199.208,23.37
199.25,23.37
199.292,23.37
199.333,23.37
199.375,23.37
199.417,23.37
199.458,23.37
199.5,23.37
199.542,23.37
199.583,23.37
199.625,23.37
199.667,23.37
199.708,23.37
199.75,23.37
199.792,23.37
199.833,23.37
199.875,23.37
199.917,23.37
199.958,23.37
200,23.19
200.042,23.19
200.083,23.19
200.125,23.19
200.167,23.19
200.208,23.19
200.25,23.19
200.292,23.19
200.333,23.19
200.375,23.19
200.417,23.19
200.458,23.19
200.5,23.19
200.542,23.19
200.583,23.19
200.625,23.19
200.667,23.19
200.708,23.19
200.75,23.19
200.792,23.19
200.833,23.19
200.875,23.19
200.917,23.19
200.958,23.19
201,23.29
201.042,23.29
201.083,23.29
201.125,23.29
201.167,23.29
201.208,23.29
201.25,23.29
201.292,23.29
201.333,23.29
201.375,23.29
201.417,23.29
201.458,23.29
201.5,23.29
201.542,23.29
201.583,23.29
201.625,23.29
201.667,23.29
201.708,23.29
201.75,23.29
201.792,23.29
201.833,23.29
201.875,23.29
201.917,23.29
201.958,23.29
202,23.37
202.042,23.37
202.083,23.37
202.125,23.37
202.167,23.37
202.208,23.37
202.25,23.37
202.292,23.37
202.333,23.37
202.375,23.37
202.417,23.37
202.458,23.37
202.5,23.37
202.542,23.37
202.583,23.37
202.625,23.37
202.667,23.37
202.708,23.37
202.75,23.37
202.792,23.37
202.833,23.37
202.875,23.37
202.917,23.37
202.958,23.37
203,23.48
203.042,23.48
203.083,23.48
203.125,23.48
203.167,23.48
203.208,23.48
203.25,23.48
203.292,23.48
203.333,23.48
203.375,23.48
203.417,23.48
203.458,23.48
203.5,23.48
203.542,23.48
203.583,23.48
203.625,23.48
203.667,23.48
203.708,23.48
203.75,23.48
203.792,23.48
203.833,23.48
203.875,23.48
203.917,23.48
203.958,23.48
204,24.33
204.042,24.33
204.083,24.33
204.125,24.33
204.167,24.33
204.208,24.33
204.25,24.33
204.292,24.33
204.333,24.33
204.375,24.33
204.417,24.33
204.458,24.33
204.5,24.33
204.542,24.33
204.583,24.33
204.625,24.33
204.667,24.33
204.708,24.33
204.75,24.33
204.792,24.33
204.833,24.33
204.875,24.33
204.917,24.33
204.958,24.33
205,24.44
205.042,24.44
205.083,24.44
205.125,24.44
205.167,24.44
205.208,24.44
205.25,24.44
205.292,24.44
205.333,24.44
205.375,24.44
205.417,24.44
205.458,24.44
205.5,24.44
205.542,24.44
205.583,24.44
205.625,24.44
205.667,24.44
205.708,24.44
205.75,24.44
205.792,24.44
205.833,24.44
205.875,24.44
205.917,24.44
205.958,24.44
206,24.04
206.042,24.04
206.083,24.04
206.125,24.04
206.167,24.04
206.208,24.04
206.25,24.04
206.292,24.04
206.333,24.04
206.375,24.04
206.417,24.04
206.458,24.04
206.5,24.04
206.542,24.04
206.583,24.04
206.625,24.04
206.667,24.04
206.708,24.04
206.75,24.04
206.792,24.04
206.833,24.04
206.875,24.04
206.917,24.04
206.958,24.04
207,23.75
207.042,23.75
207.083,23.75
207.125,23.75
207.167,23.75
207.208,23.75
207.25,23.75
207.292,23.75
207.333,23.75
207.375,23.75
207.417,23.75
207.458,23.75
207.5,23.75
207.542,23.75
207.583,23.75
207.625,23.75
207.667,23.75
207.708,23.75
207.75,23.75
207.792,23.75
207.833,23.75
207.875,23.75
207.917,23.75
207.958,23.75
208,23.52
208.042,23.52
208.083,23.52
208.125,23.52
208.167,23.52
208.208,23.52
208.25,23.52
208.292,23.52
208.333,23.52
208.375,23.52
208.417,23.52
208.458,23.52
208.5,23.52
208.542,23.52
208.583,23.52
208.625,23.52
208.667,23.52
208.708,23.52
208.75,23.52
208.792,23.52
208.833,23.52
208.875,23.52
208.917,23.52
208.958,23.52
209,23.16
209.042,23.16
209.083,23.16
209.125,23.16
209.167,23.16
209.208,23.16
209.25,23.16
209.292,23.16
209.333,23.16
209.375,23.16
209.417,23.16
209.458,23.16
209.5,23.16
209.542,23.16
209.583,23.16
209.625,23.16
209.667,23.16
209.708,23.16
209.75,23.16
209.792,23.16
209.833,23.16
209.875,23.16
209.917,23.16
209.958,23.16
210,22.79
210.042,22.79
210.083,22.79
210.125,22.79
210.167,22.79
210.208,22.79
210.25,22.79
210.292,22.79
210.333,22.79
210.375,22.79
210.417,22.79
210.458,22.79
210.5,22.79
210.542,22.79
210.583,22.79
210.625,22.79
210.667,22.79
210.708,22.79
210.75,22.79
210.792,22.79
210.833,22.79
210.875,22.79
210.917,22.79
210.958,22.79
211,22.9
211.042,22.9
211.083,22.9
211.125,22.9
211.167,22.9
211.208,22.9
211.25,22.9
211.292,22.9
211.333,22.9
211.375,22.9
211.417,22.9
211.458,22.9
211.5,22.9
211.542,22.9
211.583,22.9
211.625,22.9
211.667,22.9
211.708,22.9
211.75,22.9
211.792,22.9
211.833,22.9
211.875,22.9
211.917,22.9
211.958,22.9
212,22.56
212.042,22.56
212.083,22.56
212.125,22.56
212.167,22.56
212.208,22.56
212.25,22.56
212.292,22.56
212.333,22.56
212.375,22.56
212.417,22.56
212.458,22.56
212.5,22.56
212.542,22.56
212.583,22.56
212.625,22.56
212.667,22.56
212.708,22.56
212.75,22.56
212.792,22.56
212.833,22.56
212.875,22.56
212.917,22.56
212.958,22.56
213,22.37
213.042,22.37
213.083,22.37
213.125,22.37
213.167,22.37
213.208,22.37
213.25,22.37
213.292,22.37
213.333,22.37
213.375,22.37
213.417,22.37
213.458,22.37
213.5,22.37
213.542,22.37
213.583,22.37
213.625,22.37
213.667,22.37
213.708,22.37
213.75,22.37
213.792,22.37
213.833,22.37
213.875,22.37
213.917,22.37
213.958,22.37
214,22.17
214.042,22.17
214.083,22.17
214.125,22.17
214.167,22.17
214.208,22.17
214.25,22.17
214.292,22.17
214.333,22.17
214.375,22.17
214.417,22.17
214.458,22.17
214.5,22.17
214.542,22.17
214.583,22.17
214.625,22.17
214.667,22.17
214.708,22.17
214.75,22.17
214.792,22.17
214.833,22.17
214.875,22.17
214.917,22.17
214.958,22.17
215,21.75
215.042,21.75
215.083,21.75
215.125,21.75
215.167,21.75
215.208,21.75
215.25,21.75
215.292,21.75
215.333,21.75
215.375,21.75
215.417,21.75
215.458,21.75
215.5,21.75
215.542,21.75
215.583,21.75
215.625,21.75
215.667,21.75
215.708,21.75
215.75,21.75
215.792,21.75
215.833,21.75
215.875,21.75
215.917,21.75
215.958,21.75
216,21.52
216.042,21.52
216.083,21.52
216.125,21.52
216.167,21.52
216.208,21.52
216.25,21.52
216.292,21.52
216.333,21.52
216.375,21.52
216.417,21.52
216.458,21.52
216.5,21.52
216.542,21.52
216.583,21.52
216.625,21.52
216.667,21.52
216.708,21.52
216.75,21.52
216.792,21.52
216.833,21.52
216.875,21.52
216.917,21.52
216.958,21.52
217,21.09
217.042,21.09
217.083,21.09
217.125,21.09
217.167,21.09
217.208,21.09
217.25,21.09
217.292,21.09
217.333,21.09
217.375,21.09
217.417,21.09
217.458,21.09
217.5,21.09
217.542,21.09
217.583,21.09
217.625,21.09
217.667,21.09
217.708,21.09
217.75,21.09
217.792,21.09
217.833,21.09
217.875,21.09
217.917,21.09
217.958,21.09
218,21.28
218.042,21.28
218.083,21.28
218.125,21.28
218.167,21.28
218.208,21.28
218.25,21.28
218.292,21.28
218.333,21.28
218.375,21.28
218.417,21.28
218.458,21.28
218.5,21.28
218.542,21.28
218.583,21.28
218.625,21.28
218.667,21.28
218.708,21.28
218.75,21.28
218.792,21.28
218.833,21.28
218.875,21.28
218.917,21.28
218.958,21.28
219,21.11
219.042,21.11
219.083,21.11
219.125,21.11
219.167,21.11
219.208,21.11
219.25,21.11
219.292,21.11
219.333,21.11
219.375,21.11
219.417,21.11
219.458,21.11
219.5,21.11
219.542,21.11
219.583,21.11
219.625,21.11
219.667,21.11
219.708,21.11
219.75,21.11
219.792,21.11
219.833,21.11
219.875,21.11
219.917,21.11
219.958,21.11
220,21.39
220.042,21.39
220.083,21.39
220.125,21.39
220.167,21.39
220.208,21.39
220.25,21.39
220.292,21.39
220.333,21.39
220.375,21.39
220.417,21.39
220.458,21.39
220.5,21.39
220.542,21.39
220.583,21.39
220.625,21.39
220.667,21.39
220.708,21.39
220.75,21.39
220.792,21.39
220.833,21.39
220.875,21.39
220.917,21.39
220.958,21.39
221,21.73
221.042,21.73
221.083,21.73
221.125,21.73
221.167,21.73
221.208,21.73
221.25,21.73
221.292,21.73
221.333,21.73
221.375,21.73
221.417,21.73
221.458,21.73
221.5,21.73
221.542,21.73
221.583,21.73
221.625,21.73
221.667,21.73
