$Lewiston qdt year 2017 YC 06/22/22,
57.458,12.258419130
57.500,11.235560830
57.542,9.316776500
57.583,35.226624930
57.625,14.116564700
57.667,16.799416830
57.708,-11.378850400
57.750,-27.862109100
57.792,26.095960070
57.833,68.430935400
57.875,1.820266333
57.917,34.448298600
57.958,38.198591530
58.000,28.930157170
58.042,11.564086330
58.083,47.441533330
58.125,7.669738000
58.167,28.348407470
58.208,20.782492200
58.250,33.435382900
58.292,53.246254530
58.333,17.098857000
58.375,35.631818570
58.417,19.247884530
58.458,17.312161630
58.500,17.465723770
58.542,16.866025200
58.583,12.196158770
58.625,20.252669000
58.667,15.132422170
58.708,11.008827030
58.750,6.805925400
58.792,11.877040000
58.833,9.678137267
58.875,11.289218700
58.917,10.920761770
58.958,15.968876100
59.000,17.888483670
59.042,8.948431867
59.083,10.701635070
59.125,16.901531100
59.167,1.791415867
59.208,20.294965700
59.250,5.357215900
59.292,7.400462633
59.333,10.977842570
59.375,4.900830700
59.417,13.535823470
59.458,12.032196530
59.500,4.730946833
59.542,11.927779700
59.583,5.553655967
59.625,6.550619367
59.667,5.918609367
59.708,18.132214900
59.750,4.670687167
59.792,6.852085167
59.833,7.284887033
59.875,-7.000884100
59.917,10.708690500
59.958,7.764507567
60.000,5.967858867
60.042,0.338356333
60.083,5.721751133
60.125,8.536434367
60.167,5.867926967
60.208,3.917990833
60.250,7.976179467
60.292,4.131853833
60.333,7.258800067
60.375,4.390670633
60.417,9.238623567
60.458,4.562929233
60.500,-0.120605100
60.542,4.380434333
60.583,8.157124667
60.625,7.207961167
60.667,3.184393533
60.708,28.781851730
60.750,-2.483718230
60.792,2.538750233
60.833,5.677699000
60.875,-32.374987900
60.917,18.510866130
60.958,7.718943433
61.000,3.413318133
61.042,-1.408024100
61.083,9.062469767
61.125,7.875251267
61.167,5.675251267
61.208,4.150316133
61.250,8.494469767
61.292,3.982911033
61.333,6.560439467
61.375,5.692572833
61.417,7.571251267
61.458,4.237279933
61.500,4.622138233
61.542,4.701393733
61.583,4.066166533
61.625,6.000129533
61.667,2.424268900
61.708,13.652243200
61.750,-9.268815730
61.792,7.215919200
61.833,-12.232253730
61.875,23.690953400
61.917,13.668462270
61.958,7.881506333
62.000,-1.132269667
62.042,4.104946833
62.083,4.913542133
62.125,4.044287433
62.167,1.409871200
62.208,7.284627667
62.250,5.524542133
62.292,1.182287400
62.333,6.334456433
62.375,3.815568233
62.417,1.427937700
62.458,8.073809967
62.500,4.695658933
62.542,4.443494567
62.583,4.005522733
62.625,5.095613433
62.667,3.120034133
62.708,20.836048430
62.750,9.372293833
62.792,11.209762730
62.833,3.543231900
62.875,-25.395367700
62.917,9.795707400
62.958,6.651382233
63.000,-3.065515100
63.042,0.290419233
63.083,5.179307033
63.125,6.465572833
63.167,6.364382233
63.208,1.661742400
63.250,-3.768373000
63.292,-6.162827433
63.333,21.161718430
63.375,6.113738270
63.417,5.943421833
63.458,5.906469300
63.500,-0.355518200
63.542,8.421810733
63.583,9.161031870
63.625,3.256360933
63.667,1.819718700
63.708,27.005284900
63.750,3.559765730
63.792,11.095863070
63.833,-2.367956033
63.875,-25.294764930
63.917,8.390227670
63.958,2.414113533
64.000,-2.321439500
64.042,0.573929800
64.083,8.674164933
64.125,3.752213833
64.167,4.152927833
64.208,12.578856500
64.250,-2.994086433
64.292,-0.160599733
64.333,1.433239800
64.375,-12.875850070
64.417,5.457045267
64.458,12.084286070
64.500,-9.573937467
64.542,3.732961567
64.583,5.613598500
64.625,15.057994570
64.667,-5.085914067
64.708,0.023134633
64.750,2.074178933
64.792,3.976026733
64.833,9.996429800
64.875,0.300965433
64.917,-1.326232733
64.958,6.484635700
65.000,0.980251967
65.042,-1.704202233
65.083,-1.109974267
65.125,0.328154567
65.167,4.132410900
65.208,-2.320827267
65.250,-1.394480567
65.292,-0.642053600
65.333,7.161239400
65.375,1.597156667
65.417,-0.051486500
65.458,-2.881535500
65.500,-0.151877600
65.542,5.135783900
65.583,7.174374100
65.625,6.156318667
65.667,-5.843762833
65.708,-9.208872570
65.750,8.534623800
65.792,-2.456847967
65.833,8.495743767
65.875,18.891729000
65.917,5.023592367
65.958,9.013066567
66.000,4.440103200
66.042,4.155300900
66.083,1.165710700
66.125,5.762965033
66.167,-3.730200500
66.208,-0.433058100
66.250,0.377209100
66.292,16.523388100
66.333,-11.513314230
66.375,2.505355700
66.417,-1.824322933
66.458,-1.135457433
66.500,0.247628667
66.542,5.351168900
66.583,0.241144300
66.625,-1.185603633
66.667,0.351722800
66.708,-4.540967367
66.750,-22.248243770
66.792,6.124770600
66.833,-5.132559767
66.875,28.422440400
66.917,-5.364565500
66.958,4.103153700
67.000,5.095656033
67.042,5.846444233
67.083,-3.475655667
67.125,4.206352900
67.167,-2.594723367
67.208,-4.963133033
67.250,6.000002333
67.292,-3.190077100
67.333,2.631889500
67.375,5.293393567
67.417,-2.232151133
67.458,6.459344500
67.500,5.640479167
67.542,-4.347584767
67.583,1.122892433
67.625,-8.465584167
67.667,-3.839343567
67.708,-7.046043270
67.750,5.703935133
67.792,-4.854787833
67.833,1.503385700
67.875,10.711672530
67.917,-2.840173600
67.958,2.982710867
68.000,0.870312200
68.042,-2.289918833
68.083,-5.249454900
68.125,-6.709373767
68.167,3.620849367
68.208,-3.718008000
68.250,0.462710200
68.292,-0.913494033
68.333,-0.130495833
68.375,-0.588911733
68.417,2.709898800
68.458,-1.524524833
68.500,2.227102500
68.542,-1.289836333
68.583,-1.164086533
68.625,0.828765467
68.667,0.735821300
68.708,11.367605870
68.750,-2.414957233
68.792,-1.786305333
68.833,2.835683900
68.875,0.215667967
68.917,-0.653739933
68.958,0.091835100
69.000,2.633669333
69.042,-7.998971133
69.083,-2.053466733
69.125,1.873603800
69.167,-1.705991333
69.208,2.446296433
69.250,-4.082825900
69.292,-3.127396833
69.333,-1.325858433
69.375,-8.294321670
69.417,1.124731000
69.458,-4.173128600
69.500,-1.388846200
69.542,1.623859833
69.583,-2.043718800
69.625,0.770824433
69.667,-3.683903333
69.708,-0.026269800
69.750,1.043163633
69.792,4.111841533
69.833,-5.189870633
69.875,8.439504133
69.917,0.778225267
69.958,-7.218875133
70.000,1.037778600
70.042,0.021685667
70.083,-3.884361867
70.125,-1.956493833
70.167,-2.457336833
70.208,6.134592367
70.250,4.788676233
70.292,-23.588277870
70.333,0.608802700
70.375,-10.501126430
70.417,-2.222124033
70.458,-2.979783033
70.500,5.922250933
70.542,4.367443033
70.583,32.146633970
70.625,-8.106458700
70.667,8.637028867
70.708,4.796001500
70.750,7.097188767
70.792,-3.949191333
70.833,0.501768767
70.875,3.440936200
70.917,-2.458230167
70.958,-3.857547600
71.000,-2.858805333
71.042,-1.319460833
71.083,-0.430108600
71.125,-0.184907933
71.167,-1.136766733
71.208,4.943775267
71.250,0.423661500
71.292,-3.371178333
71.333,0.837018400
71.375,-5.570589200
71.417,-2.158598567
71.458,-8.021255433
71.500,-10.100128230
71.542,6.321581900
71.583,-0.397844833
71.625,-2.321090400
71.667,-11.095569830
71.708,5.117895570
71.750,-5.253842200
71.792,-2.003142233
71.833,7.859288967
71.875,23.020914100
71.917,-6.919728500
71.958,-0.037253900
72.000,4.264678167
72.042,-0.200991333
72.083,1.696970500
72.125,-2.973223133
72.167,-0.428146233
72.208,-0.227025233
72.250,16.298580370
72.292,-15.282366470
72.333,-0.981164667
72.375,-2.308866033
72.417,1.099605000
72.458,-2.960688133
72.500,-1.531557233
72.542,0.529288767
72.583,-0.385602033
72.625,-1.294540033
72.667,-2.092552233
72.708,1.406754000
72.750,-4.574810467
72.792,1.167910500
72.833,-4.503377767
72.875,-2.718388933
72.917,2.586307100
72.958,-3.413230867
73.000,-0.426815733
73.042,-1.450240233
73.083,-1.024886833
73.125,-0.860952733
73.167,-1.416323333
73.208,-15.975413870
73.250,-6.386980330
73.292,4.727234070
73.333,0.945764900
73.375,6.641335433
73.417,2.391295067
73.458,4.853237600
73.500,0.624273067
73.542,-0.062650033
73.583,-1.881618967
73.625,-2.594511867
73.667,-0.422109167
73.708,2.652029467
73.750,-4.964779200
73.792,-3.402561400
73.833,4.566427967
73.875,-1.926729300
73.917,-1.978177800
73.958,-9.980667730
74.000,6.150916967
74.042,-4.629763000
74.083,-4.941932233
74.125,-0.264214333
74.167,-1.433630567
74.208,2.703400400
74.250,7.706180100
74.292,3.253612367
74.333,-2.015037967
74.375,-0.832525567
74.417,-3.428499300
74.458,1.577760967
74.500,-0.336438633
74.542,-5.209732067
74.583,-1.781516733
74.625,-1.244585700
74.667,9.576962930
74.708,-8.396467967
74.750,1.386248833
74.792,-0.787796967
74.833,-3.192825233
74.875,1.141487500
74.917,-2.239299833
74.958,-2.477619333
75.000,-1.725611233
75.042,-2.665289633
75.083,1.180289000
75.125,-1.247964033
75.167,-2.672689433
75.208,-4.069507867
75.250,-8.651969500
75.292,3.203656967
75.333,-17.256392930
75.375,5.926988770
75.417,-1.174062967
75.458,10.218283770
75.500,-2.625453567
75.542,11.607263970
75.583,-12.067008700
75.625,-3.299790233
75.667,3.433254567
75.708,-0.021706533
75.750,-2.424470233
75.792,-4.053824367
75.833,-0.501039900
75.875,0.699737900
75.917,1.243492033
75.958,-2.916953300
76.000,-3.030643733
76.042,-0.179525800
76.083,-0.734844900
76.125,-1.168763800
76.167,-1.764433400
76.208,5.038011000
76.250,-7.925113633
76.292,11.233207730
76.333,-3.359210733
76.375,1.367501900
76.417,-0.200713233
76.458,3.035809000
76.500,-2.157231333
76.542,0.791795000
76.583,-1.817866833
76.625,-1.446130833
76.667,-0.574919833
76.708,12.052980600
76.750,-32.846128630
76.792,9.876422470
76.833,-5.330066933
76.875,22.508687870
76.917,3.056002130
76.958,-8.185332900
77.000,10.536913500
77.042,-1.024175233
77.083,-2.275779833
77.125,8.005305300
77.167,-8.473101033
77.208,0.894651600
77.250,0.909620600
77.292,-2.142266533
77.333,0.130643700
77.375,-4.254118233
77.417,2.718020400
77.458,-3.800336967
77.500,0.704856167
77.542,-1.404102467
77.583,-0.057650533
77.625,-1.114136533
77.667,-14.328433770
77.708,-16.992092470
77.750,3.057626033
77.792,-7.110889400
77.833,43.944734700
77.875,-21.628702400
77.917,15.319141770
77.958,11.056573230
78.000,-9.939197100
78.042,-3.211911633
78.083,-0.375457033
78.125,-3.447743567
78.167,0.559667900
78.208,2.547141733
78.250,-0.928627000
78.292,-18.438503670
78.333,14.510164400
78.375,0.472771067
78.417,3.669343300
78.458,3.481414500
78.500,4.268010200
78.542,4.651578400
78.583,2.230541000
78.625,4.996815133
78.667,-0.068187633
78.708,4.254138100
78.750,6.191275900
78.792,2.257011967
78.833,2.830145867
78.875,2.290185467
78.917,10.496396670
78.958,3.524063000
79.000,-1.312271267
79.042,3.467975700
79.083,6.993237133
79.125,8.065226233
79.167,5.186708133
79.208,2.176642500
79.250,5.543892033
79.292,4.974824733
79.333,4.166000100
79.375,5.476497333
79.417,3.975714600
79.458,7.172284733
79.500,0.884685600
79.542,8.731989930
79.583,3.440805267
79.625,-0.036200633
79.667,4.887250933
79.708,0.588159800
79.750,1.278024100
79.792,-2.387229033
79.833,-0.401901933
79.875,-0.629016433
79.917,2.525254900
79.958,-1.444212433
80.000,1.053181700
80.042,-0.536203033
80.083,0.388097467
80.125,0.078753467
80.167,1.764888200
80.208,-1.029737633
80.250,1.700280900
80.292,-1.078512433
80.333,-0.118428233
80.375,-0.586246833
80.417,-0.041794533
80.458,-0.632728833
80.500,2.242183500
80.542,-1.204321333
80.583,2.995600900
80.625,-1.367911233
80.667,0.477091467
80.708,0.408205367
80.750,-0.652965333
80.792,-2.476277833
80.833,-1.694054633
80.875,-0.216838033
80.917,0.094587567
80.958,-11.420301370
81.000,7.886810567
81.042,4.686236100
81.083,-0.256341300
81.125,4.830246233
81.167,4.008249000
81.208,4.620817633
81.250,5.155030000
81.292,4.678339433
81.333,6.004407933
81.375,4.817506333
81.417,2.827174700
81.458,6.733319633
81.500,4.534391033
81.542,1.728844300
81.583,2.751602900
81.625,6.457289467
81.667,22.628307770
81.708,-5.939220900
81.750,29.019856670
81.792,-3.233470067
81.833,-32.640671200
81.875,16.618367470
81.917,11.202044430
81.958,-5.450601333
82.000,1.553113600
82.042,3.906837200
82.083,6.004245933
82.125,7.277062033
82.167,3.594761000
82.208,1.400248100
82.250,5.928425333
82.292,7.011361533
82.333,3.474493900
82.375,3.532457500
82.417,6.646240133
82.458,5.391348700
82.500,4.231195700
82.542,-0.110078133
82.583,4.669279233
82.625,5.114663133
82.667,38.182463300
82.708,2.431613667
82.750,4.727328800
82.792,-8.783357100
82.833,-21.539680130
82.875,12.583792970
82.917,-3.137669867
82.958,0.695858867
83.000,1.802597600
83.042,6.365104900
83.083,9.439330533
83.125,3.690954633
83.167,-1.709385133
83.208,7.810918533
83.250,2.828170100
83.292,3.259829700
83.333,6.856973833
83.375,5.251503633
83.417,3.381507300
83.458,6.254687733
83.500,2.953533600
83.542,2.544278100
83.583,4.175978300
83.625,3.717674500
83.667,35.158273100
83.708,-0.240070133
83.750,9.674285833
83.792,-12.055576570
83.833,-22.992196330
83.875,12.892226830
83.917,-3.474875133
83.958,6.133962870
84.000,-5.411004267
84.042,6.746072600
84.083,8.490396767
84.125,1.811685467
84.167,7.793452167
84.208,11.235817370
84.250,6.054332867
84.292,4.543204533
84.333,7.971928067
84.375,5.371333233
84.417,5.307527833
84.458,9.426240967
84.500,4.199623333
84.542,5.560902933
84.583,5.979861533
84.625,4.898340633
84.667,32.762262570
84.708,5.866451700
84.750,10.470777530
84.792,-8.431968467
84.833,-23.196227430
84.875,11.568737000
84.917,3.975217933
84.958,7.613180730
85.000,-2.220082367
85.042,7.545001533
85.083,7.954072433
85.125,5.889324133
85.167,3.571553033
85.208,4.920694433
85.250,7.221069933
85.292,5.849732433
85.333,2.890557600
85.375,6.360211333
85.417,2.073843900
85.458,5.646850433
85.500,4.899721000
85.542,3.495768833
85.583,7.475147033
85.625,6.311845433
85.667,2.581614500
85.708,5.219366233
85.750,1.984768500
85.792,8.676872467
85.833,2.353278100
85.875,6.081809733
85.917,1.218220000
85.958,5.782887533
86.000,6.026502333
86.042,7.784618867
86.083,4.567560733
86.125,4.938630333
86.167,12.523814600
86.208,0.554897167
86.250,8.190066133
86.292,4.256887233
86.333,4.726433833
86.375,4.473923633
86.417,9.512634967
86.458,5.613458233
86.500,2.310218500
86.542,5.919168967
86.583,9.282130033
86.625,1.307322267
86.667,-1.062840233
86.708,10.324997800
86.750,-1.472789567
86.792,4.049870033
86.833,10.660549900
86.875,8.755079233
86.917,6.595548433
86.958,1.943603000
87.000,5.864349933
87.042,6.336172133
87.083,4.725602333
87.125,5.371256833
87.167,34.196104600
87.208,16.533673230
87.250,28.625673100
87.292,9.233222800
87.333,-5.474516600
87.375,-27.179930570
87.417,-4.683098333
87.458,8.500209970
87.500,7.141712167
87.542,6.283595733
87.583,8.740335367
87.625,3.734835500
87.667,8.433478633
87.708,6.764635967
87.750,15.855280430
87.792,4.939079833
87.833,-10.969162730
87.875,11.056851300
87.917,7.083588233
87.958,-1.941323200
88.000,4.100755333
88.042,2.249203700
88.083,8.639459367
88.125,5.243834633
88.167,3.228725600
88.208,5.051196000
88.250,6.240276200
88.292,3.741884900
88.333,6.470945933
88.375,4.306743533
88.417,6.805814133
88.458,3.781653633
88.500,3.374822033
88.542,1.623405800
88.583,8.529913467
88.625,4.002670400
88.667,2.551622600
88.708,15.078546070
88.750,21.007048000
88.792,5.869010733
88.833,10.320925870
88.875,-34.882279800
88.917,15.256293070
88.958,5.569042330
89.000,-7.198607033
89.042,4.054377133
89.083,4.957166600
89.125,6.609816233
89.167,2.224738533
89.208,5.769988333
89.250,1.438214400
89.292,7.335266333
89.333,3.785940100
89.375,6.486510633
89.417,3.360545333
89.458,3.323752600
89.500,4.935201933
89.542,4.372394533
89.583,8.632078633
89.625,3.797941133
89.667,2.326046800
89.708,4.466535633
89.750,32.355072630
89.792,12.869492530
89.833,-38.313538270
89.875,4.743736267
89.917,9.345545033
89.958,1.136011600
90.000,-0.483047200
90.042,5.567332933
90.083,4.327131100
90.125,5.054215533
90.167,2.791113800
90.208,6.490097933
90.250,3.343240300
90.292,6.748136033
90.333,2.663123900
90.375,6.961064833
90.417,2.193681500
90.458,5.908141933
90.500,6.886371433
90.542,2.089069800
90.583,4.907542033
90.625,3.521116100
90.667,5.100493333
90.708,4.941444533
90.750,29.849574030
90.792,11.721900500
90.833,-34.718536130
90.875,4.428250667
90.917,8.729991233
90.958,-1.163727633
91.000,3.541129933
91.042,1.788121900
91.083,7.568060033
91.125,3.653407300
91.167,0.630499800
91.208,5.605217200
91.250,4.623345400
91.292,6.034307733
91.333,4.541810633
91.375,2.165634800
91.417,4.805528733
91.458,1.519522900
91.500,6.186475433
91.542,4.261596900
91.583,4.798299133
91.625,3.527064833
91.667,4.450265533
91.708,29.326630570
91.750,5.300846970
91.792,13.262833270
91.833,3.236538100
91.875,-33.648092200
91.917,10.027437900
91.958,2.984783700
92.000,-6.540375900
92.042,1.365467800
92.083,5.253731333
92.125,5.381417000
92.167,7.612356833
92.208,-0.204737133
92.250,10.106333530
92.292,4.460132633
92.333,6.409965933
92.375,5.605033733
92.417,2.499112200
92.458,6.882025067
92.500,4.284540933
92.542,4.387009333
92.583,5.458113033
92.625,2.968557500
92.667,8.204343667
92.708,32.659741000
92.750,5.174205533
92.792,8.484340767
92.833,-33.226900870
92.875,7.916473367
92.917,4.667209700
92.958,-0.018203867
93.000,2.271611300
93.042,3.226361900
93.083,5.615684033
93.125,6.440243733
93.167,5.412623033
93.208,2.960339900
93.250,5.466514433
93.292,3.460418700
93.333,8.689858967
93.375,1.690485900
93.417,1.360225100
93.458,1.566936800
93.500,5.636793633
93.542,4.003465633
93.583,2.307218700
93.625,6.060494933
93.667,3.656550600
93.708,37.805752070
93.750,-1.224681230
93.792,10.656714230
93.833,-38.578109070
93.875,9.440371867
93.917,5.801893900
93.958,-1.428193500
94.000,4.105992633
94.042,8.506525633
94.083,5.735868900
94.125,4.680885933
94.167,3.102549600
94.208,7.795048733
94.250,3.639116200
94.292,5.841645433
94.333,2.975551500
94.375,5.520020833
94.417,5.626499833
94.458,3.958398600
94.500,6.942077233
94.542,2.363733800
94.583,5.249834733
94.625,8.702088767
94.667,10.211199500
94.708,24.980261600
94.750,2.847675200
94.792,8.336085600
94.833,7.139026200
94.875,-15.486470700
94.917,13.008976200
94.958,5.071507033
95.000,-3.687352700
95.042,3.047537533
95.083,11.258640470
95.125,7.875463533
95.167,5.075834700
95.208,3.401508967
95.250,11.015899800
95.292,6.832308470
95.333,5.681631433
95.375,8.141543767
95.417,6.742117833
95.458,7.268610133
95.500,7.815301667
95.542,1.677695300
95.583,9.244810667
95.625,1.427048500
95.667,7.572088267
95.708,29.359873670
95.750,7.706899933
95.792,12.041746170
95.833,5.224225367
95.875,-29.229399800
95.917,11.943314900
95.958,6.498134470
96.000,-7.306281033
96.042,3.501072133
96.083,8.732463833
96.125,12.123234500
96.167,4.250695300
96.208,5.425835700
96.250,8.936265433
96.292,6.372952133
96.333,5.584351433
96.375,6.126978233
96.417,5.685524933
96.458,6.176482133
96.500,5.849117433
96.542,7.099838433
96.583,5.884509533
96.625,26.188322870
96.667,9.422670867
96.708,-10.105994200
96.750,-0.009433033
96.792,-0.304644667
96.833,9.816508967
96.875,-8.863586633
96.917,6.787779967
96.958,7.848462733
97.000,3.658294100
97.042,3.500647133
97.083,6.452196733
97.125,6.693598733
97.167,5.894652333
97.208,3.334241500
97.250,5.064946400
97.292,8.210471633
97.333,3.630403300
97.375,8.699019567
97.417,4.876943000
97.458,5.890130233
97.500,5.388575333
97.542,3.573498933
97.583,4.106306633
97.625,14.924493970
97.667,19.981988000
97.708,8.009299867
97.750,1.575664167
97.792,-5.099017933
97.833,-8.132488467
97.875,-8.012424000
97.917,5.728200730
97.958,10.271570270
98.000,1.804315800
98.042,4.926644200
98.083,5.088106733
98.125,7.383201967
98.167,3.967221000
98.208,1.965488567
98.250,4.329035500
98.292,12.280248470
98.333,5.999306833
98.375,5.526158433
98.417,7.801215667
98.458,5.603693933
98.500,4.658570033
98.542,4.128542833
98.583,8.237015867
98.625,3.769907000
98.667,0.434361100
98.708,35.798399200
98.750,-0.487751670
98.792,14.124711930
98.833,-0.993597433
98.875,-18.508186630
98.917,11.826854400
98.958,2.654959770
99.000,-2.394335100
99.042,7.746794833
99.083,7.428570267
99.125,9.482635570
99.167,3.175659533
99.208,1.037092767
99.250,9.100507000
99.292,4.014135600
99.333,6.754838733
99.375,1.844547600
99.417,2.870727200
99.458,9.176937000
99.500,4.053698233
99.542,3.677565733
99.583,1.109613800
99.625,7.695378167
99.667,31.952885000
99.708,-0.924946867
99.750,-0.819647933
99.792,12.000708700
99.833,-22.210122830
99.875,2.829826870
99.917,13.078677530
99.958,6.410045800
100.000,3.664250700
100.042,9.910842267
100.083,0.918380800
100.125,6.041273833
100.167,4.289304800
100.208,6.506941233
100.250,2.038472467
100.292,4.476697600
100.333,4.962943800
100.375,2.700249100
100.417,4.912225533
100.458,7.187816633
100.500,2.869027000
100.542,6.655788367
100.583,5.778461833
100.625,5.230431633
100.667,10.211470230
100.708,10.510875930
100.750,0.434912300
100.792,10.499591800
100.833,-19.332952030
100.875,16.373342070
100.917,2.960752133
100.958,0.462478200
101.000,1.933367433
101.042,6.482526900
101.083,9.577934370
101.125,1.156024600
101.167,4.767168533
101.208,3.585029367
101.250,7.162132300
101.292,3.268681500
101.333,7.916656833
101.375,6.152666333
101.417,4.484224200
101.458,4.819459033
101.500,2.879897500
101.542,7.120108633
101.583,2.584218300
101.625,3.240411200
101.667,19.478073830
101.708,2.322131300
101.750,16.211813270
101.792,8.421953433
101.833,-27.912367870
101.875,7.500175700
101.917,7.080741100
101.958,-7.119010133
102.000,4.914339733
102.042,5.006757633
102.083,7.205967833
102.125,3.210968500
102.167,5.069449700
102.208,5.252637100
102.250,0.842509733
102.292,6.691573967
102.333,4.445170500
102.375,6.183778633
102.417,6.451458433
102.458,3.959567100
102.500,1.780289100
102.542,4.495462033
102.583,5.885726733
102.625,5.878081133
102.667,1.806031567
102.708,31.435927500
102.750,6.521433733
102.792,6.683610833
102.833,2.991154367
102.875,-26.075853170
102.917,7.311937467
102.958,4.596031000
103.000,-4.200118000
103.042,4.440783933
103.083,5.959198033
103.125,4.089863000
103.167,7.061895033
103.208,2.502264300
103.250,4.828428200
103.292,7.056804133
103.333,2.181529300
103.375,3.515362200
103.417,6.136598033
103.458,3.455960200
103.500,6.765602833
103.542,6.433642500
103.583,2.281384700
103.625,5.863853033
103.667,0.500126800
103.708,25.054519330
103.750,6.525592833
103.792,13.031461630
103.833,4.263764433
103.875,-28.097606270
103.917,10.282832170
103.958,5.384707630
104.000,0.796983467
104.042,-4.549619767
104.083,2.842032100
104.125,8.712933933
104.167,4.413727000
104.208,0.649320267
104.250,6.558795800
104.292,5.334307100
104.333,5.960061400
104.375,0.903112500
104.417,4.752300833
104.458,1.232705267
104.500,12.156356930
104.542,5.778687533
104.583,-1.703970533
104.625,30.748577030
104.667,2.055337300
104.708,17.315348300
104.750,-2.221226667
104.792,-2.313046800
104.833,-2.736581467
104.875,4.145599700
104.917,4.227673900
104.958,3.005500933
105.000,0.607954367
105.042,3.541057367
105.083,4.614721100
105.125,6.430343767
105.167,5.761406700
105.208,8.165544700
105.250,10.107943470
105.292,3.586793667
105.333,-1.205756100
105.375,0.270240733
105.417,8.388045067
105.458,5.124247733
105.500,5.493376067
105.542,5.952655333
105.583,41.135088630
105.625,22.680748600
105.667,61.138542300
105.708,-12.914399870
105.750,-6.394256270
105.792,-6.091858933
105.833,13.937121230
105.875,10.413061470
105.917,11.917245970
105.958,14.256392270
106.000,7.211720967
106.042,7.051941367
106.083,5.261365167
106.125,9.324352330
106.167,5.729224100
106.208,3.503264033
106.250,14.127839800
106.292,9.406799030
106.333,2.677401700
106.375,9.276508830
106.417,9.636720670
106.458,7.129668833
106.500,3.765332767
106.542,8.244654100
106.583,8.861249700
106.625,11.074547730
106.667,7.708648870
106.708,8.020044800
106.750,2.949730300
106.792,10.097327430
106.833,7.746192730
106.875,6.461834470
106.917,0.592165600
106.958,0.143278200
107.000,-0.037033200
107.042,0.940439500
107.083,3.093618900
107.125,-1.217968200
107.167,-2.128190900
107.208,-9.074796630
107.250,-0.454292200
107.292,-3.640547270
107.333,11.956451170
107.375,82.859668770
107.417,22.769072030
107.458,52.749100470
107.500,-55.392017370
107.542,-35.357533070
107.583,-34.704535300
107.625,-7.319731130
107.667,-23.769766330
107.708,17.809395230
107.750,1.518068600
107.792,-5.999211970
107.833,70.730494470
107.875,3.856112133
107.917,13.706191200
107.958,14.905209730
108.000,-26.964900770
108.042,-14.369226430
108.083,1.292478133
108.125,-20.963040170
108.167,3.188160170
108.208,-2.071419833
108.250,-11.440130900
108.292,2.081484933
108.333,-10.661307600
108.375,-1.357987633
108.417,-3.894280400
108.458,1.806132133
108.500,-38.894648200
108.542,-23.361898030
108.583,-31.862109570
108.625,-31.817588100
108.667,-35.324311500
108.708,-37.618189000
108.750,-64.035519200
108.792,-25.560423900
108.833,-37.884494570
108.875,-43.712597900
108.917,-47.780652230
108.958,-28.611274000
109.000,-34.481092000
109.042,-40.885827270
109.083,-31.962241570
109.125,-38.986019130
109.167,-35.831826970
109.208,-44.661753630
109.250,-46.419439370
109.292,-35.883857000
109.333,-44.664978370
109.375,-69.779551330
109.417,17.929424470
109.458,-47.462478770
109.500,11.620357500
109.542,5.529101533
109.583,15.945424170
109.625,7.905641000
109.667,9.018612900
109.708,-13.702300130
109.750,12.099458430
109.792,-12.669049270
109.833,29.790875300
109.875,30.339535830
109.917,0.976876433
109.958,6.606860533
110.000,6.706436067
110.042,3.066147267
110.083,4.725363900
110.125,8.257025533
110.167,3.679279833
110.208,-0.019692567
110.250,4.492608967
110.292,8.789580330
110.333,6.256405233
110.375,-0.840552800
110.417,7.825199267
110.458,4.248062967
110.500,-5.219786033
110.542,-12.792676400
110.583,-21.454149300
110.625,-29.928727900
110.667,-15.423545300
110.708,-8.956693933
110.750,-11.194237900
110.792,6.656555770
110.833,38.392033670
110.875,11.847912530
110.917,10.887462600
110.958,13.609959970
111.000,12.003078000
111.042,9.916140000
111.083,9.560070900
111.125,13.220786670
111.167,10.558337970
111.208,9.942335270
111.250,8.559120900
111.292,11.657058730
111.333,11.064622070
111.375,10.554087870
111.417,11.438450600
111.458,7.691008100
111.500,10.680984830
111.542,9.936811630
111.583,10.947313970
111.625,8.237945770
111.667,7.972484167
111.708,-2.451646200
111.750,7.517602067
111.792,9.940726267
111.833,8.848051733
111.875,15.318903830
111.917,10.814413230
111.958,11.967611330
112.000,8.903271233
112.042,9.392024633
112.083,12.011717370
112.125,11.048851370
112.167,8.365507070
112.208,10.778472000
112.250,9.817282100
112.292,15.746375300
112.333,7.121965733
112.375,9.060124600
112.417,9.576093667
112.458,9.369527700
112.500,8.021060300
112.542,3.421216700
112.583,8.655853070
112.625,7.569388400
112.667,7.491163800
112.708,7.270784967
112.750,6.564940933
112.792,3.908232400
112.833,10.808123470
112.875,-0.544964833
112.917,3.410236300
112.958,2.371395300
113.000,18.187881530
113.042,11.332449330
113.083,14.165013030
113.125,7.651489670
113.167,7.414541333
113.208,12.525297400
113.250,6.499122167
113.292,11.979467730
113.333,3.374354267
113.375,-0.324143900
113.417,11.187793970
113.458,8.357409967
113.500,9.875934030
113.542,5.601952900
113.583,7.843741533
113.625,4.140987300
113.667,5.921816300
113.708,2.046582233
113.750,-0.384946300
113.792,-4.369267300
113.833,14.927742570
113.875,20.448904230
113.917,8.840935970
113.958,10.243638300
114.000,12.245905630
114.042,8.489261533
114.083,9.736789167
114.125,8.926036467
