$Lewiston inflow sum of individual outflows from Trinity Lake year 2019 YC updated 8/7/23,
",,,",
Julian Date,Inflow
189.292,38.2869987
189.333,38.2980003
189.375,38.2900009
189.417,38.3040009
189.458,38.1790009
189.5,38.3009987
189.542,38.2980003
189.583,38.3019981
189.625,102.0660019
189.667,109.1289978
189.708,109.2929993
189.75,109.3470001
189.792,109.2600021
189.833,109.0329971
189.875,109.2040024
189.917,50.4570007
189.958,38.401001
190,38.4090004
190.042,38.3930016
190.083,38.394001
190.125,38.4109993
190.167,38.401001
190.208,38.4220009
190.25,38.2400017
190.292,38.3880005
190.333,38.3919983
190.375,38.3660011
190.417,38.3720016
190.458,38.3979988
190.5,38.3740005
190.542,38.2779999
190.583,38.4420013
190.625,99
190.667,109.3079987
190.708,109.0889969
190.75,109.314003
190.792,109.1309967
190.833,109.0189972
190.875,109.3239975
190.917,42.9910011
190.958,38.4239998
191,38.4189987
191.042,38.394001
191.083,30.9729996
191.125,33.6959991
191.167,35.7519989
191.208,38.0149994
191.25,38.493
191.292,38.5060005
191.333,38.4889984
191.375,38.4900017
191.417,38.4990005
191.458,38.5130005
191.5,38.4869995
191.542,87.822998
191.583,109.0469971
191.625,109.3430023
191.667,109.3710022
191.708,109.3659973
191.75,109.3420029
191.792,109.3700027
191.833,108.2330017
191.875,103.8099976
191.917,103.3399963
191.958,100.4609985
192,99.0449982
192.042,98.9950027
192.083,98.0739975
192.125,96.1679993
192.167,31.0559998
192.208,28.5319996
192.25,29.0550003
192.292,38.0800018
192.333,38.5060005
192.375,38.3839989
192.417,38.5239983
192.458,38.4939995
192.5,38.4910011
192.542,38.4980011
192.583,38.4900017
192.625,38.4920006
192.667,88.723999
192.708,109.3909988
192.75,108.3720016
192.792,108.2949982
192.833,108.2939987
192.875,108.2919998
192.917,108.3339996
192.958,60.7299995
193,27.5209999
193.042,27.8540001
193.083,34.3720016
193.125,32.3650017
193.167,30.2789993
193.208,37.5219994
193.25,38.5219994
193.292,38.487999
193.333,38.4770012
193.375,38.4129982
193.417,38.5239983
193.458,38.6139984
193.5,38.5099983
193.542,38.4099998
193.583,38.5209999
193.625,38.5219994
193.667,38.5110016
193.708,98.2819977
193.75,109.3450012
193.792,109.0930023
193.833,109.3820038
193.875,109.3929977
193.917,109.4039993
193.958,109.3809967
194,109.401001
194.042,56.980999
194.083,38.4830017
194.125,38.6189995
194.167,38.5629997
194.208,38.5629997
194.25,38.5489998
194.292,38.5579987
194.333,38.5390015
194.375,38.4189987
194.417,38.5550003
194.458,38.6030006
194.5,38.6349983
194.542,38.6119995
194.583,38.6310005
194.625,38.6160011
194.667,38.5870018
194.708,97.7310028
194.75,109.4029999
194.792,109.0790024
194.833,109.3850021
194.875,109.3889999
194.917,109.3840027
194.958,109.3700027
195,109.4059982
195.042,107.1350021
195.083,38.7159996
195.125,38.6590004
195.167,38.6609993
195.208,38.6479988
195.25,38.5209999
195.292,38.6300011
195.333,38.6399994
195.375,38.5789986
195.417,38.4840012
195.458,38.5740013
195.5,38.5900002
195.542,38.5480003
195.583,38.5509987
195.625,38.5610008
195.667,38.4889984
195.708,38.5569992
195.75,38.5709991
195.792,105.3809967
195.833,109.3720016
195.875,109.3619995
195.917,109.4069977
195.958,109.1060028
196,109.5670013
196.042,73.8160019
196.083,38.6469994
196.125,38.4609985
196.167,38.6590004
196.208,38.6389999
196.25,38.6689987
196.292,38.6609993
196.333,38.6220016
196.375,38.6780014
196.417,38.5060005
196.458,38.6199989
196.5,37.8540001
196.542,38.5909996
196.583,38.5769997
196.625,38.5950012
196.667,38.4780006
196.708,38.5779991
196.75,38.5870018
196.792,107.7639999
196.833,109.3799973
196.875,108.9469986
196.917,101.2789993
196.958,100.4489975
197,108.810997
197.042,41.1839981
197.083,37.0769997
197.125,30.3099995
197.167,34.0540009
197.208,36.9550018
197.25,34.6419983
197.292,38.4500008
197.333,37.4910011
197.375,22.7649994
197.417,85.6800003
197.458,85.7860031
197.5,86.8180008
197.542,108.2070007
197.583,109.375
197.625,109.3779984
197.667,83.026001
197.708,38.7459984
197.75,38.7050018
197.792,38.7169991
197.833,38.5900002
197.875,38.6650009
197.917,38.6559982
197.958,38.3170013
198,36.1819992
198.042,36.1870003
198.083,36.5820007
198.125,36.9920006
198.167,38.5620003
198.208,38.598999
198.25,38.5849991
198.292,38.5489998
198.333,38.5639992
198.375,38.5789986
198.417,68.598999
198.458,109.2440033
198.5,109.3310013
198.542,109.3150024
198.583,109.2929993
198.625,109.3580017
198.667,109.1389999
198.708,56.3160019
198.75,38.7859993
198.792,38.8019981
198.833,38.7649994
198.875,38.6580009
198.917,38.75
198.958,38.7319984
199,38.6809998
199.042,38.6990013
199.083,38.7109985
199.125,38.6769981
199.167,38.6269989
199.208,38.5629997
199.25,38.6170006
199.292,38.5929985
199.333,38.5649986
199.375,38.5890007
199.417,38.5719986
199.458,38.5690002
199.5,86.6289978
199.542,109.026001
199.583,109.3789978
199.625,109.4680023
199.667,109.4410019
199.708,109.447998
199.75,74.1760025
199.792,38.7190018
199.833,38.8190002
199.875,38.7980003
199.917,38.7350006
199.958,34.8580017
200,32.4070015
200.042,33.1150017
200.083,63.2169991
200.125,108.387001
200.167,109.2910004
200.208,80.2669983
200.25,38.2579994
200.292,36.9339981
200.333,38.1150017
200.375,38.6699982
200.417,38.7050018
200.458,38.7220001
200.5,38.6920013
200.542,38.7179985
200.583,38.7169991
200.625,38.6259995
200.667,38.7070007
200.708,38.6920013
200.75,38.6749992
200.792,38.6430016
200.833,106.6139984
200.875,109.4260025
200.917,109.4540024
200.958,109.4509964
201,109.5139999
201.042,109.4970016
201.083,88.6419983
201.125,38.9319992
201.167,38.9150009
201.208,38.8619995
201.25,38.7210007
201.292,38.8510017
201.333,38.7949982
201.375,38.8209991
201.417,38.7280006
201.458,38.8139992
201.5,38.8190002
201.542,38.7939987
201.583,38.8209991
201.625,38.8180008
201.667,38.7589989
201.708,38.6430016
201.75,38.7649994
201.792,38.7439995
201.833,38.737999
201.875,38.7449989
201.917,38.7369995
201.958,38.7470016
202,107.6190033
202.042,109.3830032
202.083,109.4349976
202.125,104.927002
202.167,38.8330002
202.208,38.8050003
202.25,38.6380005
202.292,38.8779984
202.333,38.6629982
202.375,38.7960014
202.417,38.8129997
202.458,38.8180008
202.5,38.8019981
202.542,38.7159996
202.583,38.7859993
202.625,38.8030014
202.667,38.7849998
202.708,38.7610016
202.75,38.762001
202.792,38.7389984
202.833,38.7319984
202.875,38.7190018
202.917,38.6990013
202.958,100.7919998
203,109.3059998
203.042,106.4069977
203.083,38.769001
203.125,38.5499992
203.167,38.6899986
203.208,38.6710014
203.25,38.6300011
203.292,38.6100006
203.333,38.5110016
203.375,38.6269989
203.417,38.6230011
203.458,38.6380005
203.5,38.6529999
203.542,38.6819992
203.583,38.5960007
203.625,38.7270012
203.667,38.7179985
203.708,38.7480011
203.75,38.7400017
203.792,38.7229996
203.833,38.7290001
203.875,38.6189995
203.917,38.7000008
203.958,38.6819992
204,38.6949997
204.042,38.6559982
204.083,100.0039978
204.125,109.026001
204.167,109.3580017
204.208,109.387001
204.25,109.3889999
204.292,57.3069992
204.333,38.8590012
204.375,38.7130013
204.417,38.8510017
204.458,37.8030014
204.5,33.4659996
204.542,27.8789997
204.583,32.8619995
204.625,36.987999
204.667,38.8660011
204.708,38.8720016
204.75,38.8670006
204.792,38.8339996
204.833,38.8400002
204.875,38.8520012
204.917,38.7999992
204.958,38.7799988
205,38.6949997
205.042,38.7400017
205.083,38.7639999
205.125,38.7779999
205.167,38.4529991
205.208,38.8889999
205.25,64.098999
205.292,109.2450027
205.333,109.4240036
205.375,109.4680023
205.417,45.4259987
205.458,38.8040009
205.5,38.9129982
205.542,38.9679985
205.583,38.9469986
205.625,38.9490013
205.667,38.9459991
205.708,38.9039993
205.75,38.8409996
205.792,54.5279999
205.833,109.4309998
205.875,109.4860001
205.917,47.4150009
205.958,38.8240013
206,38.9210014
206.042,38.9109993
206.083,38.9049988
206.125,38.9029999
206.167,38.9189987
206.208,38.9059982
206.25,38.9039993
206.292,38.9199982
206.333,38.8209991
206.375,38.9529991
206.417,38.9459991
206.458,38.9570007
206.5,38.8720016
206.542,39.0009995
206.583,38.9659996
206.625,38.9850006
206.667,38.993
206.708,38.9500008
206.75,38.8580017
206.792,38.9529991
206.833,38.6739998
206.875,38.9039993
206.917,38.9129982
206.958,38.9119987
207,38.7989998
207.042,38.9000015
207.083,38.901001
207.125,38.8740005
207.167,38.8699989
207.208,38.8969994
207.25,38.8510017
207.292,38.8279991
207.333,38.8849983
207.375,38.7779999
207.417,38.8790016
207.458,38.9160004
207.5,38.9379997
207.542,39.4990005
207.583,38.8569984
207.625,38.855999
207.667,38.8409996
207.708,38.7560005
207.75,99.7310028
207.792,109.4639969
207.833,109.4840012
207.875,109.4779968
207.917,100.0950012
207.958,39.0159988
208,38.8339996
208.042,38.882
208.083,38.868
208.125,38.862999
208.167,38.8660011
208.208,38.8650017
208.25,38.7869987
208.292,38.875
208.333,38.8689995
208.375,38.887001
208.417,38.8019981
208.458,38.9210014
208.5,38.9080009
208.542,38.8269997
208.583,38.9589996
208.625,38.9080009
208.667,38.9059982
208.708,56.5390015
208.75,109.3430023
208.792,109.4349976
208.833,109.4039993
208.875,109.4290009
208.917,109.4329987
208.958,109.4339981
209,109.1039963
209.042,82.7030029
209.083,38.9970016
209.125,38.9690018
209.167,38.9560013
209.208,38.9459991
209.25,38.8030014
209.292,38.9039993
209.333,38.9399986
209.375,38.9669991
209.417,38.9599991
209.458,38.9720001
209.5,38.9049988
209.542,38.9970016
209.583,39.1119995
209.625,38.9080009
209.667,38.9860001
209.708,38.9720001
209.75,38.9799995
209.792,38.9550018
209.833,38.9679985
209.875,38.9490013
209.917,38.9070015
209.958,38.8089981
210,38.8709984
210.042,89.5220032
210.083,109.3939972
210.125,109.4280014
210.167,109.473999
210.208,109.1299973
210.25,109.4639969
210.292,39.6500015
210.333,39.0180016
210.375,38.9150009
210.417,39
210.458,38.9239998
210.5,39.0270004
210.542,39.0950012
210.583,40.7820015
210.625,39.0390015
210.667,38.9700012
210.708,38.9389992
210.75,39.098999
210.792,38.8639984
210.833,38.9990005
210.875,38.993
210.917,38.9379997
210.958,38.9210014
211,42.5620003
211.042,42.8009987
211.083,102.2870026
211.125,113.3710022
211.167,113.3860016
211.208,59.1980019
211.25,42.9119987
211.292,42.7659988
211.333,42.8889999
211.375,42.9360008
211.417,42.9599991
211.458,42.8009987
211.5,42.9819984
211.542,43.0489998
211.583,43.0309982
211.625,42.993
211.667,42.8829994
211.708,42.7550011
211.75,42.9220009
211.792,42.9140015
211.833,42.8989983
211.875,42.7779999
211.917,42.868
211.958,42.7579994
212,39.1739998
212.042,38.9830017
212.083,38.9900017
212.125,38.993
212.167,38.8670006
212.208,38.9770012
212.25,38.9550018
212.292,37.7529984
212.333,3.329
212.375,0.085
212.417,50.2070007
212.458,70.3069992
212.5,70.3069992
212.542,55.4780006
212.583,61.9169998
212.625,70.3079987
212.667,70.3069992
212.708,70.3059998
212.75,72.8040009
212.792,108.6470032
212.833,109.0230026
212.875,109.3970032
212.917,41.0089989
212.958,39.2879982
213,42.8250008
213.042,42.9410019
213.083,42.8390007
213.125,37.4920006
213.167,60.1459999
213.208,70.2890015
213.25,70.2870026
213.292,70.2850037
213.333,70.0879974
213.375,70.2809982
213.417,9.8030005
213.458,17.7910004
213.5,18.9470005
213.542,41.8019981
213.583,43.0079994
213.625,42.987999
213.667,43.019001
213.708,43.0029984
213.75,42.8190002
213.792,43.0709991
213.833,42.8349991
213.875,42.9160004
213.917,42.9070015
213.958,42.9210014
214,42.9449997
214.042,42.9430008
214.083,42.9510002
214.125,42.8240013
214.167,42.9459991
214.208,42.9700012
214.25,38.3619995
214.292,70.2649994
214.333,70.2630005
214.375,70.2610016
214.417,70.064003
214.458,8.8479996
214.5,31.8710003
214.542,43.0750008
214.583,43.0999985
214.625,43.1020012
214.667,43.0480003
214.708,43.0219994
214.75,42.8759995
214.792,42.9690018
214.833,42.9690018
214.875,83.9449997
214.917,113.1829987
214.958,113.3119965
215,113.4609985
215.042,102.75
215.083,43.1599998
215.125,43.1240005
215.167,43.0880013
215.208,43.1100006
215.25,42.993
215.292,43.1349983
215.333,43.125
215.375,43.125
215.417,43.1730003
215.458,43.1990013
215.5,43.2330017
215.542,43.125
215.583,43.1879997
215.625,43.1819992
215.667,43.1590004
215.708,43.0970001
215.75,40.0410004
215.792,32.3269997
215.833,96.4950027
215.875,112.7220001
215.917,74.2509995
215.958,43.0649986
216,42.9949989
216.042,42.9109993
216.083,43.0209999
216.125,43.026001
216.167,43.0040016
216.208,43.0250015
216.25,42.9020004
216.292,42.9970016
216.333,43.0169983
216.375,43.0359993
216.417,43.0429993
216.458,43.1010017
216.5,42.9900017
216.542,43.1409988
216.583,43.1360016
216.625,43.1549988
216.667,43.1030006
216.708,43.0519981
216.75,42.987999
216.792,43.0559998
216.833,43.0299988
216.875,43.0540009
216.917,43.0400009
216.958,42.9239998
217,43.0139999
217.042,43.0139999
217.083,43.0060005
217.125,43.0060005
217.167,43.0219994
217.208,42.9889984
217.25,42.9920006
217.292,42.9020004
217.333,42.980999
217.375,43.0270004
217.417,43.0180016
217.458,43.0219994
217.5,43.0629997
217.542,43.0870018
217.583,42.9259987
217.625,43.0880013
217.667,43.0660019
217.708,43.0390015
217.75,43.0480003
217.792,43.0779991
217.833,43.0379982
217.875,42.9500008
217.917,43.0029984
217.958,43.0209999
218,42.9850006
218.042,43.0029984
218.083,42.9799995
218.125,42.8810005
218.167,43.0079994
218.208,43.0340004
218.25,43.0480003
218.292,41.5239983
218.333,2.9349999
218.375,0.085
218.417,56.7369995
218.458,70.1760025
218.5,70.1740036
218.542,69.9779968
218.583,70.1719971
218.625,70.1699982
218.667,70.1699982
218.708,70.1689987
218.75,70.1679993
218.792,69.9720001
218.833,70.3600006
218.875,69.9700012
218.917,70.3570023
218.958,69.9660034
219,70.1589966
219.042,44.6489983
219.083,0.085
219.125,0.085
219.167,0.085
219.208,0.085
219.25,0.085
219.292,0.085
219.333,0.085
219.375,51.6549988
219.417,70.1520004
219.458,70.151001
219.5,69.9550018
219.542,70.1480026
219.583,70.1470032
219.625,33.348999
219.667,0.085
219.708,0.085
219.75,0.085
219.792,0.085
219.833,0.085
219.875,11.5439997
219.917,70.1470032
219.958,70.1460037
220,70.1439972
220.042,70.1419983
220.083,70.1399994
220.125,70.1380005
220.167,49.3069992
220.208,0.085
220.25,0.085
220.292,0.085
220.333,0.085
220.375,0.085
220.417,0.085
220.458,0.085
220.5,0.251
220.542,69.9380035
220.583,70.1320038
220.625,70.1299973
220.667,70.1289978
220.708,70.1279984
220.75,80.2860031
220.792,111.4430008
220.833,72.5390015
220.875,43.1720009
220.917,43.1720009
220.958,42.0390015
221,22.8880005
221.042,22.1650009
221.083,22.1299992
221.125,22.1749992
221.167,22.1149998
221.208,22.2360001
221.25,22.1079998
221.292,22.1749992
221.333,21.9150009
221.375,15.5869999
221.417,18.8180008
221.458,42.0649986
221.5,43.5480003
221.542,43.2330017
221.583,43.3600006
221.625,105.4690018
221.667,113.1729965
221.708,113.5019989
221.75,113.5
221.792,113.1520004
221.833,43.3610001
221.875,43.2200012
221.917,43.0880013
221.958,43.1879997
222,43.2029991
222.042,43.2200012
222.083,33.6619987
222.125,0.085
222.167,0.085
222.208,0.085
222.25,3.0339999
222.292,41.651001
222.333,43.2490005
222.375,41.9099998
222.417,17.6049995
222.458,41.9059982
222.5,43.3359985
222.542,43.2869987
222.583,43.2709999
222.625,43.2579994
222.667,43.2290001
222.708,99.9670029
222.75,113.4589996
222.792,113.413002
222.833,113.4489975
222.875,113.447998
222.917,113.4420013
222.958,107.2139969
223,43.3009987
223.042,43.2599983
223.083,43.1580009
223.125,43.2869987
223.167,43.3120003
223.208,43.3380013
223.25,43.348999
223.292,43.2459984
223.333,43.3610001
223.375,43.3779984
223.417,43.3720016
223.458,43.355999
223.5,43.3639984
223.542,43.3310013
223.583,43.3180008
223.625,43.1479988
223.667,43.3009987
223.708,43.2220001
223.75,43.2130013
223.792,55.9650002
223.833,113.2959976
223.875,48.3149986
223.917,43.0449982
223.958,42.9599991
224,39.4059982
224.042,39.2540016
224.083,39.2729988
224.125,39.2779999
224.167,39.2849998
224.208,39.5320015
224.25,43.1290016
224.292,43.3320007
224.333,43.3460007
224.375,43.3310013
224.417,43.2050018
224.458,43.2840004
224.5,43.2939987
224.542,43.2879982
224.583,43.2799988
224.625,43.2599983
224.667,43.2599983
224.708,43.243
224.75,43.1100006
224.792,43.2470016
224.833,43.2639999
224.875,43.0859985
224.917,43.1879997
224.958,42.9959984
225,39.3650017
225.042,39.2529984
225.083,39.262001
225.125,39.2509995
225.167,39.2649994
225.208,39.2659988
225.25,39.2550011
225.292,39.237999
225.333,39.1759987
225.375,39.276001
225.417,39.2659988
225.458,39.2890015
225.5,39.3079987
225.542,52.2849998
225.583,113.0439987
225.625,56.9230003
225.667,43.3160019
225.708,43.3079987
225.75,43.2960014
225.792,43.2529984
225.833,43.262001
225.875,43.2919998
225.917,43.1329994
225.958,43.2470016
226,43.2509995
226.042,43.2719994
226.083,43.2509995
226.125,43.2190018
226.167,43.2480011
226.208,43.1020012
226.25,43.269001
226.292,43.2579994
226.333,43.2280006
226.375,43.2389984
226.417,43.1469994
226.458,43.2910004
226.5,43.3180008
226.542,43.3800011
226.583,43.4440002
226.625,43.4039993
226.667,43.3610001
226.708,43.2260017
226.75,43.3959999
226.792,43.3829994
226.833,43.4760017
226.875,43.2089996
226.917,43.3419991
226.958,43.3429985
227,43.3050003
227.042,43.3409996
227.083,43.3330002
227.125,43.3199997
227.167,43.3569984
227.208,43.3250008
227.25,43.3300018
227.292,42.5419998
227.333,27.9440002
227.375,27.5909996
227.417,28.4720001
227.458,42.487999
227.5,43.3129997
227.542,43.348999
227.583,43.3619995
227.625,43.3440018
227.667,43.3689995
227.708,43.2130013
227.75,43.4690018
227.792,43.3860016
227.833,43.4090004
227.875,43.2490005
227.917,43.3689995
227.958,43.3470001
228,43.2970009
228.042,43.3619995
228.083,43.3310013
228.125,43.3479996
228.167,43.2270012
228.208,43.3619995
228.25,43.3289986
228.292,43.3569984
228.333,43.387001
228.375,43.3120003
228.417,43.4420013
228.458,43.4360008
228.5,43.4150009
228.542,43.4799995
228.583,43.4840012
228.625,43.5159988
228.667,43.3339996
228.708,43.4599991
228.75,43.4710007
228.792,43.4319992
228.833,43.3880005
228.875,43.3409996
228.917,43.3600006
228.958,43.2420006
229,43.3779984
229.042,43.4059982
229.083,43.4000015
229.125,43.3969994
229.167,43.4020004
229.208,43.2750015
229.25,43.4129982
229.292,43.4459991
229.333,43.4099998
229.375,43.4519997
229.417,43.4799995
229.458,43.4819984
229.5,43.3909988
229.542,43.4980011
229.583,43.5239983
229.625,43.5050011
229.667,43.382
229.708,43.5
229.75,43.4900017
229.792,43.4420013
229.833,43.4290009
229.875,43.4080009
229.917,43.4179993
229.958,43.401001
230,43.2939987
230.042,43.4329987
230.083,43.4169998
230.125,43.4220009
230.167,43.4259987
230.208,43.4140015
230.25,43.4399986
230.292,43.4239998
230.333,43.2929993
230.375,43.4589996
230.417,43.5060005
230.458,43.512001
230.5,43.5289993
230.542,43.5569992
230.583,43.4230003
230.625,43.6430016
230.667,43.5540009
230.708,43.5309982
230.75,43.4440002
230.792,43.5410004
230.833,43.4609985
230.875,43.512001
230.917,43.4669991
230.958,43.4269981
231,43.3289986
231.042,43.4420013
231.083,43.4020004
231.125,43.4280014
231.167,43.4140015
231.208,43.3019981
231.25,43.4230003
231.292,43.3919983
231.333,43.4280014
231.375,43.4510002
231.417,43.3450012
231.458,43.4920006
231.5,43.5110016
231.542,43.5169983
231.583,43.4970016
231.625,43.4900017
231.667,43.5279999
231.708,98.7539978
231.75,113.8880005
231.792,113.6579971
231.833,78.9570007
231.875,43.5600014
231.917,43.5429993
231.958,43.4850006
232,43.4889984
232.042,43.4970016
232.083,43.5130005
232.125,43.5239983
232.167,43.5289993
232.208,43.4309998
232.25,43.5419998
232.292,43.5740013
232.333,43.6479988
232.375,43.7280006
232.417,43.7400017
232.458,43.8260002
232.5,44.9360008
232.542,113.5800018
232.583,101.5550003
232.625,43.7369995
232.667,43.6090012
232.708,43.7169991
232.75,43.6419983
232.792,43.6199989
232.833,43.6459999
232.875,43.6139984
232.917,43.6300011
232.958,43.4459991
233,42.2330017
233.042,42.5800018
233.083,42.137001
233.125,43.2830009
233.167,43.4889984
233.208,40.9480019
233.25,43.4669991
233.292,39.9189987
233.333,42.868
233.375,99.7570038
233.417,113.3290024
233.458,112.9889984
233.5,113.3079987
233.542,89.4550018
233.583,43.5369987
233.625,43.5200005
233.667,43.4399986
233.708,43.5579987
233.75,43.5699997
233.792,34.6660004
233.833,42.8419991
233.875,43.3909988
233.917,42.8040009
233.958,42.9490013
234,39.6679993
234.042,39.5040016
234.083,39.4339981
234.125,39.3979988
234.167,39.4280014
234.208,39.2869987
234.25,39.6860008
234.292,42.5200005
234.333,29.7140007
234.375,29.8430004
234.417,42.901001
234.458,43.6199989
234.5,43.5610008
234.542,43.7089996
234.583,43.7120018
234.625,43.7000008
234.667,43.6959991
234.708,43.6759987
234.75,43.7130013
234.792,43.6819992
234.833,43.5359993
234.875,43.6139984
234.917,43.6199989
234.958,43.4790001
235,43.6259995
235.042,43.6139984
235.083,43.6100006
235.125,43.6020012
235.167,43.6160011
235.208,43.5639992
235.25,43.5470009
235.292,43.5320015
235.333,43.4210014
235.375,43.5849991
235.417,43.5779991
235.458,43.5839996
235.5,43.5839996
235.542,43.5099983
235.583,43.6640015
235.625,43.6650009
235.667,43.6720009
235.708,43.5810013
235.75,43.5960007
235.792,43.5750008
235.833,43.5369987
235.875,43.3969994
235.917,43.507
235.958,43.5289993
236,43.512001
236.042,43.5110016
236.083,43.5279999
236.125,43.4980011
236.167,43.3409996
236.208,43.4679985
236.25,43.5159988
236.292,43.4949989
236.333,43.512001
236.375,43.5309982
236.417,43.5390015
236.458,43.5740013
236.5,43.5779991
236.542,43.5800018
236.583,43.5970001
236.625,43.5960007
236.667,43.4780006
236.708,43.5550003
236.75,43.6139984
236.792,43.7000008
236.833,43.4199982
236.875,43.5649986
236.917,43.5680008
236.958,97.2819977
237,113.5130005
237.042,111.6500015
237.083,43.7480011
237.125,43.4850006
237.167,43.651001
237.208,43.6699982
237.25,43.6329994
237.292,43.637001
237.333,43.7010002
237.375,43.7560005
237.417,43.8230019
237.458,43.8440018
237.5,43.9039993
237.542,43.9129982
237.583,43.9459991
237.625,43.862999
237.667,43.7879982
237.708,43.7709999
237.75,43.6269989
237.792,43.7280006
237.833,43.7439995
237.875,43.6570015
237.917,43.6520004
237.958,43.6780014
238,43.6590004
238.042,43.6679993
238.083,43.651001
238.125,43.6580009
238.167,43.6930008
238.208,43.6329994
238.25,43.6619987
238.292,43.5239983
238.333,43.6349983
238.375,43.6199989
238.417,43.6539993
238.458,43.6720009
238.5,43.6829987
238.542,43.6930008
238.583,43.7089996
238.625,43.5550003
238.667,43.6609993
238.708,43.7319984
238.75,43.8120003
238.792,43.5789986
238.833,43.6809998
238.875,43.6430016
238.917,43.6590004
238.958,43.5209999
239,43.6170006
239.042,43.6399994
239.083,43.6300011
239.125,43.6040001
239.167,43.6160011
239.208,43.6150017
239.25,43
239.292,36.4269981
239.333,36.2130013
239.375,36.230999
239.417,36.2700005
239.458,36.1870003
239.5,36.3300018
239.542,36.5670013
239.583,43.3860016
239.625,43.8889999
239.667,43.8079987
239.708,43.8979988
239.75,43.7859993
239.792,43.9129982
239.833,43.9490013
239.875,43.9259987
239.917,43.9430008
239.958,42.9760017
240,27.9330006
240.042,27.323
240.083,27.3920002
240.125,27.3349991
240.167,27.3190002
240.208,29.9109993
240.25,29.3040009
240.292,35.6539993
240.333,2.6849999
240.375,0.085
240.417,0.085
240.458,2.2360001
240.5,0.085
240.542,0.085
240.583,0.085
240.625,0.096
240.667,9.5559998
240.708,39.2350006
240.75,43.7739983
240.792,43.7809982
240.833,43.7680016
240.875,43.6259995
240.917,43.7739983
240.958,43.7809982
241,43.2459984
241.042,33.5839996
241.083,38.9539986
241.125,34.0359993
241.167,35.6570015
241.208,42.5439987
241.25,33.5750008
241.292,42.6990013
241.333,36.5579987
241.375,36.2779999
241.417,36.3300018
241.458,36.3129997
241.5,36.3349991
241.542,36.3289986
241.583,36.3520012
241.625,36.5270004
241.667,43.5200005
241.708,43.9510002
241.75,43.887001
241.792,43.9210014
241.833,43.9020004
241.875,43.9179993
241.917,43.7560005
241.958,43.8390007
242,43.8269997
242.042,43.8380013
242.083,43.8610001
242.125,43.8779984
242.167,43.8759995
242.208,43.9220009
242.25,42.7299995
242.292,19.1240005
242.333,19.1389999
242.375,42.605999
242.417,43.9249992
242.458,43.9430008
242.5,43.9760017
242.542,43.8330002
242.583,43.987999
242.625,44.0169983
242.667,44.0159988
242.708,44.0050011
242.75,43.9749985
242.792,43.8300018
242.833,43.9360008
242.875,43.8790016
242.917,43.868
242.958,43.8670006
243,43.8359985
243.042,43.8619995
243.083,43.8930016
243.125,43.9160004
243.167,43.7939987
243.208,43.9529991
243.25,44.0050011
243.292,43.862999
243.333,44.0340004
243.375,44.0449982
243.417,44.0410004
243.458,44.0279999
243.5,44.0250015
243.542,43.9370003
243.583,44.1769981
243.625,43.9189987
243.667,44.0979996
243.708,44.0330009
243.75,44.0099983
243.792,44.0060005
243.833,43.8300018
243.875,43.8919983
243.917,43.8689995
243.958,43.8470001
244,43.8450012
244.042,43.868
244.083,43.9049988
244.125,43.9269981
244.167,43.9350014
244.208,43.9939995
244.25,43.987999
244.292,43.0690002
244.333,22.9449997
244.375,22.3789997
244.417,22.4060001
244.458,22.3689995
244.5,22.2380009
244.542,23.0139999
244.583,42.8250008
244.625,44.0489998
244.667,44.0429993
244.708,44.0139999
244.75,43.9560013
244.792,43.9529991
244.833,43.9199982
244.875,43.8800011
244.917,43.8549995
244.958,43.8409996
245,43.7680016
245.042,43.9249992
245.083,43.9169998
245.125,43.9510002
245.167,43.9350014
245.208,43.9210014
245.25,43.9309998
245.292,56.4199982
245.333,113.5859985
245.375,113.6900024
245.417,113.723999
245.458,113.3730011
245.5,113.7480011
245.542,105.6050034
245.583,44.0709991
245.625,43.9239998
245.667,44.026001
245.708,44.0149994
245.75,44.0379982
245.792,44.0369987
245.833,44.0320015
245.875,43.9189987
245.917,44.0209999
245.958,43.9799995
246,43.9459991
246.042,43.9679985
246.083,43.9440002
246.125,43.9830017
246.167,43.973999
246.208,43.8989983
246.25,43.9550018
246.292,44.0099983
246.333,44.0139999
246.375,43.9850006
246.417,43.9059982
246.458,44.0299988
246.5,44.0610008
246.542,44.0760002
246.583,44.0320015
246.625,43.9760017
246.667,44.0029984
246.708,43.8120003
246.75,43.9129982
246.792,43.9189987
246.833,43.894001
246.875,43.8730011
246.917,43.8440018
246.958,43.8460007
247,43.6230011
247.042,39.9990005
247.083,39.7719994
247.125,39.8269997
247.167,39.8600006
247.208,39.9790001
247.25,43.7410011
247.292,44.0079994
247.333,43.973999
247.375,44
247.417,44.0050011
247.458,43.9959984
247.5,43.9650002
247.542,43.9869995
247.583,43.8919983
247.625,44.0019989
247.667,43.9790001
247.708,43.9620018
247.75,43.9360008
247.792,43.980999
247.833,43.8429985
247.875,43.9480019
247.917,43.9830017
247.958,43.9430008
248,43.9609985
248.042,43.9469986
248.083,43.9790001
248.125,43.9550018
248.167,43.9480019
248.208,43.9830017
248.25,43.9980011
248.292,43.8079987
248.333,43.9780006
248.375,44.0079994
248.417,43.8889999
248.458,44.1739998
248.5,44.0219994
248.542,44.1160011
248.583,43.9830017
248.625,44.0680008
248.667,44.0719986
