 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
   83.0656,      8.92,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.1075,      8.93,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.1493,      8.94,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.1913,      8.95,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.2325,      8.97,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.2743,      8.98,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.3163,      8.99,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.3582,      9.01,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.3993,      9.05,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.4413,      9.09,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.4832,      9.09,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.5243,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.5663,      9.02,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.6082,      9.01,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.6500,      9.00,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.6913,      9.01,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.7332,      9.03,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.7746,      9.05,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.8164,      9.07,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.8579,      9.08,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.9000,      9.09,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.9419,      9.10,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   83.9830,      9.09,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.0250,      9.08,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.0670,      9.04,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.1084,      9.02,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.1500,      9.02,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.1920,      9.02,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.2334,      9.01,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.2750,      9.01,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.3170,      9.00,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.3584,      9.00,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.4000,      9.00,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.4420,      9.00,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.4841,      9.00,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.5257,      9.01,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.5670,      9.01,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.6090,      9.02,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.6507,      9.03,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.6920,      9.03,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.7340,      9.04,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.7757,      9.04,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.8171,      9.04,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.8588,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.9006,      9.03,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.9424,      9.03,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   84.9843,      9.03,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.0257,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.0677,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.1092,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.1507,      9.04,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.1927,      9.04,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.2342,      9.04,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.2758,      9.04,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.3177,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.3593,      9.04,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.4014,      9.04,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.4427,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.4847,      9.04,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.5264,      9.04,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.5677,      9.03,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.6097,      9.02,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.6515,      9.02,    -99.00,    -99.00,      6.35,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.6927,      9.02,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.7347,      9.02,    -99.00,    -99.00,      6.34,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.7768,      9.03,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.8182,      9.03,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.8595,      9.03,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.9014,      9.04,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.9435,      9.05,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   85.9851,      9.06,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.0264,      9.07,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.0684,      9.07,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.1101,      9.06,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.1514,      9.05,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.1934,      9.05,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.2350,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.2766,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.3184,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.3602,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.4021,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.4434,      9.04,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.4853,      9.05,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.5268,      9.05,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.5684,      9.05,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.6103,      9.05,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.6518,      9.05,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.6941,      9.05,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.7353,      9.05,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.7776,      9.05,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.8186,      9.05,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.8606,      9.05,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.9024,      9.05,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.9444,      9.05,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   86.9858,      9.05,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.0278,      9.06,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.0691,      9.06,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.1109,      9.06,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.1528,      9.06,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.1941,      9.06,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.2359,      9.06,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.2778,      9.06,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.3191,      9.07,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.3609,      9.07,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.4028,      9.07,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.4448,      9.08,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.4859,      9.08,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.5278,      9.07,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.5698,      9.07,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.6116,      9.08,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.6528,      9.08,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.6948,      9.08,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.7363,      9.08,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.7780,      9.08,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.8197,      9.08,    -99.00,    -99.00,      6.27,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.8612,      9.08,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.9033,      9.09,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.9448,      9.09,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   87.9868,      9.09,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.0280,      9.09,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.0700,      9.09,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.1115,      9.09,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.1535,      9.10,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.1948,      9.09,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.2369,      9.09,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.2785,      9.08,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.3205,      9.08,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.3619,      9.08,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.4035,      9.08,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.4455,      9.08,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.4869,      9.08,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.5285,      9.08,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.5705,      9.08,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.6119,      9.09,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.6535,      9.09,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.6955,      9.09,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.7370,      9.10,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.7788,      9.10,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.8205,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.8619,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.9038,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.9458,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   88.9872,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.0292,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.0705,      9.12,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.1121,      9.12,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.1542,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.1962,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.2378,      9.11,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.2790,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.3206,      9.11,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.3624,      9.10,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.4042,      9.10,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.4458,      9.10,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.4879,      9.10,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.5292,      9.10,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.5712,      9.10,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.6130,      9.11,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.6549,      9.11,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.6962,      9.11,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.7378,      9.11,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.7794,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.8214,      9.11,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.8630,      9.12,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.9046,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.9464,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   89.9879,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.0299,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.0719,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.1133,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.1549,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.1969,      9.12,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.2383,      9.12,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.2799,      9.12,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.3217,      9.12,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.3633,      9.12,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.4052,      9.12,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.4466,      9.12,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.4886,      9.12,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.5306,      9.12,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.5719,      9.12,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.6133,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.6556,      9.12,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.6969,      9.12,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.7385,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.7802,      9.12,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.8220,      9.12,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.8638,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.9052,      9.12,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.9475,      9.12,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   90.9893,      9.12,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.0306,      9.12,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.0726,      9.12,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.1141,      9.13,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.1556,      9.13,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.1976,      9.13,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.2391,      9.13,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.2806,      9.13,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.3226,      9.14,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.3641,      9.14,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.4063,      9.14,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.4476,      9.14,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.4891,      9.14,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.5313,      9.14,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.5726,      9.14,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.6148,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.6562,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.6979,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.7393,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.7810,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.8228,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.8644,      9.15,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.9060,      9.15,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.9480,      9.15,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   91.9900,      9.15,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.0313,      9.15,      9.48,    -99.00,      5.54,      0.75,      0.00,    301.90,    340.05,    368.81,
   92.0733,      9.14,      9.47,    -99.00,      4.16,      2.13,      0.00,    301.90,    340.05,    368.81,
   92.1146,      9.14,      9.47,    -99.00,      4.04,      2.25,      0.00,    301.90,    340.05,    368.81,
   92.1563,      9.15,      9.46,    -99.00,      5.40,      0.90,      0.00,    301.90,    340.05,    368.81,
   92.1983,      9.15,      9.44,    -99.00,      6.06,      0.24,      0.00,    301.90,    340.05,    368.81,
   92.2403,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.2820,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.3233,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.3652,      9.15,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.4069,      9.16,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.4483,      9.16,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.4902,      9.16,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.5318,      9.16,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.5733,      9.16,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.6152,      9.16,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.6570,      9.16,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.6990,      9.16,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.7402,      9.16,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.7820,      9.16,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.8240,      9.16,    -99.00,    -99.00,      6.27,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.8651,      9.16,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.9070,      9.16,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.9490,      9.16,    -99.00,    -99.00,      6.27,      0.00,      0.00,    301.90,    340.05,    368.81,
   92.9908,      9.16,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.0320,      9.16,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.0740,      9.16,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.1159,      9.16,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.1577,      9.16,    -99.00,    -99.00,      6.28,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.1990,      9.16,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.2409,      9.16,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.2827,      9.16,    -99.00,    -99.00,      6.33,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.3240,      9.16,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.3658,      9.16,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.4077,      9.16,    -99.00,    -99.00,      6.32,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.4490,      9.16,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.4908,      9.17,    -99.00,    -99.00,      6.31,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.5327,      9.17,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.5747,      9.17,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.6158,      9.17,    -99.00,    -99.00,      6.30,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.6577,      9.17,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.6997,      9.18,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
   93.7415,      9.18,    -99.00,    -99.00,      6.29,      0.00,      0.00,    301.90,    340.05,    368.81,
